N	2gram	Vinokur_St_2	formyVre
1	и в	29	46
2	в этом	21	22
3	и т	9	14
4	прежде всего	5	14
5	вовсе не	6	13
6	в романе	4	13
7	и его	6	12
8	не только	19	11
9	только в	2	11
10	т п	3	11
11	как бы	5	10
12	во время	2	10
13	точки зрения	5	10
14	в том	27	10
15	но в	8	10
16	не в	4	9
17	у него	1	9
18	но и	19	9
19	вместе с	7	9
20	и не	9	9
21	и для	1	9
22	то же	2	8
23	как и	2	8
24	с точки	2	8
25	для того	7	8
26	того чтобы	6	8
27	потому что	9	8
28	связи с	4	8
29	в его	13	8
30	из них	3	8
31	в связи	1	8
32	жизни и	1	8
33	и на	6	7
34	так и	9	7
35	в них	2	7
36	может быть	2	7
37	в одном	6	7
38	то что	11	7
39	как мы	1	6
40	еще не	1	6
41	все же	6	6
42	при этом	2	6
43	и с	4	6
44	его в	2	6
45	в основе	1	6
46	никогда не	3	6
47	те же	1	6
48	и во	1	6
49	так как	2	6
50	в особенности	2	6
51	все это	11	6
52	и все	1	6
53	но не	3	5
54	с этим	3	5
55	в своем	9	5
56	все эти	2	5
57	он не	9	5
58	в нем	4	5
59	в то	2	5
60	и др	2	5
61	в частности	4	5
62	в пределах	1	5
63	по существу	2	5
64	что в	19	5
65	также и	2	4
66	и он	3	4
67	что они	2	4
68	в истории	2	4
69	как в	3	4
70	уже в	1	4
71	из этих	1	4
72	в себе	2	4
73	том что	27	4
74	в котором	7	4
75	место в	1	4
76	том же	2	4
77	героев и	1	4
78	же время	1	4
79	в образе	3	4
80	в эпоху	1	4
81	о том	17	4
82	так что	3	4
83	конечно не	1	4
84	и их	1	4
85	а не	5	4
86	в ряду	1	4
87	с этой	2	4
88	еще более	4	4
89	же в	1	4
90	жизни в	1	4
91	почти все	2	3
92	в виду	7	3
93	того же	2	3
94	точка зрения	1	3
95	отношение к	1	3
96	нет и	2	3
97	хотя и	4	3
98	целый ряд	1	3
99	и как	2	3
100	т д	6	3
101	новое и	1	3
102	и по	3	3
103	прежде чем	1	3
104	таким образом	10	3
105	а затем	2	3
106	в совершенно	1	3
107	связанных с	1	3
108	в их	3	3
109	что было	2	3
110	не могли	2	3
111	кроме того	4	3
112	формы для	1	3
113	на границе	1	3
114	к тому	10	3
115	себя и	1	3
116	роль в	1	3
117	и совершенно	1	3
118	в борьбе	1	3
119	в другом	4	3
120	а также	2	3
121	как у	3	3
122	борьба с	2	3
123	что и	2	3
124	того что	5	3
125	тот же	1	3
126	что он	13	3
127	все они	1	3
128	в качестве	5	3
129	для него	4	3
130	тем что	3	3
131	в форме	1	3
132	что на	3	3
133	и даже	3	3
134	не было	3	3
135	не на	2	3
136	о чем	5	3
137	в это	2	3
138	не является	3	3
139	в этих	3	3
140	ее в	2	3
141	а в	1	3
142	но эти	1	3
143	и другие	2	3
144	к этому	4	3
145	том числе	1	3
146	смысле слова	1	2
147	ту же	1	2
148	как его	1	2
149	тем же	2	2
150	характерное для	1	2
151	и до	1	2
152	в сущности	1	2
153	говорить о	1	2
154	столько же	3	2
155	он был	2	2
156	не был	3	2
157	совсем не	1	2
158	рогов и	1	2
159	в одной	2	2
160	и к	4	2
161	в этой	2	2
162	особое место	1	2
163	только один	1	2
164	как он	2	2
165	о смерти	1	2
166	перестает быть	1	2
167	на этом	1	2
168	по себе	3	2
169	и рядом	1	2
170	с тем	7	2
171	мы видели	1	2
172	представление о	1	2
173	далее в	2	2
174	значение для	1	2
175	одном из	3	2
176	но он	3	2
177	в прямом	1	2
178	и более	2	2
179	и почти	1	2
180	в той	5	2
181	в отношении	2	2
182	вплоть до	1	2
183	она не	1	2
184	там где	2	2
185	и всегда	2	2
186	не похож	1	2
187	в роман	2	2
188	этом отношении	9	2
189	в духе	2	2
190	похож на	1	2
191	и потому	2	2
192	и это	2	2
193	и о	4	2
194	чем не	1	2
195	здесь не	1	2
196	без всякого	1	2
197	и от	1	2
198	не мог	3	2
199	гл iii	1	2
200	особенно в	2	2
201	другом месте	2	2
202	можно сказать	1	2
203	борьбе с	1	2
204	века и	2	2
205	у всех	2	2
206	наконец и	1	2
207	один из	1	2
208	кто хотел	1	2
209	в поэзии	1	2
210	до того	4	2
211	сами по	2	2
212	в конце	2	2
213	не для	1	2
214	не были	1	2
215	до сих	6	2
216	с другой	4	2
217	именно в	4	2
218	было бы	5	2
219	наконец в	3	2
220	романа в	1	2
221	в некоторых	2	2
222	и пр	8	2
223	их не	1	2
224	у нас	3	2
225	а на	1	2
226	до конца	3	2
227	и самый	2	2
228	если не	2	2
229	для чего	1	2
230	что все	1	2
231	не может	2	2
232	так же	3	2
233	как это	2	2
234	по своему	2	2
235	в данном	2	2
236	в последнем	1	2
237	этом случае	1	2
238	сих пор	5	2
239	ни для	1	2
240	с большой	1	2
241	к будущему	1	2
242	в двух	1	2
243	такие слова	1	2
244	но это	3	2
245	между ними	1	2
246	ни была	1	2
247	как на	9	2
248	во всяком	3	2
249	все что	1	2
250	например в	3	1
251	и действительно	1	1
252	связан с	3	1
253	и то	1	1
254	на самом	3	1
255	это и	1	1
256	идет о	3	1
257	по преимуществу	1	1
258	не имеют	1	1
259	в какой-то	1	1
260	действительности и	1	1
261	сосредоточивается в	1	1
262	которыми он	1	1
263	их и	1	1
264	в несколько	1	1
265	а как	4	1
266	со всех	1	1
267	очень широко	1	1
268	бы уже	1	1
269	до нищего	2	1
270	на материале	1	1
271	для своего	2	1
272	общества и	1	1
273	большую роль	1	1
274	вопрос о	6	1
275	в полной	2	1
276	письма к	2	1
277	вместо того	1	1
278	из того	1	1
279	конечно и	2	1
280	в числе	2	1
281	подчеркнуть что	3	1
282	в каждой	1	1
283	это время	2	1
284	в ней	7	1
285	один у	1	1
286	беседует с	1	1
287	он сам	1	1
288	сам а	1	1
289	в чем	1	1
290	с его	2	1
291	это имеет	1	1
292	я был	1	1
293	самом деле	3	1
294	и всего	1	1
295	истинный смысл	1	1
296	могло быть	3	1
297	в общем	3	1
298	себе и	1	1
299	тому времени	2	1
300	отличие от	2	1
301	и речи	2	1
302	за пределы	1	1
303	эту борьбу	1	1
304	как говорит	2	1
305	что во	1	1
306	такую большую	1	1
307	в трагедии	17	1
308	до его	1	1
309	что как	1	1
310	в полном	3	1
311	д описание	1	1
312	когда он	1	1
313	них как	1	1
314	в самом	7	1
315	в письмах	2	1
316	точкой зрения	1	1
317	в которой	11	1
