N	3gram	Tiupa_Hudo_2	Myslijsy
1	в том что	11	7
2	тем не менее	3	5
3	не в состоянии	1	4
4	а между тем	3	4
5	подобно тому как	4	4
6	до сих пор	2	4
7	то и другое	1	4
8	в то время	1	4
9	то время как	1	3
10	с одной стороны	3	3
11	но тем не	2	3
12	и т п	2	3
13	и т д	2	3
14	и в жизни	1	2
15	в таком случае	1	2
16	после того как	1	2
17	между тем как	1	2
18	тогда как в	2	2
19	с другой стороны	1	2
20	для того чтобы	3	2
21	то же время	4	2
22	не может быть	3	2
23	с самого начала	1	2
24	в то же	4	2
25	что если бы	1	2
26	что с ним	1	1
27	состоит в том	2	1
28	в ней все	1	1
29	дело в том	1	1
30	это было бы	1	1
31	но и о	1	1
32	двух или нескольких	1	1
33	в слове и	1	1
34	не было ничего	1	1
35	о том как	2	1
36	друг от друга	1	1
37	только в том	2	1
38	и то и	1	1
39	том случае если	1	1
40	и в других	1	1
41	что человек есть	1	1
42	при этом что	1	1
43	бы то ни	1	1
44	как это часто	1	1
45	только для того	1	1
46	не то что	1	1
47	в том случае	1	1
48	но с другой	1	1
49	так а не	1	1
50	отношения между ними	1	1
51	для других в	1	1
52	как и в	3	1
53	из виду что	1	1
54	которому она могла	1	1
55	мы тем не	1	1
56	между тем в	1	1
57	на деле не	1	1
58	все же не	1	1
59	никаких следов прежнего	1	1
60	он вовсе не	1	1
61	то что я	1	1
62	она могла бы	1	1
63	а в том	1	1
64	что не только	1	1
65	в человеке и	1	1
66	в этом случае	1	1
67	о том что	7	1
68	в одном из	1	1
69	и в самом	1	1
70	что и в	1	1
71	того как он	1	1
72	но все же	1	1
73	мы знаем что	1	1
74	если бы не	1	1
75	и в этом	2	1
76	т с в	1	1
77	вслед за этим	1	1
78	обратим внимание на	1	1
79	с сопровождающим его	1	1
