N	3gram	Ircho_Kome_1	Myshleni
1	в том что	9	19
2	по отношению к	3	10
3	для того чтобы	1	8
4	с самого начала	1	7
5	к тому что	1	7
6	так же как	1	6
7	в то время	5	6
8	то же самое	2	6
9	в зависимости от	1	5
10	можно было бы	1	5
11	то время как	4	5
12	в самом начале	1	4
13	на то что	2	4
14	как мы видели	1	4
15	до сих пор	2	3
16	в этом отношении	3	3
17	в первую очередь	2	3
18	не в состоянии	2	2
19	состоит в том	1	2
20	в том же	1	2
21	независимо от того	1	2
22	вместе с тем	1	2
23	в этой области	1	2
24	с другой стороны	5	2
25	и в их	1	2
26	именно потому что	2	2
27	совершенно очевидно что	1	2
28	том что в	1	1
29	что иное как	1	1
30	и в конце	1	1
31	в силу этого	1	1
32	последнее слово в	1	1
33	в том числе	1	1
34	в ответ на	1	1
35	того как в	2	1
36	же как и	1	1
37	обстоит дело с	1	1
38	те и другие	1	1
39	друг от друга	1	1
40	может быть объяснена	1	1
41	что он не	1	1
42	в отличие от	1	1
43	становится ясно что	1	1
44	по аналогии с	1	1
45	но он не	1	1
46	даже для решения	1	1
47	в этот период	1	1
48	с этой точки	1	1
49	едва ли не	3	1
50	за собой и	1	1
51	в одном случае	1	1
52	сам по себе	1	1
53	в данном случае	1	1
54	не только в	1	1
55	с одной стороны	3	1
56	на этот раз	1	1
57	и тот же	1	1
58	с достаточной определенностью	1	1
59	в разной мере	1	1
60	потому что они	1	1
61	этой точки зрения	1	1
62	потому что и	1	1
63	по тем же	1	1
64	не что иное	1	1
65	в сущности и	1	1
66	как и в	2	1
67	до конца и	1	1
68	к одному и	1	1
69	у нас в	2	1
70	смысле этого слова	1	1
71	во второй половине	2	1
72	то время когда	1	1
73	которые могут быть	1	1
74	в другом случае	1	1
75	после того как	3	1
76	поэтому мы можем	1	1
77	тем не менее	1	1
78	может быть в	1	1
79	подобно тому как	1	1
80	из того же	1	1
81	в конце концов	4	1
