N	2gram	Medvedev_U_1	Problema
1	то что	7	42
2	то есть	1	33
3	и в	14	32
4	и не	8	31
5	не есть	2	29
6	в этом	7	19
7	не только	10	17
8	в себе	2	15
9	по себе	2	15
10	в виде	1	15
11	а не	10	15
12	но в	3	14
13	у нас	3	14
14	может быть	6	14
15	что мы	2	13
16	в нем	1	13
17	как раз	2	13
18	сказать что	1	13
19	том что	2	12
20	что в	1	12
21	так и	1	12
22	о том	1	11
23	и даже	1	11
24	то же	5	10
25	отнюдь не	1	10
26	в этой	4	10
27	об этом	1	10
28	ничего не	2	10
29	прежде всего	8	10
30	но не	2	9
31	же самое	2	9
32	и это	1	9
33	и что	1	9
34	но и	4	9
35	в данном	1	9
36	что же	1	9
37	в том	2	9
38	в таком	1	9
39	на то	1	8
40	было бы	3	8
41	он и	1	8
42	в своей	3	8
43	данном случае	1	8
44	даже и	2	8
45	не может	7	8
46	но это	2	8
47	сам по	1	7
48	всех этих	2	7
49	и является	2	7
50	никогда не	1	7
51	того что	1	7
52	что он	2	7
53	только в	2	7
54	тем что	2	7
55	все это	5	7
56	и все	1	7
57	и то	3	6
58	самом деле	2	6
59	за пределы	1	6
60	в самом	2	6
61	это не	3	6
62	что такое	4	6
63	в то	3	6
64	таким образом	2	6
65	в виду	1	6
66	в его	2	6
67	этом смысле	2	6
68	то и	1	6
69	в конце	2	6
70	о чем	2	6
71	не существует	1	6
72	в своем	1	5
73	что она	2	5
74	далеко не	1	5
75	с тем	1	5
76	в котором	1	5
77	можно сказать	1	5
78	тем более	1	5
79	в их	4	4
80	мы и	2	4
81	этого термина	2	4
82	литературы и	2	4
83	с которыми	1	4
84	их в	1	4
85	входит в	1	4
86	в отдельности	1	4
87	не в	2	4
88	и искусства	1	4
89	если бы	2	4
90	и только	5	4
91	мы можем	1	4
92	именно как	2	4
93	не было	1	4
94	если не	2	4
95	и для	2	4
96	конце концов	2	4
97	же в	1	4
98	и эстетики	1	3
99	в буквальном	2	3
100	более или	1	3
101	мы получаем	2	3
102	но он	1	3
103	но именно	1	3
104	он не	1	3
105	что все	2	3
106	как и	3	3
107	или менее	1	3
108	в которых	1	3
109	того как	1	3
110	закон и	1	3
111	буквальном смысле	1	3
112	тех или	2	3
113	и делает	1	3
114	для себя	1	3
115	вообще во	1	3
116	для этого	3	3
117	о нем	1	3
118	искусства и	1	3
119	уже не	1	3
120	до сих	2	3
121	с другой	4	3
122	сколько угодно	2	3
123	сих пор	2	3
124	только для	1	3
125	но для	1	3
126	хотя бы	5	3
127	другой стороны	3	3
128	в искусстве	6	3
129	же как	1	2
130	и потому	1	2
131	по его	1	2
132	мы имеем	1	2
133	мы не	2	2
134	в точных	1	2
135	и этого	1	2
136	с его	2	2
137	не то	1	2
138	нет и	1	2
139	в которой	1	2
140	так или	1	2
141	он в	1	2
142	вопроса о	2	2
143	на его	1	2
144	не значит	1	2
145	в понятии	1	2
146	или иных	2	2
147	а это	1	2
148	и с	2	2
149	это было	2	2
150	должно быть	1	2
151	на первый	2	2
152	но если	1	2
153	не как	3	2
154	у пушкина	1	2
155	друг другу	1	2
156	по крайней	2	2
157	что этот	1	2
158	она не	1	2
159	уж тем	1	2
160	больше чем	1	2
161	не о	3	2
162	в области	3	2
163	не могут	2	2
164	могут быть	2	2
165	ничего подобного	1	2
166	является в	2	2
167	смысле и	1	2
168	нас в	2	2
169	между тем	2	2
170	крайней мере	2	2
171	и так	1	2
172	в качестве	1	2
173	одно из	1	2
174	для него	3	2
175	не для	1	2
176	насколько нам	1	2
177	но что	1	2
178	как такового	3	2
179	или иначе	1	2
180	что для	1	2
181	его как	1	2
182	но такое	1	2
183	он будет	1	2
184	поскольку он	1	2
185	по существу	2	2
186	этом случае	1	2
187	этой области	3	2
188	гораздо больше	1	2
189	ее в	1	2
190	художественном произведении	2	1
191	а между	2	1
192	где же	1	1
193	одним из	2	1
194	художественного произведения	2	1
195	которое мы	1	1
196	из самых	1	1
197	сам автор	1	1
198	той же	1	1
199	является наиболее	1	1
200	именно к	1	1
201	но даже	2	1
202	первый план	1	1
203	быть в	1	1
204	нам представляется	2	1
205	бы то	3	1
206	как таковая	1	1
207	но конечно	2	1
208	он может	1	1
209	ничуть не	1	1
210	относится к	1	1
211	в течение	1	1
212	искусства не	1	1
213	первый взгляд	1	1
214	построения и	1	1
215	все же	3	1
216	достаточно ясно	1	1
217	есть ли	1	1
218	не приходится	2	1
219	бы и	2	1
