N	3gram	Losev_Prob_1	Mirosoze
1	не может быть	2	17
2	не было бы	1	5
3	вместе с тем	1	5
4	а не в	1	4
5	с тем что	2	3
6	есть не только	1	3
7	то нет и	1	3
8	это значит что	1	3
9	и в самом	2	3
10	в братьях карамазовых	1	3
11	до сих пор	3	2
12	то время как	1	2
13	не только в	1	2
14	в конце концов	4	2
15	как будто бы	1	2
16	не могут быть	1	2
17	это не значит	1	2
18	а не только	2	2
19	в то время	1	2
20	никогда не может	2	2
21	тем что он	1	2
22	для того чтобы	8	2
23	на том что	2	1
24	что иное как	2	1
25	а не к	1	1
26	есть также и	2	1
27	и это было	1	1
28	а вовсе не	1	1
29	от человека к	1	1
30	в самом деле	2	1
31	не только соответствует	1	1
32	в записках из	1	1
33	если он не	1	1
34	он должен быть	1	1
35	и т п	1	1
36	и это есть	1	1
37	вовсе не так	1	1
38	раскольникова со свидригайловым	1	1
39	он был и	1	1
40	записках из подполья	1	1
41	может быть и	3	1
42	мы говорим что	2	1
43	только с одним	1	1
44	имел в виду	2	1
45	вообще не существует	1	1
46	что в конце	1	1
47	не хочет знать	1	1
48	и не быть	1	1
49	также сказать что	1	1
50	так как они	2	1
51	во всех этих	2	1
52	в жизни так	1	1
53	и ничего не	1	1
54	это-то и есть	1	1
55	несет в себе	1	1
56	во всяком случае	3	1
57	одним из самых	1	1
58	когда мы говорим	2	1
59	тем что в	2	1
60	или лучше сказать	1	1
61	хотя бы даже	1	1
62	и в том	1	1
63	но в конце	1	1
64	даже и в	1	1
65	действительность может быть	1	1
66	есть одно из	1	1
67	к нему и	1	1
68	о том что	5	1
69	есть прежде всего	1	1
70	не значит что	1	1
71	не что иное	2	1
72	можно было бы	2	1
73	в том что	5	1
74	все это не	1	1
75	выходит за пределы	1	1
76	не только от	1	1
