N	3gram	Tiupa_Lite_2	Vladivir
1	в том что	5	10
2	тем не менее	2	9
3	о том что	2	8
4	с точки зрения	3	6
5	вместе с тем	1	6
6	не может быть	7	6
7	что же касается	1	5
8	в конце концов	1	5
9	и то что	1	4
10	том что в	1	3
11	бы то ни	1	3
12	с одной стороны	6	3
13	в то же	9	3
14	в отличие от	1	3
15	как мы видели	1	3
16	но даже и	1	2
17	одной стороны и	1	2
18	для тех кто	1	2
19	в этом отношении	3	2
20	и в то	1	2
21	а с другой	1	2
22	даже и не	1	2
23	в данном случае	3	2
24	имеет ничего общего	1	2
25	с другой стороны	4	2
26	не имеет ничего	1	2
27	в себе и	1	2
28	то же время	9	2
29	еще в году	2	2
30	ничего общего с	1	2
31	к тому что	1	2
32	в сравнении с	2	2
33	однако и в	1	1
34	не столько о	1	1
35	не мог бы	1	1
36	именно так что	1	1
37	как и для	1	1
38	в этом случае	2	1
39	а так как	1	1
40	только то что	1	1
41	то что выше	1	1
42	именно в нем	1	1
43	можно было бы	1	1
44	и даже в	1	1
45	в основе своей	1	1
46	с этой точки	1	1
47	у него нет	1	1
48	и вовсе не	1	1
49	одно и то	2	1
50	теперь сказали бы	1	1
51	при всей своей	2	1
52	то ни было	1	1
53	не говоря уже	2	1
54	в себя и	1	1
55	и то же	2	1
56	нам представляется что	1	1
57	но и не	1	1
58	только и не	1	1
59	такой же как	1	1
60	но и его	1	1
61	него как и	1	1
62	в последнем случае	1	1
63	все то что	1	1
64	с тем чтобы	1	1
65	этой точки зрения	1	1
66	все того же	1	1
67	из всех своих	1	1
68	в этом же	1	1
69	назвать хотя бы	1	1
70	мы не можем	1	1
71	и притом в	1	1
72	имел в виду	1	1
73	сказать и о	1	1
74	речь шла о	1	1
75	не только не	1	1
76	жизни а не	1	1
77	той или иной	1	1
78	в том числе	2	1
79	для него как	1	1
80	тем что в	1	1
81	для того чтобы	1	1
82	тех кто не	1	1
83	в себе не	1	1
84	то же самое	1	1
85	на наш взгляд	3	1
