N	2gram	Voloshinov_1	VLabPisa
1	таким образом	7	27
2	в этом	10	26
3	и в	38	25
4	не только	27	22
5	может быть	13	21
6	хотя бы	18	20
7	и не	14	19
8	художественного творчества	5	18
9	не может	12	17
10	в его	6	15
11	в процессе	6	14
12	этом отношении	2	13
13	в том	2	13
14	прежде всего	21	13
15	в частности	3	12
16	как это	5	12
17	все это	4	12
18	в силу	1	11
19	с другой	1	11
20	из них	3	11
21	в художественном	1	10
22	в качестве	4	10
23	не могут	1	10
24	о том	4	10
25	то же	14	9
26	что в	1	9
27	об этом	3	9
28	для него	3	9
29	но и	13	9
30	к этому	2	9
31	в своем	1	8
32	ни один	2	8
33	все эти	2	8
34	другой стороны	1	8
35	во всех	6	7
36	из этих	1	7
37	было бы	7	7
38	как и	10	7
39	том что	3	7
40	в конечном	1	7
41	творчества в	1	7
42	произведения и	1	7
43	не было	2	7
44	а не	6	7
45	вместе с	5	7
46	же в	1	7
47	художественного произведения	1	6
48	это и	1	6
49	в зависимости	5	6
50	более или	1	6
51	в себе	9	6
52	в нем	4	6
53	главным образом	3	6
54	это не	3	6
55	или менее	1	6
56	их в	3	6
57	том же	1	6
58	и его	7	6
59	в то	9	6
60	художественное творчество	3	6
61	так и	6	6
62	между тем	3	6
63	бы и	2	6
64	у него	1	6
65	в основном	1	6
66	то что	8	6
67	одним из	1	5
68	и есть	1	5
69	в их	1	5
70	зависимости от	5	5
71	конечном счете	1	5
72	очевидно что	2	5
73	как говорит	1	5
74	все же	7	5
75	и при	2	5
76	не в	6	5
77	тому что	5	5
78	же время	7	5
79	связи с	3	5
80	один из	4	5
81	действующих лиц	1	5
82	он говорит	1	5
83	как бы	28	5
84	не является	5	5
85	в результате	1	5
86	сказать что	3	5
87	только в	6	5
88	с его	7	4
89	в этой	6	4
90	перед нами	3	4
91	когда он	1	4
92	в самом	4	4
93	в целом	4	4
94	одна из	1	4
95	никогда не	7	4
96	к тому	4	4
97	для его	1	4
98	утверждать что	1	4
99	должен быть	2	4
100	в ее	3	4
101	это только	1	4
102	можно сказать	4	4
103	с ними	1	4
104	что он	2	4
105	в нашей	1	4
106	в одном	3	4
107	как раз	1	4
108	в связи	2	4
109	художественное произведение	1	4
110	в романе	1	4
111	равно как	2	4
112	в своей	2	4
113	например в	1	3
114	человека и	1	3
115	в котором	3	3
116	его не	2	3
117	и художника	1	3
118	и он	2	3
119	в которых	2	3
120	видели что	3	3
121	но как	2	3
122	нет и	3	3
123	с этим	2	3
124	и как	9	3
125	и к	4	3
126	и художественного	1	3
127	в противоположность	1	3
128	что без	1	3
129	всех этих	1	3
130	говорить не	1	3
131	его в	4	3
132	с тем	8	3
133	в слове	3	3
134	мы видели	5	3
135	точки зрения	10	3
136	это мы	1	3
137	у нас	4	3
138	она не	1	3
139	с работой	1	3
140	в виду	3	3
141	никак не	1	3
142	в значительной	2	3
143	что и	3	3
144	вслед за	1	3
145	того что	4	3
146	этот вопрос	2	3
147	является не	1	3
148	разума и	1	3
149	и их	5	3
150	даже и	2	3
151	из приведенных	1	3
152	в конце	6	3
153	именно в	1	3
154	деятельности человека	2	3
155	так же	4	3
156	при всем	2	3
157	и от	7	3
158	или в	2	3
159	бы в	5	3
160	действительной жизни	2	3
161	жизни и	3	3
162	смысле слова	1	2
163	также что	1	2
164	также и	2	2
165	чтобы не	1	2
166	он может	1	2
167	и этот	1	2
168	мы имеем	2	2
169	же как	1	2
170	с более	1	2
171	в которой	7	2
172	на эти	2	2
173	с чрезвычайной	2	2
174	говорить о	1	2
175	всего сказанного	1	2
176	но даже	2	2
177	так называемые	4	2
178	в ней	8	2
179	еще не	3	2
180	что его	1	2
181	в чем	1	2
