N	3gram	Losev_Prob_1	Formalny
1	с точки зрения	3	14
2	не может быть	2	14
3	на самом деле	4	12
4	в то же	4	7
5	во всяком случае	3	6
6	и т д	10	6
7	и т п	1	5
8	с другой стороны	3	5
9	как его понимают	1	5
10	а вовсе не	1	4
11	в самом деле	2	4
12	подобно тому как	2	4
13	в данном случае	8	4
14	в связи с	4	4
15	бы то ни	1	4
16	для того чтобы	8	4
17	а не в	1	3
18	то же самое	9	3
19	в этом отношении	1	3
20	вместе с тем	1	3
21	в том что	5	3
22	раз и навсегда	1	3
23	вовсе не является	3	3
24	ровно ничего не	1	2
25	но уже в	2	2
26	так же и	3	2
27	одним и тем	1	2
28	в этом смысле	6	2
29	о том как	2	2
30	самом же деле	1	2
31	то или иное	1	2
32	и в то	1	2
33	до известной степени	1	2
34	сами по себе	3	2
35	мы без труда	1	2
36	на самом же	1	2
37	нечто совсем другое	1	2
38	и тем же	1	2
39	только то что	4	2
40	дело в том	3	2
41	так и в	1	2
42	точки зрения самого	1	2
43	не только не	3	2
44	к тому что	1	2
45	тем не менее	18	2
46	в конце концов	4	2
47	как мы видели	1	2
48	и того же	2	1
49	а потому что	1	1
50	не выходит за	1	1
51	хотя и не	2	1
52	сводится к тому	1	1
53	что же такое	1	1
54	иметь в виду	3	1
55	вовсе не есть	6	1
56	ни к каким	1	1
57	при всем этом	1	1
58	в настоящее время	3	1
59	в действительности с	1	1
60	он существует не	1	1
61	в том же	1	1
62	можем и не	1	1
63	в этом случае	2	1
64	что же касается	3	1
65	том что это	1	1
66	оно ни было	1	1
67	на первый план	1	1
68	конце концов мы	1	1
69	в других областях	1	1
70	а следовательно и	1	1
71	тот или иной	1	1
72	самом деле что	1	1
73	это не просто	1	1
74	сам по себе	7	1
75	в определенном месте	1	1
76	друг на друга	1	1
77	но для этого	1	1
78	с тем что	2	1
79	и в литературе	1	1
80	не являются только	2	1
81	ту или другую	1	1
82	однако в дальнейшем	1	1
83	только тем что	1	1
84	именно в этом	2	1
85	до сих пор	3	1
86	и тем не	8	1
87	и от всего	1	1
88	так как он	2	1
89	и в других	3	1
90	так или иначе	2	1
91	в процессе своего	1	1
92	в это время	1	1
93	но в таком	4	1
94	если же мы	1	1
95	и что в	2	1
96	так же как	2	1
97	не потому что	2	1
98	не только в	1	1
99	только в этом	1	1
100	оно не только	1	1
101	та или другая	1	1
102	в жизни так	1	1
103	никогда не может	2	1
104	художественное произведение в	1	1
105	это не значит	1	1
106	бы оно ни	1	1
107	тоже не может	1	1
108	до настоящего времени	1	1
109	в таком случае	6	1
110	а не только	2	1
111	вовсе не являются	4	1
112	в его целом	1	1
113	самое и в	1	1
114	никогда не является	1	1
115	о том что	5	1
116	того или иного	2	1
117	определить как его	1	1
118	ни в каком	3	1
119	мы можем сказать	1	1
120	в этом же	1	1
121	может и не	1	1
122	и притом в	1	1
123	можно было бы	2	1
124	действительности и жизни	1	1
125	никак не должны	1	1
126	и в самом	2	1
127	но отнюдь не	3	1
128	выходит за пределы	1	1
129	и в искусстве	2	1
130	той или иной	4	1
131	можно сказать что	3	1
132	у нас в	1	1
133	его вовсе не	1	1
134	однако отнюдь не	1	1
135	на то что	8	1
136	одного и того	2	1
137	в этих случаях	2	1
138	что в процессе	1	1
139	его от всех	1	1
140	а часто и	2	1
141	мы уже указывали	1	1
142	тех или иных	2	1
143	сама по себе	4	1
144	и в том	1	1
145	случае не может	2	1
146	как и в	1	1
147	есть одно из	1	1
148	же самое и	1	1
149	в отдельности и	1	1
150	мы еще не	1	1
151	и только в	1	1
