N	2gram	Bakhtin_fo_2	VeschiIm
1	не может	2	33
2	не только	11	31
3	может быть	7	29
4	и не	9	28
5	и в	46	26
6	вещи и	2	24
7	то что	7	24
8	и есть	2	23
9	значит что	2	22
10	это значит	3	22
11	и т	14	21
12	т д	3	20
13	а не	4	20
14	и следовательно	1	15
15	в смысле	5	15
16	только в	11	14
17	по себе	2	13
18	и что	1	13
19	того что	3	13
20	и то	1	12
21	есть не	1	12
22	все же	6	12
23	в себя	2	12
24	было бы	2	12
25	и ее	1	12
26	но и	9	12
27	сказать что	1	12
28	таким образом	3	11
29	с нею	1	11
30	и больше	1	10
31	то же	8	10
32	есть нечто	1	10
33	в ней	1	10
34	не значит	1	10
35	как бы	10	10
36	потому что	8	10
37	уже не	3	10
38	в самом	1	9
39	и с	6	9
40	вещей и	7	9
41	в том	10	9
42	что не	1	9
43	еще и	1	9
44	прежде всего	14	9
45	с ее	1	8
46	в себе	4	8
47	смысл и	1	8
48	и это	2	8
49	себя и	3	8
50	но это	2	8
51	также и	4	7
52	говорить о	2	7
53	в этом	22	7
54	его в	6	7
55	том что	4	7
56	в то	5	7
57	себя в	1	7
58	и их	4	7
59	так как	6	7
60	и пр	2	7
61	смысла и	2	7
62	совершенно не	1	7
63	есть и	4	7
64	что они	4	6
65	и как	3	6
66	но в	10	6
67	бы и	1	6
68	это есть	1	6
69	одно и	1	6
70	точки зрения	10	6
71	с ним	4	6
72	она не	2	6
73	должно быть	5	6
74	и только	2	6
75	так что	4	6
76	ни с	1	6
77	для него	3	6
78	но что	1	6
79	когда мы	1	6
80	быть только	1	6
81	в результате	1	6
82	жизни и	8	6
83	что в	5	6
84	того же	3	5
85	это и	1	5
86	и до	2	5
87	в сущности	2	5
88	в чем	1	5
89	но не	5	5
90	отнюдь не	4	5
91	должна быть	1	5
92	же это	1	5
93	вообще не	1	5
94	что тут	1	5
95	это не	2	5
96	с тем	2	5
97	не в	9	5
98	в отношении	2	5
99	одна из	1	5
100	у нас	2	5
101	для себя	1	5
102	свою очередь	1	5
103	в ее	1	5
104	должны быть	1	5
105	если бы	1	5
106	еще не	6	5
107	с этой	4	5
108	и для	9	5
109	из себя	1	5
110	а в	3	5
111	в свою	1	5
112	явления и	2	4
113	мы не	1	4
114	и явления	1	4
115	в их	3	4
116	вещь в	2	4
117	во всех	11	4
118	точка зрения	3	4
119	для всякого	1	4
120	нет и	3	4
121	его на	1	4
122	с этим	5	4
123	в своем	5	4
124	однако не	1	4
125	с чем	1	4
126	как и	8	4
127	вещи в	1	4
128	с точки	8	4
129	и более	2	4
130	что есть	1	4
131	слово и	1	4
132	же время	4	4
133	должен быть	1	4
134	и о	2	4
135	о том	4	4
136	с другой	2	4
137	что и	3	4
138	быть и	2	4
139	то и	1	4
140	из них	8	4
141	это значило	1	4
142	бытия и	1	4
143	тем что	3	4
144	со всем	1	4
145	и даже	3	4
146	когда я	1	4
147	и потому	2	4
148	в данном	2	4
149	в отдельности	1	4
150	как только	1	4
151	с полной	1	4
152	и все	6	4
153	от ее	1	4
154	требует чтобы	1	4
155	между ними	2	4
156	оно не	1	4
157	себя как	1	3
158	самом деле	1	3
159	отношения к	4	3
160	мы имеем	2	3
161	вещами и	3	3
162	вопрос о	1	3
163	из того	1	3
164	момент в	1	3
165	явлений и	2	3
166	ее как	1	3
167	в нем	5	3
168	по самому	1	3
169	перестает быть	2	3
170	на этом	2	3
171	было в	1	3
172	реальности и	1	3
173	несмотря на	1	3
174	и тогда	1	3
175	нисколько не	1	3
176	в своей	1	3
177	все это	6	3
178	их в	4	3
179	между прочим	1	3
180	как можно	3	3
181	и притом	1	3
182	в основе	6	3
183	того чтобы	8	3
184	или как	1	3
185	в философии	1	3
186	к себе	4	3
187	к тому	3	3
188	и самое	4	3
189	без всякого	2	3
190	и сам	1	3
191	так и	7	3
192	и вообще	1	3
193	можно сказать	2	3
194	но когда	1	3
195	один из	2	3
196	мы видим	2	3
197	тот же	3	3
198	что он	3	3
199	но как	1	3
200	а это	1	3
201	в одном	7	3
202	отношение к	3	3
203	никогда не	6	3
204	вместе с	9	3
205	в той	2	3
206	есть как	1	3
207	да и	1	3
208	бы в	1	3
209	и ни	1	3
210	тем более	3	3
211	это учение	1	3
212	не быть	2	3
213	же самой	1	3
214	с самим	1	3
215	можно говорить	1	2
216	от этого	2	2
217	как это	2	2
218	тем же	2	2
219	ту же	2	2
220	поэтому и	1	2
221	мы уже	9	2
222	себя же	1	2
223	как мы	6	2
224	во внутреннем	1	2
225	человека и	4	2
226	бы ни	1	2
227	и самой	1	2
228	конечно и	1	2
229	мы будем	3	2
230	себе и	1	2
231	наряду с	2	2
232	как в	4	2
233	когда он	1	2
234	на нас	3	2
235	что на	3	2
236	то в	2	2
237	образом и	1	2
238	выражение в	1	2
239	остановиться на	1	2
240	только один	2	2
241	он не	5	2
242	для того	8	2
243	и вот	2	2
244	но все	1	2
245	а затем	3	2
246	об этом	1	2
247	то есть	10	2
248	на этой	1	2
249	и тем	1	2
250	ни в	1	2
251	все равно	1	2
252	и уже	1	2
253	реальность и	1	2
254	не мог	2	2
255	жизнь и	3	2
256	где она	1	2
257	и эти	1	2
258	тому что	1	2
259	бы на	1	2
260	или что	1	2
261	с которой	1	2
262	что ему	1	2
263	дело в	1	2
264	и сама	1	2
265	на него	1	2
266	но только	1	2
267	чем не	2	2
268	в разных	1	2
269	в самой	2	2
270	как она	1	2
271	и его	12	2
272	это уже	1	2
273	и явлений	6	2
274	для такого	1	2
275	если же	1	2
276	данном случае	1	2
277	самим собою	2	2
278	говорили что	1	2
279	это для	1	2
280	с собой	1	2
281	том как	3	2
282	находится в	2	2
283	в виду	3	2
284	но к	1	2
285	и та	2	2
286	никак не	1	2
287	может не	1	2
288	и во	6	2
289	это было	1	2
290	еще более	4	2
291	в качестве	3	2
292	как нечто	1	2
293	и они	3	2
294	мы можем	1	2
295	о которых	1	2
296	в особенности	6	2
297	на ее	1	2
298	них и	1	2
299	ничем не	1	2
300	а так	1	2
301	о чем	3	2
302	как действительно	1	2
303	если не	2	2
304	в частности	5	2
305	как вещь	1	2
306	а потом	2	2
307	кроме того	3	2
308	жизни в	4	2
309	состоит из	1	2
310	от всех	1	2
