N	3gram	Tiupa_Lite_3	Vladivir
1	в том что	4	10
2	тем не менее	1	9
3	о том что	4	8
4	с точки зрения	3	6
5	вместе с тем	1	6
6	не может быть	3	6
7	более или менее	1	5
8	к тому же	5	5
9	и то что	1	4
10	содержит в себе	1	4
11	только в том	1	3
12	хотя бы и	1	3
13	бы то ни	2	3
14	то что в	1	3
15	с одной стороны	4	3
16	в то же	7	3
17	в отличие от	5	3
18	что несмотря на	1	2
19	одной стороны и	2	2
20	оно должно быть	1	2
21	в этом отношении	5	2
22	в данном случае	4	2
23	и еще раз	1	2
24	так или иначе	2	2
25	в связи с	1	2
26	а не только	1	2
27	с другой стороны	2	2
28	и в том	1	2
29	в себе и	1	2
30	то же время	7	2
31	и вместе с	2	2
32	еще в году	1	2
33	ничего общего с	1	2
34	в те годы	1	2
35	на то что	2	2
36	к тому что	1	2
37	еще и еще	1	2
38	но еще и	1	2
39	говоря уже об	1	1
40	что иное как	1	1
41	на вопрос что	1	1
42	что он один	1	1
43	и не только	1	1
44	о том как	1	1
45	может и не	1	1
46	но так или	1	1
47	сама по себе	1	1
48	у него не	1	1
49	в первую очередь	1	1
50	в другом и	1	1
51	с тех пор	1	1
52	с этой точки	1	1
53	и тем не	1	1
54	вопрос о том	1	1
55	не только в	2	1
56	то ни было	2	1
57	не говоря уже	4	1
58	как будто бы	1	1
59	и потому не	1	1
60	но и не	2	1
61	а не просто	1	1
62	потому не может	1	1
63	а именно то	1	1
64	этой точки зрения	1	1
65	но уже в	1	1
66	не впадая в	1	1
67	начинается с того	1	1
68	означает не что	1	1
69	сказать и о	1	1
70	это и есть	1	1
71	не только не	1	1
72	в самом деле	2	1
73	той или иной	2	1
74	мы уже не	1	1
75	именно то что	1	1
76	в том числе	3	1
77	не что иное	1	1
78	для того чтобы	1	1
79	то же самое	2	1
80	на наш взгляд	1	1
81	и для всего	1	1
