N	3gram	Voloshinov_2	Hudozhes
1	о том что	3	9
2	то же время	8	8
3	по отношению к	8	8
4	в то же	8	8
5	в том что	6	6
6	в самом деле	5	4
7	к тому что	3	4
8	с точки зрения	13	3
9	в этом отношении	1	3
10	но в то	5	3
11	в связи с	7	3
12	в следующей главе	2	3
13	тем не менее	1	3
14	как и в	1	3
15	в русской литературе	1	3
16	того или иного	2	2
17	мы уже знаем	2	2
18	в первую очередь	1	2
19	до сих пор	3	2
20	не только в	1	2
21	в значительной степени	2	2
22	так или иначе	1	2
23	так и от	2	2
24	не может быть	10	2
25	и это не	1	2
26	в конечном счете	1	2
27	на то что	2	2
28	на том что	1	1
29	прежде всего на	1	1
30	те связи которые	1	1
31	которых может быть	1	1
32	не знает ни	2	1
33	это одно из	1	1
34	на самом деле	4	1
35	том что он	2	1
36	то же самое	5	1
37	точки зрения в	1	1
38	одной стороны и	2	1
39	гораздо большей степени	1	1
40	не имеют никакого	1	1
41	для себя и	1	1
42	в таком случае	3	1
43	с самого начала	5	1
44	до известной степени	1	1
45	для него в	1	1
46	сами по себе	1	1
47	более или менее	2	1
48	при этом мы	1	1
49	что все эти	1	1
50	на самом же	3	1
51	в отличие от	3	1
52	в гораздо большей	1	1
53	несмотря на то	1	1
54	как он относится	1	1
55	его внутренний мир	1	1
56	и на тех	1	1
57	в узком смысле	2	1
58	время это и	1	1
59	в противоречие с	1	1
60	же время это	1	1
61	не сводится к	1	1
62	в высшей степени	3	1
63	так и в	1	1
64	в равной степени	1	1
65	приводит к тому	1	1
66	мы уже говорили	1	1
67	как впрочем и	1	1
68	во всяком случае	2	1
69	он не знает	1	1
70	самом же деле	3	1
71	уверенность в себе	1	1
72	речь идет об	1	1
73	по себе а	1	1
74	лишь в определенном	1	1
75	в свою очередь	5	1
76	речь в данном	1	1
77	с тем что	1	1
78	является для него	2	1
79	но в этом	1	1
80	но все же	1	1
81	друг от друга	1	1
82	и другой тип	1	1
83	имеют никакого отношения	1	1
84	с одной стороны	3	1
85	друг с другом	1	1
