N	2gram	Tiupa_Vved_1	FransuaR
1	и в	13	41
2	то есть	8	24
3	и т.п	9	19
4	во всех	2	17
5	таким образом	4	17
6	в нем	5	16
7	и с	2	16
8	и его	5	13
9	но и	19	13
10	в этом	21	12
11	как мы	3	12
12	все эти	1	11
13	все это	1	11
14	в самом	2	10
15	не только	20	10
16	и др	1	10
17	прежде всего	7	10
18	то что	6	10
19	и на	3	9
20	во время	1	9
21	границы между	2	9
22	о том	5	9
23	и все	4	9
24	в сущности	1	8
25	но в	6	8
26	в этой	1	8
27	никогда не	4	8
28	и до	1	7
29	в них	2	7
30	как и	11	7
31	том что	7	7
32	в его	4	7
33	вовсе не	1	7
34	у него	1	7
35	в особенности	1	7
36	как бы	4	7
37	что в	3	7
38	также и	4	6
39	например в	2	6
40	в то	4	6
41	один из	3	6
42	мы видим	1	6
43	с помощью	1	6
44	вместе с	1	6
45	в следующей	1	6
46	или в	1	6
47	сказать что	1	6
48	что он	1	6
49	подчеркнуть что	5	5
50	и он	1	5
51	в ее	1	5
52	в своем	5	5
53	что это	1	5
54	в себе	5	5
55	то же	5	5
56	той же	1	5
57	еще в	2	5
58	но он	1	5
59	во всем	1	5
60	тем что	2	5
61	все то	1	5
62	так и	8	5
63	и что	1	5
64	а также	8	5
65	же время	3	5
66	в литературе	2	5
67	из них	1	5
68	в одном	1	5
69	во франции	1	5
70	так же	1	5
71	в той	4	5
72	одним из	5	4
73	того же	1	4
74	самом деле	3	4
75	в ней	4	4
76	как в	4	4
77	и наконец	2	4
78	та же	1	4
79	не в	6	4
80	даже в	1	4
81	но они	2	4
82	в основе	3	4
83	того чтобы	1	4
84	все же	6	4
85	нового времени	3	4
86	у нас	1	4
87	роль в	1	4
88	с ним	3	4
89	тот же	1	4
90	всех его	1	4
91	с одной	5	4
92	уже в	1	4
93	в результате	3	4
94	в котором	8	4
95	и даже	1	4
96	с другой	5	4
97	одной стороны	5	4
98	большей или	1	4
99	и от	2	4
100	о котором	2	4
101	а в	6	4
102	не может	7	4
103	из этого	1	4
104	все что	3	4
105	вместо того	2	3
106	существенное значение	1	3
107	т.п но	1	3
108	он сам	1	3
109	как у	1	3
110	образов но	2	3
111	в одной	2	3
112	перед нами	6	3
113	в первом	2	3
114	при этом	26	3
115	и сам	1	3
116	людей и	1	3
117	с другими	1	3
118	было бы	4	3
119	на первый	1	3
120	и их	1	3
121	втором случае	1	3
122	потому что	5	3
123	только с	1	3
124	этом отношении	4	3
125	в духе	1	3
126	есть только	1	3
127	миром и	1	3
128	котором мы	1	3
129	те же	2	3
130	никак не	2	3
131	к нему	1	3
132	во втором	2	3
133	существенную роль	1	3
134	в него	1	3
135	того что	6	3
136	мы увидим	1	3
137	только в	6	3
138	поэтому и	1	3
139	в начале	3	3
140	есть в	2	3
141	в целях	1	3
142	или меньшей	1	3
143	что не	1	3
144	связано с	3	3
145	но оно	1	3
146	и особенно	1	3
147	в данном	13	3
148	в первой	1	3
149	и не	12	3
150	но это	3	3
151	истории но	1	3
152	не мог	1	3
153	и для	3	3
154	в третьем	1	3
155	между ними	1	3
156	первом случае	1	3
157	жизни и	7	3
158	в искусстве	1	3
159	они не	1	3
160	как известно	1	2
161	тех же	1	2
162	должна быть	2	2
163	было и	1	2
164	мы не	4	2
165	говорить о	2	2
166	из того	1	2
167	начало и	2	2
168	природы и	1	2
169	из земли	1	2
170	но не	5	2
171	то он	2	2
172	дело обстоит	1	2
173	в новом	1	2
174	в наиболее	2	2
175	что они	1	2
176	в истории	1	2
177	в центре	2	2
178	точки зрения	1	2
179	стороны и	1	2
180	хотя и	7	2
181	третьем случае	1	2
182	он в	1	2
183	и тот	1	2
184	как он	2	2
185	так сказать	2	2
186	на его	1	2
187	он не	3	2
188	всех этих	1	2
189	в корне	1	2
190	на этом	1	2
191	что все	1	2
192	значение в	1	2
193	лишь в	2	2
194	второй половины	1	2
195	он является	2	2
196	и само	1	2
197	мы видели	2	2
198	одного и	1	2
199	и конец	2	2
200	из этих	3	2
201	но если	1	2
202	в своей	5	2
203	ведущая роль	1	2
204	их в	2	2
205	как о	2	2
206	у кого	1	2
207	находятся в	1	2
208	так что	1	2
209	как она	1	2
210	связи с	1	2
211	это уже	1	2
212	превращается в	1	2
213	т.п и	1	2
214	к себе	1	2
215	мы узнаем	1	2
216	в области	3	2
217	должен быть	1	2
218	данном случае	6	2
219	характер и	1	2
220	времени и	7	2
221	в романе	6	2
222	внимание на	3	2
223	в значительной	1	2
224	между тем	1	2
225	кажется что	1	2
226	а именно	1	2
227	но с	1	2
228	на сцену	1	2
229	они могут	1	2
230	себя в	1	2
231	себе в	1	2
232	и прежде	1	2
233	в конце	1	2
234	как его	2	2
235	каждый из	1	2
236	может быть	18	2
237	как раз	2	2
238	в форме	1	2
239	степени в	1	2
240	и едва	1	2
241	а на	2	2
242	если мы	1	2
243	до конца	3	2
244	которых мы	1	2
245	не на	1	2
246	а не	15	2
247	мира в	8	2
248	в частности	13	2
249	начиная с	3	2
250	и потому	1	2
251	как это	1	2
252	что мы	2	2
253	в пределе	1	2
254	мира и	2	2
255	для нас	2	2
256	бы в	3	2
257	в этих	3	2
258	еще более	1	2
259	для его	1	2
260	в том	10	2
261	все они	2	2
262	и у	1	2
263	это все	1	2
264	другой стороны	2	2
265	из четырех	1	2
266	пространства в	1	2
267	в сфере	1	1
268	и через	1	1
269	на самом	4	1
270	он может	1	1
271	оказываются в	1	1
272	то в	1	1
273	тем же	1	1
274	между двумя	3	1
275	в зависимости	1	1
276	в их	1	1
277	в несколько	1	1
278	полагает что	1	1
279	время еще	1	1
280	обновления и	1	1
281	на первом	1	1
282	гуманитарных наук	1	1
283	нам в	1	1
284	в литературном	1	1
285	он как	1	1
286	весь вечер	1	1
287	принадлежит к	3	1
288	не вполне	3	1
289	в последующих	1	1
290	жизни как	1	1
291	после первого	1	1
292	зависимости от	1	1
293	события здесь	1	1
294	столько же	1	1
295	еще не	7	1
296	между собой	2	1
297	далее в	1	1
298	на их	1	1
299	и мира	3	1
300	бы не	2	1
301	появляется и	1	1
302	к слову	1	1
303	по отношению	7	1
304	отношение к	2	1
305	один и	1	1
306	материалом для	1	1
307	что к	1	1
308	катастрофы в	1	1
309	и нет	1	1
310	в приведенном	2	1
311	и к	2	1
312	в ожидании	1	1
313	более или	2	1
314	в этот	2	1
315	времени с	1	1
316	о самом	1	1
317	со своей	1	1
