N	2gram	Losev_Dial_3	Vvedenie
1	и т	24	42
2	т д	23	36
3	т е	48	35
4	и в	24	32
5	в том	5	31
6	в этом	8	30
7	том что	8	26
8	может быть	13	26
9	не только	23	22
10	для того	3	21
11	таким образом	13	19
12	также и	2	18
13	то что	14	16
14	потому что	7	15
15	так как	6	15
16	не может	19	14
17	в самом	7	13
18	в нем	3	13
19	о том	6	13
20	со стороны	2	13
21	в их	2	12
22	в общем	1	12
23	в его	2	12
24	того что	12	12
25	только в	5	12
26	и не	27	12
27	как на	5	12
28	как мы	2	11
29	в ее	1	11
30	ясно что	7	11
31	в данном	2	11
32	что такое	21	11
33	что в	7	10
34	то же	6	9
35	в истории	4	9
36	и как	8	9
37	но в	2	9
38	по себе	20	9
39	как об	1	9
40	а только	1	8
41	это не	4	8
42	не в	3	8
43	тем не	10	8
44	не менее	11	8
45	с другой	4	8
46	именно в	2	8
47	самом деле	6	7
48	вопрос о	5	7
49	но не	2	7
50	все же	3	7
51	было бы	5	7
52	точки зрения	25	7
53	уже и	3	7
54	в применении	1	7
55	как нечто	1	7
56	прежде всего	8	7
57	о котором	1	7
58	только как	5	7
59	и это	4	6
60	что история	2	6
61	из этих	2	6
62	его в	1	6
63	как и	7	6
64	представить себе	1	6
65	к истории	2	6
66	вовсе не	13	6
67	в то	5	6
68	в качестве	1	6
69	же время	3	6
70	тем что	3	6
71	не могут	4	6
72	о природе	1	6
73	этот вопрос	1	6
74	и его	5	6
75	и даже	13	6
76	до сих	1	6
77	но и	9	6
78	а именно	2	6
79	применении к	1	6
80	сих пор	1	6
81	все это	6	6
82	и историей	1	6
83	хотя бы	4	6
84	мере в	3	5
85	а как	1	5
86	иное как	6	5
87	или вообще	1	5
88	приходим к	1	5
89	об этом	6	5
90	на почве	1	5
91	и тем	2	5
92	данном случае	1	5
93	в них	5	5
94	но если	6	5
95	сказать что	4	5
96	могут быть	2	5
97	как например	2	5
98	так что	8	5
99	не есть	54	5
100	что не	5	5
101	а не	26	5
102	по своему	1	5
103	она есть	10	5
104	в течение	1	5
105	как бы	3	5
106	другой стороны	2	5
107	есть и	12	5
108	вместе с	1	5
109	и то	4	4
110	как это	5	4
111	в чисто	2	4
112	в первом	2	4
113	той же	3	4
114	мы имеем	1	4
115	науки и	1	4
116	что иное	6	4
117	не просто	18	4
118	независимо от	1	4
119	от этого	1	4
120	уже не	5	4
121	так или	2	4
122	в себе	2	4
123	но ведь	1	4
124	истории и	4	4
125	в котором	1	4
126	по крайней	5	4
127	как о	4	4
128	не имеет	11	4
129	на вопрос	1	4
130	внимание на	1	4
131	и что	15	4
132	крайней мере	5	4
133	еще не	2	4
134	что он	13	4
135	и ее	3	4
136	с одной	3	4
137	этого понятия	1	4
138	в виде	8	4
139	одно из	5	4
140	всяком случае	2	4
141	само по	5	4
142	как раз	7	4
143	этом отношении	1	4
144	даже и	7	4
145	науки в	1	4
146	в особенности	7	4
147	одной стороны	3	4
148	и обратно	1	4
149	или иначе	2	4
150	еще и	2	4
151	е в	4	4
152	о чем	1	4
153	с этой	5	4
154	и для	2	4
155	особого рода	3	4
156	только что	4	4
157	а в	2	4
158	не что	6	4
159	во всяком	2	4
160	и есть	16	3
161	что уже	1	3
162	в сущности	10	3
163	так чтобы	2	3
164	говорить о	4	3
165	не вполне	2	3
166	то это	9	3
167	в виду	7	3
168	и этого	1	3
169	и на	3	3
170	в чем	4	3
171	сама по	4	3
172	стороны и	1	3
173	однако не	2	3
174	хотя и	5	3
175	с понятием	1	3
176	и к	5	3
177	бы и	1	3
178	что это	12	3
179	все эти	3	3
180	что она	9	3
181	при этом	2	3
182	если бы	6	3
183	не как	1	3
184	вообще не	2	3
185	на этом	2	3
186	и уже	2	3
187	чем в	1	3
188	как целое	3	3
189	нисколько не	1	3
190	в этих	1	3
191	от себя	4	3
192	и вот	2	3
193	есть еще	3	3
194	тогда когда	5	3
