N	3gram	Berdyaev_M_2	Dialekti
1	с точки зрения	1	8
2	сама по себе	1	7
3	не есть ни	1	6
4	не потому что	1	6
5	в том что	2	6
6	потому что она	3	5
7	и та же	2	4
8	одна и та	2	4
9	о том что	2	4
10	только тогда когда	1	4
11	что иное как	3	3
12	так как будто	1	3
13	может быть и	2	3
14	т е в	2	3
15	сам по себе	1	3
16	не что иное	3	3
17	хотя бы это	1	3
18	не может быть	8	3
19	таково же и	1	3
20	потому что он	2	2
21	сомневаться в том	1	2
22	до сих пор	3	2
23	не есть религия	1	2
24	как и все	1	2
25	что это за	1	2
26	чтобы не было	1	2
27	и должно быть	1	2
28	есть не что	3	2
29	от того что	3	2
30	та или иная	1	2
31	есть та или	1	2
32	но это не	2	2
33	в нем и	1	2
34	том что в	1	1
35	что она не	2	1
36	я никогда не	2	1
37	на самом деле	1	1
38	подобно тому как	2	1
39	ли сказать что	1	1
40	есть по преимуществу	2	1
41	же как и	3	1
42	можно ли сказать	1	1
43	никогда не будет	1	1
44	и во многих	1	1
45	то в чем	1	1
46	но и в	1	1
47	в каждом человеке	2	1
48	в себе и	1	1
49	в этом отношении	1	1
50	не могу не	1	1
51	есть и в	1	1
52	образу и подобию	1	1
53	перед лицом вечности	1	1
54	со всеми его	1	1
55	бы и не	1	1
56	так же как	3	1
57	но и это	1	1
58	никогда не есть	1	1
59	он не знал	1	1
60	в конце концов	1	1
61	и в этом	3	1
62	и в себе	1	1
63	и в этой	1	1
64	ни на что	1	1
65	все равно что	2	1
66	есть не только	1	1
67	я не могу	1	1
68	на что не	1	1
69	а не только	1	1
70	по сравнению с	1	1
71	на природу на	1	1
72	по образу и	1	1
73	это и есть	3	1
74	и отличается от	1	1
75	и не могу	1	1
76	что и в	4	1
77	той или иной	1	1
78	том что все	1	1
79	на мир на	1	1
80	есть прежде всего	5	1
81	в братьях карамазовых	2	1
82	к тому что	3	1
83	и в нем	1	1
84	том что он	1	1
85	в конце времен	1	1
86	она не может	1	1
87	во всех своих	1	1
