N	2gram	Tiupa_Hudo_1	Myshleni
1	в том	18	33
2	том что	8	27
3	точки зрения	10	26
4	то что	4	20
5	в этом	11	19
6	с точки	3	18
7	того что	4	17
8	мышления и	1	16
9	не только	16	15
10	и в	19	15
11	речи и	3	15
12	таким образом	3	14
13	что в	6	14
14	того чтобы	2	12
15	и т.д	3	12
16	что он	3	12
17	в самом	5	11
18	в целом	3	10
19	было бы	1	10
20	для того	2	10
21	но и	10	10
22	в сущности	1	9
23	в своем	2	9
24	о том	2	9
25	связи с	1	9
26	может быть	14	9
27	не может	7	9
28	не является	4	9
29	заключается в	2	8
30	не в	7	8
31	никогда не	2	8
32	казалось бы	1	8
33	так и	11	8
34	если бы	3	8
35	и что	3	8
36	к действительности	3	8
37	едва ли	1	7
38	на основе	2	7
39	он не	4	7
40	по себе	2	7
41	к тому	4	7
42	и т.п	4	7
43	тот же	1	7
44	с одной	2	7
45	потому что	3	7
46	одной стороны	2	7
47	как бы	9	7
48	и не	15	7
49	по отношению	9	6
50	в этой	2	6
51	в истории	1	6
52	и к	3	6
53	что это	1	6
54	отношение между	1	6
55	на то	1	6
56	как и	2	6
57	в отношении	3	6
58	как мы	1	6
59	в виду	5	6
60	но в	7	6
61	по своей	7	6
62	по этому	1	6
63	если мы	2	6
64	мы находим	1	6
65	вовсе не	2	6
66	с другой	7	6
67	к которому	4	6
68	в частности	13	6
69	вместе с	1	6
70	как это	5	6
71	в связи	1	6
72	сказать что	4	6
73	на деле	3	5
74	то же	10	5
75	от внешней	1	5
76	говорит что	2	5
77	приводит к	5	5
78	внутренней речи	14	5
79	это не	2	5
80	во всей	3	5
81	и даже	1	5
82	и др	2	5
83	речи с	1	5
84	отношению к	9	5
85	все что	1	5
86	из того	1	4
87	что его	1	4
88	с его	6	4
89	из этих	3	4
90	конечном счете	5	4
91	как в	2	4
92	могли бы	1	4
93	в которой	2	4
94	что все	1	4
95	в них	2	4
96	в своей	5	4
97	от его	1	4
98	значение для	1	4
99	их в	3	4
100	даже в	3	4
101	не имеет	1	4
102	и его	12	4
103	в конечном	5	4
104	мы видим	1	4
105	так как	1	4
106	только в	5	4
107	который в	2	4
108	в качестве	24	4
109	как раз	3	4
110	его мысли	1	4
111	а с	2	4
112	прежде всего	4	4
113	так же	2	4
114	все это	2	4
115	а в	12	4
116	по поводу	1	4
117	человека и	1	3
118	идет о	1	3
119	здесь и	1	3
120	отношения между	1	3
121	для которого	2	3
122	действительности и	1	3
123	мы имеем	6	3
124	и ее	3	3
125	что можно	3	3
126	что они	1	3
127	бы и	1	3
128	все эти	2	3
129	но на	1	3
130	что она	2	3
131	при этом	13	3
132	состоит в	16	3
133	и по	2	3
134	свое имя	1	3
135	об этом	2	3
136	те же	1	3
137	лишь в	4	3
138	с другими	4	3
139	для этого	1	3
140	из которых	1	3
141	знаком и	1	3
142	вытекает из	2	3
143	в самой	2	3
144	в основе	4	3
145	с логической	1	3
146	числе и	1	3
147	для себя	2	3
148	и это	2	3
149	в собственном	1	3
150	действия и	1	3
151	на объект	1	3
152	и сам	1	3
153	с ним	2	3
154	но мы	1	3
155	тем более	1	3
156	значение в	1	3
157	одной из	2	3
158	но не	11	3
159	речь в	1	3
160	из них	1	3
161	для него	4	3
162	отличие от	7	3
163	со стороны	2	3
164	внешней речи	2	3
165	в отличие	7	3
166	что для	1	3
167	а не	9	3
168	и особенно	2	3
169	он говорит	1	3
170	в данном	4	3
171	этого слова	2	3
172	только для	1	3
173	о мире	1	3
174	открывает что	1	3
175	не существует	1	3
176	или в	2	3
177	в результате	1	3
178	из тех	2	3
179	того же	2	3
180	типа и	1	3
181	чем это	2	3
182	речи как	1	3
183	тем самым	4	3
184	том числе	2	3
185	они не	1	3
186	ту же	1	2
187	также и	1	2
188	же как	1	2
189	он показывает	1	2
190	или к	1	2
191	и есть	1	2
192	в присутствии	1	2
193	в котором	1	2
194	мышления но	1	2
195	отношений которые	1	2
196	той же	1	2
197	говорить о	3	2
198	принадлежит к	3	2
199	в их	5	2
