N	2gram	Vygotskiy__3	Myshleni
1	то что	35	26
2	в этом	13	25
3	что он	11	25
4	потому что	14	21
5	таким образом	12	19
6	точки зрения	16	18
7	в том	25	18
8	не может	7	18
9	того чтобы	9	17
10	не только	12	16
11	и в	38	16
12	того что	4	16
13	так как	6	16
14	что в	20	16
15	том что	14	15
16	так же	2	15
17	для того	8	14
18	в сущности	10	13
19	между собой	2	13
20	сказать что	4	13
21	и что	18	12
22	и не	10	12
23	отношение к	1	11
24	в его	5	11
25	развития и	2	11
26	но не	1	10
27	в силу	2	10
28	было бы	12	10
29	как мы	7	10
30	только в	4	10
31	а не	7	10
32	с точки	9	9
33	может быть	19	9
34	то же	10	8
35	в известном	1	8
36	должно быть	1	8
37	как и	8	8
38	если бы	14	8
39	тем самым	1	8
40	в основе	3	8
41	о том	6	8
42	он не	6	8
43	как это	6	8
44	мы должны	1	8
45	же как	1	7
46	того же	3	7
47	и есть	1	7
48	представляет собой	2	7
49	в нем	4	7
50	но он	2	7
51	так и	1	7
52	мы могли	4	7
53	если мы	6	7
54	и на	6	6
55	в мысли	1	6
56	могли бы	5	6
57	но в	3	6
58	в этой	13	6
59	состоит в	3	6
60	в другом	5	6
61	но если	4	6
62	не в	12	6
63	что оно	2	6
64	что все	3	6
65	и следовательно	2	6
66	этот вопрос	1	6
67	мы можем	7	6
68	у него	4	6
69	но и	5	6
70	в той	5	6
71	в какой	5	6
72	к тому	6	6
73	в такой	3	5
74	мере в	1	5
75	этой теории	1	5
76	должна быть	5	5
77	что они	4	5
78	как в	4	5
79	в своем	5	5
80	говорит что	8	5
81	в которой	5	5
82	из нее	2	5
83	показывает что	2	5
84	тому что	6	5
85	мысли и	1	5
86	внимания и	1	5
87	с ним	2	5
88	что с	4	5
89	самого начала	6	5
90	в то	3	5
91	того как	3	5
92	никогда не	4	5
93	ничего не	2	5
94	этом отношении	1	5
95	с самого	6	5
96	можно было	1	5
97	по сравнению	1	5
98	же мере	2	5
99	на вопрос	1	5
100	но мы	2	5
101	можно сказать	1	5
102	заключается в	7	5
103	тот же	3	5
104	хотя бы	2	5
105	для него	2	5
106	тем что	3	5
107	сравнению с	1	5
108	как бы	14	5
109	это значит	1	5
110	не является	1	5
111	еще более	1	5
112	только что	2	5
113	как известно	1	4
114	и то	8	4
115	той же	2	4
116	что если	4	4
117	оба эти	3	4
118	время как	4	4
119	мысль что	4	4
120	не то	4	4
121	в самом	25	4
122	все эти	4	4
123	при этом	4	4
124	подобно тому	1	4
125	и по	2	4
126	это не	1	4
127	такой же	2	4
128	стоит в	1	4
129	лучшем случае	2	4
130	тому чтобы	1	4
131	сущности говоря	7	4
132	и другое	4	4
133	мысли в	1	4
134	не имеет	6	4
135	в самых	1	4
136	казалось бы	5	4
137	же самое	10	4
138	не есть	1	4
139	еще не	1	4
140	так точно	2	4
141	в теории	1	4
142	в качестве	2	4
143	так что	8	4
144	и их	1	4
145	то время	2	4
146	не могут	2	4
147	с другой	7	4
148	именно в	1	4
149	к которому	1	4
150	и составляет	1	4
151	зависит от	1	4
152	что мы	1	4
153	вместе с	5	4
154	тому как	1	4
155	это есть	2	4
156	с этой	2	4
157	в целом	4	4
158	мы видим	12	4
159	в результате	1	4
160	бы в	3	4
161	в свою	4	4
162	по одному	1	4
163	этой точки	1	4
164	самом деле	21	3
165	это и	1	3
166	между двумя	1	3
167	в первом	1	3
168	с таким	1	3
169	мы не	5	3
170	частный случай	1	3
171	внимание и	1	3
172	по своему	4	3
173	он может	2	3
174	но как	2	3
175	с этим	8	3
176	показать что	7	3
177	все же	8	3
178	и как	8	3
179	в действительности	1	3
180	то в	1	3
181	он в	2	3
182	и тот	1	3
183	пути развития	1	3
184	означает в	1	3
185	на этом	5	3
186	как они	1	3
187	и может	2	3
188	и тем	3	3
189	с тем	8	3
190	мы видели	6	3
191	в этих	2	3
192	таким же	1	3
193	в их	1	3
194	сих пор	5	3
195	и более	2	3
196	нас к	1	3
197	из которых	4	3
198	до конца	2	3
199	что эта	4	3
200	но что	2	3
201	и отношений	1	3
202	же самого	2	3
203	только не	1	3
204	вытекает из	2	3
205	больше чем	4	3
206	как она	1	3
207	и его	6	3
208	ничего общего	1	3
209	свою очередь	2	3
210	в себя	1	3
211	то как	2	3
212	и с	1	3
213	никак не	7	3
214	до сих	6	3
215	в чем	1	3
216	этих двух	1	3
217	раньше чем	1	3
218	что и	4	3
219	в лучшем	2	3
220	между тем	7	3
221	с одной	6	3
222	мы знаем	1	3
223	в одном	8	3
224	а в	7	3
225	перейти к	1	3
226	на примере	2	3
227	еще и	2	3
228	один и	1	3
229	говорит о	2	3
230	в частности	1	3
231	по существу	2	3
232	для ребенка	1	3
233	но это	3	3
234	одной стороны	5	3
235	что следовательно	1	3
236	к его	2	3
237	развитие и	1	3
238	как на	3	3
239	к этой	2	3
240	ее в	4	3
241	к этому	3	3
242	значение в	1	3
243	они не	2	3
244	не иначе	2	2
245	отношения к	2	2
246	одним из	1	2
247	такое же	3	2
248	нам кажется	1	2
249	что эти	4	2
250	не имеют	2	2
251	все дело	1	2
