N	3gram	Tiupa_Lite_2	Myslijsy
1	в том что	5	16
2	и то же	2	5
3	по отношению к	3	5
4	по крайней мере	2	5
5	одно и то	2	5
6	не в том	1	5
7	а в том	1	5
8	то же время	9	5
9	в то же	9	5
10	вместе с тем	1	4
11	с другой стороны	4	4
12	что он не	1	3
13	с одной стороны	6	3
14	в свою очередь	1	3
15	тем не менее	2	3
16	для того чтобы	1	3
17	не может быть	7	3
18	подобно тому как	2	2
19	в этом отношении	3	2
20	и т п	2	2
21	в том чтобы	3	2
22	не могут быть	1	2
23	мы не можем	1	2
24	что в ней	1	2
25	не только не	1	2
26	к тому что	1	2
27	в себе не	1	2
28	одной стороны и	1	1
29	если б мы	1	1
30	нам остается только	1	1
31	которые не могут	1	1
32	в свое время	2	1
33	но мы чувствуем	1	1
34	с мудростью и	1	1
35	не говоря уже	2	1
36	на самом деле	1	1
37	то же самое	1	1
38	говоря уже о	2	1
39	из того что	1	1
40	вместе с ним	1	1
41	за то что	2	1
42	и не менее	1	1
43	до тех пор	1	1
44	и то что	1	1
45	то он легко	1	1
46	в данном случае	3	1
47	в первый раз	2	1
48	можно сказать и	1	1
49	меняется вместе с	1	1
50	потому что а	1	1
51	пути по которому	1	1
52	тем что в	1	1
53	только то что	1	1
54	и в новом	1	1
55	имея в виду	1	1
56	это и не	1	1
57	о том что	2	1
58	ничего общего с	1	1
59	том что этот	1	1
60	состоит не в	1	1
61	том что только	1	1
62	после того как	1	1
63	то же в	1	1
64	в разговоре с	2	1
65	быть не может	1	1
66	все то что	1	1
67	на наш взгляд	3	1
68	как мы видели	1	1
