N	4gram	Bakhtin_Pr_3	Formalny
1	в то же время	5	7
2	и не может быть	1	3
3	на самом же деле	1	2
4	и в то же	2	2
5	мы уже знаем что	1	2
6	нет и не может	1	2
7	мы не касаемся здесь	1	1
8	чтобы убедиться в этом	1	1
9	в том числе и	10	1
10	мы говорили в предыдущей	1	1
11	один и тот же	1	1
12	говорили в предыдущей главе	1	1
13	убедиться в этом достаточно	1	1
14	одной и той же	1	1
15	мы еще вернемся в	1	1
16	до сих пор недостаточно	1	1
17	мы можем сказать что	1	1
18	все более и более	1	1
19	с нашей точки зрения	1	1
20	но и помимо этого	1	1
21	к одной и той	1	1
