N	3gram	Bakhtin_Fr_8	RusskieA
1	в том что	6	15
2	состоит в том	1	8
3	вместе с тем	1	6
4	и в других	1	4
5	в связи с	3	4
6	о том что	2	4
7	в настоящее время	3	3
8	с точки зрения	2	3
9	мы не можем	1	3
10	мы не будем	1	2
11	может быть и	1	2
12	все же не	1	2
13	друг к другу	1	2
14	и некоторые другие	1	2
15	в большинстве случаев	6	2
16	после того как	1	2
17	новый год с	1	1
18	а следовательно и	1	1
19	том что эти	1	1
20	еще далеко не	1	1
21	сказать что в	1	1
22	и наконец в	1	1
23	как мы видим	1	1
24	по отношению к	1	1
25	на самом деле	1	1
26	подобно тому как	1	1
27	в году под	1	1
28	том что это	1	1
29	но и другие	1	1
30	на самом же	1	1
31	в этом отношении	1	1
32	можно было бы	1	1
33	говорит о том	1	1
34	и могут быть	1	1
35	приносят с собой	1	1
36	в первой половине	1	1
37	не потому что	1	1
38	в особенности же	1	1
39	в отличие от	1	1
40	и в этом	1	1
41	но и всей	1	1
42	во всех этих	1	1
43	и как бы	1	1
44	кроме того в	1	1
45	такое же значение	1	1
46	самом же деле	1	1
47	мы можем судить	1	1
48	в одном и	1	1
49	на две части	2	1
50	были связаны с	2	1
51	в то время	2	1
52	и из устных	1	1
53	в этом ряду	1	1
54	а позже и	1	1
55	вопрос о том	1	1
56	более широкой и	2	1
57	можно сказать что	2	1
58	связанные с ним	1	1
59	как мы уже	2	1
60	мы видим что	2	1
61	друг с другом	1	1
62	как и в	4	1
63	потому что они	1	1
64	один из самых	1	1
65	как мы знаем	1	1
66	в данном случае	2	1
67	как мы видели	2	1
