1	для того чтобы	2	3
2	но и в	4	2
3	это было бы	1	2
4	не могут быть	2	2
5	искать не в	1	2
6	и в самой	1	2
7	с тем что	3	2
8	и в этом	6	2
9	а не в	1	2
10	не может быть	9	2
11	потому что в	4	1
12	в этом отношении	1	1
13	это потому что	1	1
14	и вопрос о	1	1
15	в человеке но	1	1
16	смысле этого слова	1	1
17	заключает в себе	2	1
18	то что в	1	1
19	от того что	1	1
20	не в том	4	1
21	это должно быть	1	1
22	в том что	13	1
23	в каждом из	1	1
24	и формы человеческой	1	1
25	то он должен	1	1
26	само по себе	4	1
27	после того как	1	1
28	и в том	3	1
29	в этих словах	1	1
30	ошибочно было бы	1	1
31	не так как	1	1
32	сам по себе	1	1
33	может быть назван	1	1
34	о том что	1	1
35	между этими двумя	1	1
36	на то что	1	1
37	в том только	1	1
38	как и в	2	1
39	что не все	1	1
40	в духовную жизнь	1	1
41	в одно время	1	1
42	хотя бы даже	2	1
43	и все же	1	1
44	так что для	1	1
45	и все это	1	1
46	во всяком случае	1	1
47	как художник но	1	1
48	никто не может	1	1
