N	2gram	Losev_Prob_4	Marksizm
1	может быть	9	28
2	и в	20	19
3	как бы	4	19
4	и не	28	19
5	не может	5	18
6	точки зрения	14	17
7	то же	7	16
8	и его	10	16
9	как мы	3	15
10	в этом	9	15
11	таким образом	8	14
12	не только	24	13
13	с точки	11	13
14	связи с	3	13
15	в нем	5	11
16	если бы	8	11
17	вовсе не	21	11
18	не в	13	10
19	так и	10	10
20	но и	14	10
21	в пределах	2	10
22	том что	12	10
23	самом деле	3	9
24	при этом	6	9
25	как и	6	9
26	для него	3	9
27	в основе	1	9
28	а не	7	9
29	с его	2	8
30	в то	4	8
31	только в	23	8
32	отнюдь не	10	8
33	не является	10	8
34	на самом	5	7
35	его в	2	7
36	и более	3	7
37	никогда не	1	7
38	в том	20	7
39	прежде всего	11	7
40	в связи	3	7
41	и для	4	7
42	но в	8	7
43	в таком	6	7
44	во всех	4	6
45	и как	3	6
46	в самом	2	6
47	если мы	5	6
48	слова и	1	6
49	ни в	17	6
50	в смысле	5	6
51	того чтобы	2	6
52	к тому	3	6
53	для того	3	6
54	же самое	6	6
55	быть и	1	6
56	мы можем	3	6
57	и все	8	6
58	хотя бы	7	6
59	ни было	2	6
60	в свою	1	6
61	смысле слова	15	5
62	того же	2	5
63	к другому	1	5
64	и на	3	5
65	все же	2	5
66	является не	2	5
67	то ни	1	5
68	на этой	2	5
69	в данном	6	5
70	в их	1	5
71	самого начала	1	5
72	свою очередь	1	5
73	с самого	1	5
74	и здесь	1	5
75	к нему	3	5
76	в его	3	5
77	мы ни	2	5
78	большинстве случаев	1	5
79	отношении к	1	5
80	или иной	13	5
81	в той	8	5
82	в контексте	1	5
83	тем более	4	5
84	совершенно не	3	5
85	так же	5	5
86	тем же	1	4
87	категории и	1	4
88	и ее	4	4
89	бы то	1	4
90	конечно не	3	4
91	только на	2	4
92	в себе	12	4
93	на то	1	4
94	в единстве	1	4
95	это не	7	4
96	было бы	14	4
97	и тем	7	4
98	тому что	1	4
99	в отношении	4	4
100	ничего не	1	4
101	точном смысле	1	4
102	той или	14	4
103	для себя	2	4
104	того что	1	4
105	с ними	2	4
106	что он	8	4
107	как раз	4	4
108	бы в	1	4
109	то что	15	4
110	сказать что	7	4
111	таком случае	1	3
112	и то	2	3
113	в котором	2	3
114	и до	1	3
115	ни взяли	2	3
116	в ней	7	3
117	еще не	7	3
118	столь же	2	3
119	в ее	5	3
120	слова на	1	3
121	за пределы	2	3
122	относится к	2	3
123	чем же	3	3
124	в истории	3	3
125	с этим	4	3
126	перед нами	13	3
127	все эти	16	3
128	учение о	3	3
129	в этой	4	3
130	но ведь	1	3
131	он не	2	3
132	не к	2	3
133	не как	1	3
134	в корне	2	3
135	для данной	1	3
136	одно и	1	3
137	здесь мы	3	3
138	не будет	2	3
139	в другом	3	3
140	с другими	3	3
141	по себе	11	3
142	в этих	5	3
143	в своей	4	3
144	не имеет	4	3
145	они являются	1	3
146	каждый раз	5	3
147	в каком	6	3
148	у нас	14	3
149	могут быть	1	3
150	бы он	1	3
151	для его	2	3
152	не есть	12	3
153	и это	2	3
154	на основе	1	3
155	мы только	2	3
156	о том	5	3
157	что и	3	3
158	одной из	4	3
159	в какой	4	3
160	с одной	1	3
161	в качестве	10	3
162	так как	5	3
163	же деле	2	3
164	до сих	1	3
165	с другой	7	3
166	к которым	1	3
167	в живом	1	3
168	не было	3	3
169	одной стороны	1	3
170	она является	2	3
171	да и	5	3
172	должно быть	1	3
173	мы сказали	1	3
174	самом же	2	3
175	и от	6	3
176	сих пор	1	3
177	не существует	5	3
178	что оно	1	3
179	сознания и	3	3
180	только что	2	3
181	а в	4	3
182	во всяком	8	3
183	одним из	1	2
184	связана с	1	2
185	в зависимости	3	2
186	случае это	1	2
187	вопрос о	1	2
188	почти исключительно	1	2
189	зависимости от	3	2
190	мы здесь	2	2
191	и он	2	2
192	и самого	1	2
193	целое и	1	2
194	он был	3	2
195	иное как	2	2
196	то мы	2	2
197	оно уже	1	2
198	но как	3	2
199	значение и	1	2
200	что они	2	2
201	только путем	1	2
202	независимо от	3	2
203	стороны и	2	2
204	в своем	3	2
205	более или	2	2
206	что это	2	2
207	в нашем	12	2
208	бы не	1	2
209	тому же	2	2
210	силой и	1	2
211	лишь с	1	2
212	и с	7	2
213	на все	2	2
214	то есть	27	2
215	это было	2	2
216	в жизни	3	2
217	рядом с	1	2
218	далеко не	2	2
219	в соединении	1	2
220	и потому	7	2
221	всегда и	1	2
222	он и	1	2
223	мы не	7	2
224	и тогда	2	2
225	или менее	2	2
226	нас не	1	2
227	является для	3	2
228	или вернее	2	2
229	является только	2	2
230	по крайней	6	2
231	но они	2	2
232	и почти	1	2
233	в атмосфере	1	2
234	как о	3	2
235	этот тип	1	2
236	в коем	3	2
237	находятся в	2	2
238	или как	1	2
239	и является	3	2
240	только с	1	2
241	об одном	1	2
242	если же	1	2
243	что современная	1	2
244	и о	5	2
245	но по	2	2
246	здесь как	4	2
247	поэтому в	1	2
248	и даже	9	2
249	чтобы понять	1	2
250	но к	1	2
251	другими словами	3	2
252	и являются	2	2
253	все его	1	2
254	в значительной	2	2
255	крайней мере	6	2
256	соединении с	1	2
257	всяком случае	4	2
258	все время	2	2
259	в самый	1	2
260	эти последние	1	2
261	мы вовсе	1	2
262	но не	5	2
263	коем случае	3	2
264	они могут	2	2
265	эти моменты	1	2
266	себя в	2	2
267	и у	1	2
268	уже в	4	2
269	в виде	22	2
270	свидетельствует о	2	2
271	но для	1	2
272	не так	3	2
273	ведь это	1	2
274	друг друга	2	2
275	но что	1	2
276	у него	1	2
277	тем что	3	2
278	даже и	13	2
279	бы это	1	2
280	это будет	2	2
281	именно в	7	2
282	здесь в	5	2
283	и прежде	2	2
284	что не	4	2
285	стремится к	1	2
286	до конца	1	2
287	не на	1	2
288	однако и	1	2
289	и непосредственно	2	2
290	о чем	1	2
291	и мышление	1	2
292	вместе с	5	2
293	и особенно	1	2
294	к его	3	2
295	xix века	2	2
296	того или	3	2
297	в начале	3	2
298	или в	5	2
299	себя самого	1	2
300	следовательно и	1	2
301	еще более	2	2
302	первобытного мышления	1	2
303	между ними	1	2
304	не знает	1	2
305	или иного	3	2
306	жизни и	5	2
307	что в	3	2
308	как на	1	2
309	эти категории	2	2
310	как известно	1	1
311	можно говорить	1	1
312	категорий мы	2	1
313	также и	13	1
314	для построения	1	1
315	смысле если	1	1
316	человека и	1	1
317	сам по	6	1
318	становится в	1	1
319	здесь рождается	1	1
320	в разные	1	1
321	дело вовсе	1	1
322	для науки	1	1
323	нам кажется	2	1
324	то в	2	1
325	также что	1	1
326	а об	1	1
327	что эти	1	1
328	и носят	1	1
329	случае нельзя	1	1
330	уже по	2	1
331	входящих в	1	1
332	сказать с	1	1
333	обойтись без	2	1
334	в гостиной	1	1
335	определенную общественную	1	1
336	что уже	1	1
337	именно к	1	1
338	не была	1	1
339	говорить о	2	1
340	что иное	2	1
341	мы и	1	1
342	то это	3	1
343	которое в	2	1
344	какого бы	1	1
345	нет то	1	1
346	начало и	1	1
347	между собой	2	1
348	время в	1	1
349	всего этого	1	1
350	что его	4	1
351	является еще	1	1
352	и человеческой	1	1
353	там и	1	1
354	бы этот	1	1
355	всего является	1	1
356	а следовательно	1	1
357	подходить к	1	1
358	из этих	1	1
359	совсем не	1	1
360	то он	2	1
361	даже вовсе	1	1
362	а только	6	1
363	характер они	1	1
364	только при	6	1
365	не все	1	1
366	при условии	2	1
367	всю эту	2	1
368	и соответствующих	1	1
369	его на	1	1
370	как в	5	1
371	что именно	2	1
372	поскольку они	3	1
373	так называемая	2	1
374	чем мы	1	1
375	в художественном	4	1
376	может обойтись	2	1
377	и нет	1	1
378	как нам	1	1
379	в распоряжении	1	1
380	кроме того	4	1
381	и где	2	1
382	в единый	1	1
383	когда он	1	1
384	могли бы	1	1
385	было только	1	1
386	и наконец	4	1
387	не являются	2	1
388	нет никакой	4	1
389	ясно и	2	1
390	и хотя	1	1
391	в этот	1	1
392	для которого	1	1
393	в которой	2	1
394	как это	3	1
395	ни одна	2	1
396	в последнее	1	1
397	с их	1	1
398	как он	1	1
399	и если	5	1
400	вообще не	3	1
401	к выводу	1	1
402	что она	4	1
403	жизни вообще	1	1
404	но именно	2	1
405	сами эти	1	1
406	о речи	1	1
407	в нашей	1	1
408	и самый	1	1
409	перестает быть	2	1
410	они в	1	1
411	всех этих	6	1
412	в первую	1	1
413	не значит	1	1
414	нее и	1	1
415	в силу	1	1
416	не абстрактная	1	1
417	и вот	1	1
418	можно назвать	2	1
419	каковы например	1	1
420	но все	3	1
