N	2gram	Bakhtin_Pr_2	Vladivir
1	и в	45	40
2	то что	5	28
3	не только	16	25
4	и не	42	25
5	у него	6	24
6	то есть	50	24
7	том что	7	18
8	в том	8	18
9	но и	15	18
10	что в	6	17
11	в этом	20	16
12	в его	22	14
13	так что	2	14
14	не может	24	14
15	в виде	1	13
16	точки зрения	19	13
17	вовсе не	7	13
18	только в	9	13
19	в конце	4	12
20	даже и	2	12
21	а именно	3	12
22	сказать что	5	12
23	никогда не	17	11
24	потому что	8	11
25	таким образом	11	11
26	о том	3	11
27	в году	1	10
28	ни в	2	10
29	тем не	1	10
30	и его	8	10
31	не есть	2	10
32	прежде всего	11	10
33	как раз	6	10
34	и потому	6	10
35	уже не	6	9
36	в себе	5	9
37	и с	7	9
38	в своей	6	9
39	не менее	2	9
40	есть только	4	9
41	что же	4	9
42	как мы	8	8
43	в своем	5	8
44	в этой	1	8
45	он не	9	8
46	не был	2	8
47	и что	2	8
48	раз и	1	8
49	для него	9	8
50	может быть	18	8
51	а не	10	8
52	так же	5	8
53	а только	2	7
54	хотя и	2	7
55	и как	2	7
56	и если	1	7
57	что все	3	7
58	как и	14	7
59	несмотря на	1	7
60	в то	5	7
61	мы бы	1	7
62	что и	5	7
63	того что	3	7
64	так как	5	7
65	в те	1	7
66	вместе с	1	7
67	к тому	1	7
68	а в	3	7
69	в своих	4	7
70	и на	7	6
71	кроме того	1	6
72	то в	1	6
73	с точки	9	6
74	по себе	8	6
75	иной раз	1	6
76	в смысле	2	6
77	во всем	1	6
78	и от	3	6
79	так и	3	6
80	об этом	3	6
81	и здесь	2	6
82	и даже	3	6
83	если не	2	6
84	xix века	1	6
85	да и	1	6
86	но это	2	6
87	хотя бы	5	6
88	отношения к	2	5
89	мы уже	3	5
90	в ней	7	5
91	в истории	2	5
92	более или	1	5
93	все эти	4	5
94	тоже не	2	5
95	тому же	1	5
96	можно было	2	5
97	же касается	1	5
98	должно быть	4	5
99	или менее	1	5
100	но если	1	5
101	в отношении	1	5
102	дело в	1	5
103	тем что	2	5
104	ничего не	3	5
105	только и	1	5
106	эти три	1	5
107	у нас	2	5
108	ничего общего	2	5
109	для себя	3	5
110	еще в	1	5
111	с другой	1	5
112	конце концов	3	5
113	что он	7	5
114	только на	1	5
115	в одном	6	5
116	не было	2	5
117	в данном	1	5
118	в самом	13	4
119	то же	5	4
120	что если	3	4
121	и о	2	4
122	еще не	9	4
123	но не	6	4
124	все же	4	4
125	но в	6	4
126	бы и	3	4
127	на то	2	4
128	было бы	4	4
129	чем в	1	4
130	в котором	7	4
131	даже в	6	4
132	тому что	1	4
133	не имеет	3	4
134	или как	1	4
135	в каком	1	4
136	только при	1	4
137	то время	1	4
138	в дальнейшем	2	4
139	не с	1	4
140	она была	1	4
141	как идея	1	4
142	никак не	1	4
143	от того	2	4
144	здесь в	2	4
145	а с	3	4
146	до конца	7	4
147	и все	1	4
148	него в	1	4
149	как это	2	4
150	если оно	1	4
151	по существу	1	4
152	в основном	1	4
153	в результате	3	4
154	мы должны	4	4
155	есть и	3	4
156	же как	4	3
157	на самом	1	3
158	мы имеем	2	3
159	на первом	1	3
160	я не	6	3
161	здесь не	2	3
162	в чем	2	3
163	не все	1	3
164	отличие от	1	3
165	за пределы	5	3
166	независимо от	1	3
167	перед нами	4	3
168	не удалось	1	3
169	и у	2	3
170	уже в	4	3
171	из этих	1	3
172	с их	4	3
173	в нем	20	3
174	при этом	2	3
175	раз навсегда	1	3
176	но все	4	3
177	это было	2	3
178	это не	3	3
179	этом смысле	5	3
180	далеко не	4	3
181	первом плане	1	3
182	в отличие	1	3
183	не в	8	3
184	если нет	2	3
185	что есть	1	3
186	того чтобы	1	3
187	бы сказали	1	3
188	и притом	1	3
189	все то	2	3
190	отличается от	1	3
191	всегда есть	1	3
192	него как	1	3
193	в абсолютном	1	3
194	в виду	2	3
195	жизнь и	3	3
196	если бы	2	3
197	находится в	2	3
198	к нему	11	3
199	говорит в	1	3
200	с одной	1	3
201	ни с	2	3
202	был бы	1	3
203	не так	2	3
204	само по	2	3
205	церкви и	1	3
206	и только	1	3
207	человека и	2	3
208	именно в	3	3
209	мы видели	3	3
210	как бы	15	3
211	но для	1	3
212	и для	2	3
213	нельзя сказать	1	3
214	в трактате	1	3
215	или не	2	3
216	же в	1	3
217	к правде	1	3
218	вполне понятно	1	3
219	ее в	2	3
220	и эта	3	3
221	как на	2	3
222	в таком	3	3
223	во всяком	1	3
224	свою идею	1	2
225	не хочет	1	2
226	не имеют	1	2
227	должна быть	3	2
228	с таким	1	2
229	есть не	1	2
230	мы не	1	2
231	совершенно так	2	2
232	в сущности	7	2
233	время как	1	2
234	мы и	3	2
235	он сам	6	2
236	без которой	1	2
237	быть в	2	2
238	данном случае	1	2
239	но как	2	2
240	в сторону	2	2
241	а и	1	2
242	этого последнего	1	2
243	и речи	1	2
244	в настоящем	1	2
245	всю эту	1	2
246	общего с	1	2
247	с этим	1	2
248	и наконец	1	2
249	и к	2	2
250	от этого	1	2
251	в которой	2	2
252	в целом	5	2
253	в нашем	2	2
254	говорить с	1	2
255	иначе и	1	2
256	но на	2	2
257	он всегда	1	2
258	что она	4	2
259	он ни	1	2
260	а скорее	1	2
261	и еще	1	2
262	как с	1	2
263	же это	1	2
264	идеи и	4	2
265	не как	6	2
266	и по	2	2
267	всех своих	1	2
268	случае если	1	2
269	же не	1	2
270	в другом	1	2
271	стоит на	1	2
272	в жизни	3	2
273	но уже	2	2
274	таком случае	1	2
275	в этих	4	2
276	имеет ничего	1	2
277	можно найти	2	2
278	в их	4	2
279	не понимает	1	2
280	и более	2	2
281	вещи не	1	2
282	тем самым	2	2
283	как можно	1	2
284	что эта	2	2
285	она не	5	2
286	на него	2	2
287	но только	2	2
288	найти в	1	2
289	человека от	2	2
290	и всегда	2	2
291	же время	3	2
292	она должна	1	2
293	связи с	1	2
294	здесь же	1	2
295	что на	1	2
296	человеком а	1	2
297	может показаться	1	2
298	точке зрения	3	2
299	нет ни	3	2
300	не могут	1	2
301	далеко за	1	2
302	той или	3	2
303	его творчества	5	2
304	в мире	3	2
305	здесь нет	2	2
306	можно только	1	2
307	но у	3	2
308	которая в	1	2
309	возможна только	1	2
310	его в	3	2
311	бы в	5	2
312	познания в	1	2
313	но тут	1	2
314	в каких	1	2
315	но с	3	2
316	о двух	2	2
317	одной из	2	2
318	в какой	1	2
319	и так	1	2
320	он уже	2	2
321	который в	1	2
322	мы будем	1	2
323	в начале	2	2
324	из них	9	2
325	разума и	1	2
326	хочет быть	1	2
327	понимает что	1	2
328	могло бы	1	2
329	мы находим	1	2
330	здесь и	2	2
331	не о	2	2
332	друг друга	7	2
333	только с	1	2
334	письма т	1	2
335	потому и	1	2
336	как носитель	1	2
337	мы сейчас	1	2
338	для того	1	2
339	правды и	1	2
340	без всякой	1	2
341	со стороны	4	2
342	в предисловии	1	2
343	не на	4	2
344	повторяем еще	1	2
345	еще до	1	2
346	что мы	1	2
347	как не	5	2
348	но оно	1	2
349	а есть	3	2
350	является у	1	2
351	в европе	1	2
352	на почве	4	2
353	наряду с	1	2
354	выше всего	1	2
355	стороны и	1	2
356	для понимания	2	2
357	еще раз	3	2
358	в книге	1	2
359	в одно	1	2
360	не является	3	2
361	и ни	1	2
362	этом отношении	2	2
363	только что	2	2
364	все они	4	2
365	на более	1	2
366	а о	3	2
367	другой стороны	1	2
368	совершенно не	1	2
369	того же	1	2
370	к его	1	2
371	жизни а	1	2
372	с его	8	2
373	же и	1	2
374	об этих	2	2
375	к этой	2	2
376	нельзя назвать	1	2
377	к этому	4	2
378	новое время	1	1
379	я и	3	1
380	например в	2	1
381	в сфере	2	1
382	для построения	2	1
383	и переживаний	1	1
384	и понимает	3	1
385	это и	1	1
386	этом рассуждении	1	1
387	и есть	1	1
388	несколько позже	1	1
389	в чисто	2	1
390	человеческой души	1	1
391	из его	1	1
392	к учению	1	1
393	все те	2	1
394	диалектике и	1	1
395	из ничего	1	1
396	ни даже	1	1
397	правильного понимания	2	1
398	о церкви	1	1
399	которую мы	2	1
400	та же	1	1
401	он как	3	1
402	есть нечто	1	1
403	которого мы	1	1
404	принадлежит к	1	1
405	представление о	2	1
406	для нашей	1	1
407	конечно и	2	1
408	мы ее	1	1
409	быть никаких	1	1
410	в каждой	1	1
411	ничего в	1	1
412	на последнем	1	1
413	не третьего	1	1
414	зрения но	1	1
415	во всех	4	1
416	сознания а	2	1
417	как таковая	1	1
418	и главное	1	1
419	последний период	1	1
420	точка зрения	7	1
421	значение не	1	1
422	силы и	1	1
423	всегда стремится	1	1
424	свою жизнь	2	1
425	зрения это	1	1
426	нет и	3	1
427	в свои	1	1
428	что они	3	1
429	сама по	5	1
430	решения этой	1	1
431	относится к	2	1
432	него только	1	1
433	всей истории	1	1
434	как в	4	1
435	только ее	1	1
436	категории а	1	1
437	понять и	2	1
438	что по	1	1
439	не ею	1	1
440	он их	1	1
441	это просто	1	1
442	себе не	1	1
443	и свою	2	1
444	автора и	2	1
445	сущность но	1	1
446	тяготеет к	2	1
447	еще на	1	1
448	точку зрения	5	1
449	бы с	1	1
450	он в	1	1
451	вопросами и	1	1
452	бы не	3	1
453	которые в	2	1
454	а может	3	1
455	все кто	1	1
456	думать что	1	1
457	часто даже	1	1
458	им в	4	1
459	как он	4	1
460	его но	3	1
461	человек не	1	1
462	так сказать	7	1
463	теории и	1	1
464	даже с	1	1
465	только чисто	1	1
466	становления в	1	1
467	в статье	1	1
468	характерен для	1	1
469	сказать в	1	1
470	и легко	1	1
471	перестает быть	3	1
472	что еще	2	1
473	и вот	2	1
474	это дело	1	1
475	на совершенно	1	1
476	их в	7	1
477	на земле	1	1
478	что тут	1	1
479	том и	1	1
480	в плане	1	1
481	что ни	1	1
482	смысле как	1	1
483	даже прямо	1	1
484	вижу что	1	1
485	от других	1	1
486	для всей	1	1
487	не за	3	1
488	конечно в	2	1
489	его не	1	1
490	лишь в	2	1
491	они тоже	1	1
492	заключается в	1	1
493	тут надо	1	1
494	бытие которое	1	1
495	и правды	1	1
496	не находится	1	1
497	истории и	1	1
498	с начала	2	1
499	в плоскости	1	1
500	идея она	1	1
501	в новое	1	1
502	даже по	1	1
503	а сейчас	1	1
504	поэтому можно	1	1
505	о характере	1	1
506	в них	4	1
507	человек никогда	1	1
508	рядом с	3	1
509	все равно	1	1
510	не всегда	1	1
511	которой он	1	1
512	нигде не	6	1
513	бы эту	1	1
514	со всей	2	1
515	которую он	3	1
516	от своего	1	1
517	она сама	1	1
518	и их	6	1
519	является уже	1	1
520	в письме	1	1
521	она в	1	1
522	мыслью в	1	1
523	прийти к	1	1
524	мы говорили	1	1
525	место в	1	1
526	логика и	1	1
527	в которых	1	1
528	не исчерпывается	2	1
529	правда эта	1	1
530	сущности ничего	1	1
531	является только	1	1
532	не раз	2	1
533	идея как	2	1
534	но он	1	1
535	земле и	1	1
536	друг другу	1	1
537	есть именно	1	1
538	войти в	1	1
539	говорит не	1	1
540	с такими	2	1
541	что сам	1	1
542	представляется ему	1	1
543	на всю	1	1
544	того кто	1	1
545	же мы	2	1
546	сам он	2	1
547	новым и	1	1
548	и необходимость	1	1
549	этой области	2	1
550	любви и	1	1
551	в атмосфере	1	1
552	он тоже	1	1
553	что с	1	1
554	самого начала	1	1
555	считает что	1	1
556	одна из	3	1
557	в науке	2	1
558	чтобы в	1	1
559	на себе	1	1
560	к этим	1	1
561	этот большой	2	1
562	в основе	2	1
563	сознания как	1	1
564	он еще	2	1
565	письме к	1	1
566	того и	1	1
567	того как	3	1
568	замысла а	1	1
569	определение но	1	1
570	этой замечательной	1	1
571	а тогда	1	1
572	и принципиальный	1	1
573	правда это	1	1
574	всю историю	1	1
575	ему и	1	1
576	и теперь	1	1
577	вместо этого	1	1
578	в процессе	2	1
579	до того	1	1
580	платона и	1	1
581	как будто	1	1
582	него но	1	1
583	носитель этой	1	1
584	есть у	2	1
585	и оно	2	1
586	к отдельным	1	1
587	очень часто	1	1
588	и всех	1	1
589	его за	1	1
590	только еще	1	1
591	всего в	1	1
592	бы он	2	1
593	для его	1	1
594	все еще	1	1
595	имеет три	1	1
596	миру в	1	1
597	подход к	2	1
598	которые мы	1	1
599	и он	3	1
600	можно и	1	1
601	этой статьи	1	1
602	с ее	3	1
603	всем этим	2	1
604	всего этого	3	1
605	без всякого	1	1
606	в ее	3	1
607	но тоже	1	1
608	как большой	1	1
609	с самого	1	1
610	так в	1	1
611	завершен и	2	1
612	слова а	1	1
613	о тех	1	1
614	и сам	3	1
615	iii в	1	1
616	только тот	1	1
617	те же	2	1
618	ясно что	1	1
619	сознание от	1	1
620	а этот	1	1
621	это вовсе	2	1
622	с самим	2	1
623	и каждый	1	1
624	что идея	2	1
625	оно как	1	1
626	подойти к	1	1
627	веры в	1	1
628	истины а	1	1
629	строго говоря	1	1
630	этого сознания	2	1
631	образ или	1	1
632	о ней	1	1
633	и нужно	1	1
634	произведения как	1	1
635	и должно	1	1
636	позиция которая	1	1
637	то они	2	1
638	в самой	3	1
639	каждой из	1	1
640	и поэтому	1	1
641	нашей работы	2	1
642	другими словами	2	1
643	одного из	1	1
644	и теоретически	1	1
645	и сделать	1	1
646	можно сказать	2	1
647	ли она	1	1
648	значение имеют	1	1
649	а во	1	1
650	все в	1	1
651	и были	1	1
652	идей но	1	1
653	которой мы	1	1
654	смысле не	1	1
655	вся эта	1	1
656	творчества в	2	1
657	а потому	2	1
658	отметить что	2	1
659	во всей	1	1
660	считаем необходимым	1	1
661	естественно и	1	1
662	вообще и	1	1
663	периода его	1	1
664	которая и	1	1
665	в свете	1	1
666	вдруг в	1	1
667	еще только	1	1
668	и следовательно	7	1
669	и всякое	1	1
670	если это	1	1
671	может иметь	1	1
672	навсегда и	1	1
673	видим что	1	1
674	в литературе	6	1
675	тут мы	1	1
676	один из	2	1
677	психического переживания	1	1
678	что очень	1	1
679	истинный смысл	2	1
680	что только	1	1
681	только одной	1	1
682	мы видим	2	1
683	смысле и	1	1
684	всю свою	1	1
685	в годах	1	1
686	словом и	1	1
687	бы его	1	1
688	это стремление	1	1
689	это очень	2	1
690	никак нельзя	1	1
691	сознанием и	1	1
692	удалось но	1	1
693	менее и	1	1
694	самом деле	4	1
695	он считал	1	1
696	считает себя	1	1
697	конечно не	6	1
698	литературы в	1	1
699	да еще	1	1
700	быть весьма	1	1
701	его великим	1	1
702	в последний	1	1
703	а это	1	1
704	на этих	1	1
705	не дает	1	1
706	в душе	1	1
707	и других	3	1
708	за ним	1	1
709	человека на	1	1
710	их как	1	1
711	только их	2	1
712	него нет	3	1
713	ними нет	1	1
714	при всей	1	1
715	русский язык	1	1
716	и никогда	1	1
717	характерны для	1	1
718	виде все	1	1
719	идеи то	2	1
720	и др	4	1
721	другого и	1	1
722	тотчас же	2	1
723	или иной	3	1
724	до сих	2	1
725	что человек	1	1
726	по своим	2	1
727	не относится	1	1
728	являются только	1	1
729	и прежде	2	1
730	он во	1	1
731	себя и	2	1
732	резко отличается	1	1
733	на которых	1	1
734	что для	2	1
735	каком смысле	1	1
736	от другого	1	1
737	к человеку	1	1
738	в некоторых	2	1
739	этот термин	2	1
740	случайных и	1	1
741	бы для	1	1
742	нужно сказать	1	1
743	на этот	1	1
744	а сам	1	1
745	она является	1	1
746	идеи в	5	1
747	себе представление	1	1
748	и непосредственно	1	1
749	личности в	3	1
750	конечно на	2	1
751	а так	1	1
752	о чем	1	1
753	человеческой жизни	2	1
754	него не	3	1
755	с которым	1	1
756	что из	1	1
757	литературу которая	1	1
758	входить в	1	1
759	я говорю	1	1
760	в творчестве	1	1
761	в частности	1	1
762	для них	3	1
763	раз на	1	1
764	понимает только	1	1
765	полемике с	1	1
766	основной идеи	1	1
767	следовательно что	1	1
768	учению о	1	1
769	из которых	2	1
770	в человеке	10	1
771	и глубоко	1	1
772	он говорит	2	1
773	только идея	1	1
774	мы считаем	2	1
775	она есть	1	1
776	я это	2	1
777	на эту	1	1
778	в первой	1	1
779	своего развития	2	1
780	которым он	1	1
781	том смысле	1	1
782	мы сказали	3	1
783	нам еще	1	1
784	этого слова	2	1
785	в контексте	2	1
786	слова и	1	1
787	конечно есть	1	1
788	этом случае	1	1
789	и нет	1	1
790	приблизиться к	1	1
791	сих пор	2	1
792	своей жизни	3	1
793	только для	2	1
794	все это	5	1
795	имел в	1	1
796	должны быть	1	1
797	мире а	1	1
798	в более	1	1
799	и позволяет	1	1
800	уже на	2	1
801	потому не	1	1
802	мира и	1	1
803	между ними	4	1
804	распадается в	1	1
805	который является	1	1
806	три основные	2	1
807	находит свое	1	1
808	еще более	1	1
809	основанное на	1	1
810	но зато	1	1
811	словесное выражение	1	1
812	своего бытия	2	1
813	и необходимо	1	1
814	отношении к	1	1
815	тут как	2	1
816	от всякого	1	1
817	к самому	1	1
818	есть то	1	1
819	и сила	1	1
820	в свою	1	1
821	это все	1	1
822	они были	1	1
823	его именно	1	1
824	живого и	1	1
825	и идеи	5	1
826	огромное значение	1	1
827	если она	1	1
828	вполне можно	1	1
829	нет этой	1	1
830	жизни и	15	1
831	и другие	4	1
832	том числе	2	1
833	то оно	2	1
834	по поводу	1	1
835	он пишет	1	1
836	к страхову	1	1
837	который не	1	1
838	все что	3	1
839	этой точки	2	1
840	они не	2	1
