N	2gram	Tiupa_Disk_1	Formalny
1	и в	16	38
2	в этом	15	27
3	может быть	17	23
4	и его	2	21
5	таким образом	3	20
6	и не	11	20
7	в самом	3	16
8	не в	7	15
9	прежде всего	11	15
10	не может	9	14
11	в нем	9	13
12	связи с	4	13
13	но и	14	13
14	в пределах	2	12
15	языка и	2	12
16	с его	4	11
17	с тем	1	11
18	в том	23	11
19	с другими	1	10
20	в его	7	10
21	в связи	1	10
22	с помощью	1	10
23	не только	28	9
24	при этом	13	9
25	как и	16	9
26	на почве	1	9
27	в процессе	5	9
28	самом деле	1	8
29	отнюдь не	8	8
30	все же	3	8
31	точки зрения	3	8
32	так и	8	8
33	что и	3	8
34	тем что	3	8
35	в первом	3	7
36	как мы	2	7
37	лишь в	4	7
38	по себе	3	7
39	для него	4	7
40	в своей	5	7
41	с точки	1	7
42	во втором	4	7
43	уже не	4	7
44	этом отношении	1	7
45	не могут	1	7
46	слова и	1	7
47	что в	4	7
48	и ее	2	6
49	в истории	4	6
50	в этой	2	6
51	то же	7	6
52	было бы	1	6
53	он не	1	6
54	в их	5	6
55	могут быть	4	6
56	для понимания	2	6
57	только в	7	6
58	то что	5	6
59	не было	7	6
60	вместе с	1	6
61	а не	22	6
62	речевого общения	12	6
63	как раз	1	6
64	в результате	1	6
65	истории литературы	1	6
66	хотя бы	3	6
67	а в	5	6
68	это и	1	5
69	по преимуществу	1	5
70	в первый	1	5
71	говорить о	1	5
72	во всех	5	5
73	в слове	1	5
74	в то	3	5
75	в основе	7	5
76	же время	4	5
77	ни о	1	5
78	если бы	1	5
79	сводится к	5	5
80	и должно	1	5
81	что он	4	5
82	всяком случае	1	5
83	именно в	3	5
84	с этим	3	5
85	что же	2	5
86	более того	2	5
87	или иного	1	5
88	во всяком	2	5
89	в сущности	2	4
90	в сторону	4	4
91	что они	1	4
92	независимо от	1	4
93	как в	10	4
94	и к	4	4
95	не следует	2	4
96	не как	4	4
97	мы видели	1	4
98	не столько	1	4
99	раз и	1	4
100	к тому	5	4
101	здесь не	1	4
102	того или	2	4
103	в теории	1	4
104	но в	8	4
105	чем он	2	4
106	и теперь	1	4
107	в большинстве	1	4
108	что не	4	4
109	за счет	1	4
110	из них	3	4
111	не о	1	4
112	в особенности	4	4
113	и даже	3	4
114	другой стороны	3	4
115	как бы	5	4
116	известной степени	2	4
117	оно не	2	4
118	к этому	2	4
119	они не	2	4
120	например в	2	3
121	сам по	1	3
122	тем же	1	3
123	и до	1	3
124	а как	1	3
125	мы не	1	3
126	общения в	2	3
127	и на	5	3
128	если в	1	3
129	как к	2	3
130	хотя и	2	3
131	и как	6	3
132	от этого	1	3
133	не приходится	2	3
134	что это	1	3
135	в целом	4	3
136	из этих	1	3
137	роль в	7	3
138	только на	1	3
139	так сказать	2	3
140	время и	1	3
141	всех этих	1	3
142	значительной степени	2	3
143	и может	1	3
144	это было	2	3
145	для них	1	3
146	литературного произведения	3	3
147	как таковой	1	3
148	и правильно	1	3
149	к предмету	1	3
150	однако и	2	3
151	до известной	1	3
152	не является	4	3
153	в области	1	3
154	но все	1	3
155	его с	1	3
156	не есть	2	3
157	своего развития	1	3
158	особенно в	1	3
159	одного из	2	3
160	в значительной	2	3
161	должно было	1	3
162	к нему	1	3
163	того что	3	3
164	в какой	2	3
165	то и	1	3
166	большинстве случаев	1	3
167	и их	1	3
168	слова в	2	3
169	каждый из	1	3
170	с другой	10	3
171	а о	2	3
172	и прежде	1	3
173	и др	2	3
174	не то	1	3
175	речи и	1	3
176	их к	1	3
177	это приводит	1	3
178	быть и	1	3
179	на самом	1	3
180	или в	2	3
181	поэзии в	1	3
182	и все	2	3
183	о литературе	2	3
184	можно говорить	1	2
185	и то	1	2
186	этом пункте	1	2
187	науки о	1	2
188	идет о	1	2
189	между двумя	1	2
190	к другому	2	2
191	едва ли	2	2
192	было и	1	2
193	по аналогии	1	2
194	совпадает с	2	2
195	они были	1	2
196	этого термина	2	2
197	столь же	3	2
198	как таковая	1	2
199	с реальной	1	2
200	но не	11	2
201	но как	2	2
202	а только	1	2
203	очевидно что	1	2
204	отношение к	4	2
205	он пишет	1	2
206	отличие от	5	2
207	в одной	3	2
208	перед нами	3	2
209	со своей	1	2
210	в которой	1	2
211	уже в	2	2
212	он в	1	2
213	действительности а	1	2
214	речи но	1	2
215	литературных произведений	1	2
216	в понимании	1	2
217	состоит в	9	2
218	не к	1	2
219	в понятии	1	2
220	и более	1	2
221	высказывание может	1	2
222	и по	2	2
223	на этом	2	2
224	том случае	1	2
225	говорить не	1	2
226	от одного	1	2
227	и тем	2	2
228	только тем	1	2
229	том что	19	2
230	в этих	1	2
231	во второй	1	2
232	представление о	1	2
233	себе а	1	2
234	в отличие	5	2
235	от его	1	2
236	должны были	1	2
237	как их	2	2
238	не могли	1	2
239	период своего	1	2
240	тем самым	1	2
241	самого начала	1	2
242	не имеет	1	2
243	не по	1	2
244	для всего	1	2
245	никогда не	2	2
246	не учитывать	1	2
247	этих двух	1	2
248	точке зрения	1	2
249	всего в	1	2
250	что на	1	2
251	если же	1	2
252	и это	1	2
253	и о	4	2
254	значения и	1	2
255	на нем	1	2
256	в ее	3	2
257	и от	1	2
258	с самого	1	2
259	приводит к	2	2
260	и иные	2	2
261	времени и	3	2
262	было в	2	2
263	в эпоху	5	2
264	в виду	2	2
265	произведение искусства	1	2
266	между тем	4	2
267	отметить что	1	2
268	это не	3	2
269	этом смысле	1	2
270	один из	3	2
271	с ними	1	2
272	или же	1	2
273	не будет	1	2
274	потому что	4	2
275	в качестве	34	2
276	вопроса о	1	2
277	или даже	2	2
278	при помощи	1	2
279	и других	1	2
280	в известной	1	2
281	в котором	5	2
282	сами по	2	2
283	в конце	1	2
284	как его	2	2
285	общения и	2	2
286	со стороны	7	2
287	даже не	1	2
288	самой литературы	1	2
289	а именно	1	2
290	в каких	1	2
291	его из	1	2
292	до конца	1	2
293	ничем не	1	2
294	его как	2	2
295	к его	2	2
296	как это	1	2
297	в той	1	2
298	в тех	2	2
299	реальной действительностью	1	2
300	как особой	1	2
301	как предмет	1	2
302	но это	1	2
303	в чем	1	2
