N	2gram	Vinokur_Ku_3	StatiiOP
1	и в	23	44
2	в том	22	36
3	и т	54	30
4	что в	13	30
5	том что	11	29
6	пушкина в	1	24
7	в этом	16	21
8	т д	8	21
9	вовсе не	5	19
10	не только	17	18
11	то что	4	18
12	было бы	16	17
13	о том	6	17
14	а в	5	17
15	а не	11	16
16	и не	10	16
17	может быть	14	15
18	т е	32	15
19	в области	14	14
20	в данном	7	14
21	как в	4	13
22	пушкина и	1	13
23	можно было	11	13
24	не в	5	12
25	в первой	1	12
26	самом деле	14	11
27	того чтобы	11	11
28	у нас	10	11
29	точки зрения	23	11
30	но в	2	10
31	ясно что	4	10
32	для того	12	10
33	что он	6	10
34	только в	6	10
35	но и	3	10
36	также и	5	9
37	как и	5	9
38	в отношении	3	9
39	в то	3	9
40	но также	5	9
41	так и	6	9
42	если бы	8	9
43	того что	11	9
44	в его	11	9
45	т п	41	9
46	с другой	7	9
47	например в	1	8
48	статьи в	1	8
49	все же	5	8
50	это не	3	8
51	с точки	16	8
52	пушкина но	1	8
53	у пушкина	1	8
54	и его	1	8
55	не может	6	8
56	я не	5	7
57	что они	2	7
58	в самом	13	7
59	в статье	2	7
60	так например	1	7
61	таким образом	9	7
62	другой стороны	3	7
63	для нас	4	7
64	и об	2	7
65	до сих	8	7
66	прежде всего	9	7
67	сих пор	8	7
68	сказать что	7	7
69	по поводу	3	7
70	на самом	3	6
71	со стороны	1	6
72	из этих	5	6
73	в своей	4	6
74	потому что	12	6
75	данном случае	4	6
76	что и	6	6
77	всяком случае	1	6
78	для него	1	6
79	именно в	3	6
80	при чем	5	6
81	в той	4	6
82	что же	5	6
83	но это	5	6
84	хотя бы	9	6
85	во всяком	2	6
86	вряд ли	1	5
87	и то	1	5
88	то же	6	5
89	той же	3	5
90	уже о	2	5
91	в целом	4	5
92	все эти	7	5
93	данном отношении	1	5
94	в слове	4	5
95	такой же	2	5
96	в котором	2	5
97	в которых	3	5
98	не менее	12	5
99	никогда не	1	5
100	могут быть	6	5
101	думаю что	1	5
102	в печати	2	5
103	так как	9	5
104	тем что	5	5
105	там где	3	5
106	что мы	2	5
107	текста в	1	5
108	все это	2	5
109	совершенно не	5	5
110	так же	2	5
111	речь идет	3	4
112	как это	7	4
113	это и	3	4
114	в которой	1	4
115	вопрос о	11	4
116	в основу	1	4
117	столь же	4	4
118	бы и	3	4
119	что это	3	4
120	что она	5	4
121	в россии	2	4
122	является не	1	4
123	но все	2	4
124	но если	3	4
125	случае в	1	4
126	представление о	1	4
127	дело не	2	4
128	не имеет	3	4
129	же время	1	4
130	это слово	1	4
131	своей статье	2	4
132	как будто	1	4
133	том отношении	2	4
134	в ее	4	4
135	языка и	2	4
136	на вопрос	3	4
137	и что	7	4
138	д но	1	4
139	заключается в	4	4
140	во втором	1	4
141	этот вопрос	3	4
142	в качестве	2	4
143	же и	1	4
144	никто не	1	4
145	мы находим	3	4
146	как раз	4	4
147	не было	4	4
148	на эту	1	4
149	в частности	2	4
150	как бы	5	4
151	стр в	1	4
152	тем более	5	4
153	еще более	2	4
154	или иного	3	4
155	того или	3	4
156	это в	2	4
157	же как	1	3
158	того же	4	3
159	и без	2	3
160	тем же	2	3
161	должна быть	3	3
162	в деле	1	3
163	то это	3	3
164	конечно и	1	3
165	в ней	3	3
166	еще не	9	3
167	в чем	5	3
168	своего рода	2	3
169	но не	3	3
170	не все	2	3
171	по отношению	3	3
172	или иное	2	3
173	и я	2	3
174	с этим	1	3
175	как к	2	3
176	что касается	1	3
177	говорит что	1	3
178	то в	3	3
179	это можно	1	3
180	точку зрения	2	3
181	меньшей мере	1	3
182	е с	1	3
183	в словаре	1	3
184	не значит	5	3
185	же это	2	3
186	в каждом	1	3
187	связанные с	1	3
188	же касается	1	3
189	в другом	1	3
190	и с	3	3
191	лишь в	8	3
192	и тем	6	3
193	даже в	1	3
194	ни в	3	3
195	чем в	2	3
196	что не	4	3
197	тому что	4	3
198	в г	1	3
199	во время	1	3
200	о значении	2	3
201	а на	1	3
202	себе целью	2	3
203	по меньшей	1	3
204	не по	3	3
205	в основе	1	3
206	а во	1	3
207	п в	3	3
208	из истории	1	3
209	в каком	3	3
210	обстоятельство что	3	3
211	в остальных	1	3
212	должны быть	1	3
213	то или	2	3
214	не трудно	3	3
215	и нужно	2	3
216	внимание на	2	3
217	тем или	1	3
218	между тем	4	3
219	эмпирического материала	1	3
220	и только	3	3
221	но с	1	3
222	в двух	2	3
223	в какой	3	3
224	и так	1	3
225	по этому	1	3
226	с одной	4	3
227	если это	2	3
228	вопроса о	3	3
229	в виде	1	3
230	в начале	1	3
231	знаки препинания	1	3
232	ставит себе	3	3
