N	3gram	Bakhtin_Pr_3	VelikijI
1	о великом инквизиторе	1	4
2	а между тем	2	2
3	то что я	1	2
4	но и в	1	2
5	легенда о великом	1	2
6	в нем нет	3	2
7	в том что	3	2
8	человек на земле	1	1
9	и вообще в	2	1
10	очень важное место	1	1
11	во всем мире	2	1
12	ко всем людям	1	1
13	в сознании и	1	1
14	то есть перед	2	1
15	о судьбе человечества	1	1
16	но в нем	1	1
17	по крайней мере	1	1
18	человечества мы не	1	1
19	в конце концов	1	1
20	это одна из	1	1
21	в мире и	1	1
22	с другой стороны	1	1
23	по сравнению с	4	1
24	жизни и потому	1	1
25	так и в	2	1
26	и никогда не	1	1
27	если нет бога	1	1
28	проявляется и в	2	1
29	после того как	1	1
30	мы видим что	1	1
31	и в духе	1	1
32	как и в	3	1
33	и в другие	1	1
