N	2gram	Vygotskiy__3	Dialekti
1	не есть	1	40
2	и не	10	30
3	или от	2	22
4	и есть	1	19
5	а не	7	18
6	и т	14	17
7	ничего не	2	17
8	может быть	19	17
9	то что	35	16
10	т д	4	15
11	и в	38	15
12	как бы	14	14
13	точки зрения	16	14
14	не имеет	6	14
15	так как	6	14
16	что это	10	13
17	это есть	2	13
18	того что	4	13
19	это не	1	12
20	в этом	13	11
21	и вот	2	11
22	ясно что	6	11
23	в том	25	11
24	не может	7	11
25	и все	10	11
26	том что	14	10
27	в основе	3	10
28	потому что	14	10
29	с ее	2	10
30	это и	1	9
31	то же	10	9
32	мы не	5	9
33	было бы	12	9
34	с точки	9	9
35	в виду	4	9
36	и что	18	9
37	уже не	2	9
38	все это	3	9
39	в чем	1	8
40	не в	12	8
41	в себе	4	8
42	не только	12	8
43	ни в	3	8
44	и это	8	8
45	и о	3	8
46	и ее	2	8
47	это значит	1	8
48	должна быть	5	7
49	не просто	2	7
50	что именно	2	7
51	что тут	1	7
52	и мы	13	7
53	как и	8	7
54	и вообще	1	7
55	и его	6	7
56	что оно	2	7
57	только в	4	7
58	что мы	1	7
59	или в	5	7
60	что он	11	7
61	что в	20	7
62	перед нами	8	6
63	хотя и	1	6
64	и тем	3	6
65	если бы	14	6
66	в то	3	6
67	что и	4	6
68	так что	8	6
69	вовсе не	8	6
70	и даже	4	6
71	а именно	1	6
72	в результате	1	6
73	сказать что	4	6
74	ни на	1	6
75	если вы	1	5
76	той же	2	5
77	мы имеем	1	5
78	в сущности	10	5
79	утверждаю что	1	5
80	и на	6	5
81	с его	1	5
82	в своем	5	5
83	то в	1	5
84	на то	16	5
85	что она	16	5
86	в нем	4	5
87	есть не	1	5
88	в жизни	1	5
89	что такое	1	5
90	в ней	15	5
91	но что	2	5
92	но только	8	5
93	того чтобы	9	5
94	я не	5	5
95	таким образом	12	5
96	как только	3	5
97	о том	6	5
98	в себя	1	5
99	так и	1	5
100	можно сказать	1	5
101	и можно	1	5
