N	3gram	Bakhtin_fo_2	FransuaR
1	в том числе	3	10
2	том числе и	2	7
3	мы уже говорили	3	7
4	в том что	3	6
5	в той или	1	5
6	как мы уже	4	5
7	той или иной	1	5
8	в средние века	3	4
9	до сих пор	2	4
10	в отличие от	1	4
11	или иной форме	1	4
12	то есть в	1	4
13	отношение к времени	1	3
14	в эпоху возрождения	3	3
15	мы уже сказали	3	3
16	сих пор еще	1	3
17	с точки зрения	8	3
18	в фабльо и	1	3
19	в этом отношении	2	3
20	почти вовсе не	1	3
21	века и в	1	3
22	выходит за пределы	1	3
23	у рабле в	2	3
24	и прежде всего	3	3
25	во время карнавала	1	2
26	существенную роль в	1	2
27	к себе самому	3	2
28	на самом деле	1	2
29	но и в	3	2
30	времени то есть	1	2
31	в значительной мере	1	2
32	и у других	1	2
33	уже говорили что	1	2
34	с одной стороны	1	2
35	и в условиях	1	2
36	во всех этих	3	2
37	литературе и в	1	2
38	вовсе не является	1	2
39	литературе так и	1	2
40	средневековья и возрождения	1	2
41	определяющее влияние на	1	2
42	на протяжении всего	2	2
43	как бы ни	1	2
44	но все же	1	2
45	средние века и	2	2
46	в большинстве случаев	3	2
47	в романе рабле	5	2
48	переплетаются друг с	1	1
49	у других представителей	1	1
50	можно сказать что	1	1
51	в так называемой	1	1
52	свой положительный полюс	1	1
53	сводится к тому	1	1
54	только в пределах	1	1
55	и связанные с	1	1
56	характерны и для	1	1
57	и др все	1	1
58	имеем в виду	3	1
59	там где они	1	1
60	чистом виде но	1	1
61	для своего выражения	1	1
62	в неразрывном единстве	1	1
63	том что он	1	1
64	рабле в частности	1	1
65	изображении человеческого тела	2	1
66	и прославление и	1	1
67	и не только	1	1
68	на первый план	2	1
69	в дальнейшем мы	2	1
70	тела и телесной	1	1
71	находится в состоянии	1	1
72	смерти с рождением	1	1
73	сами по себе	2	1
74	можно говорить о	1	1
75	все разобранные нами	1	1
76	жизни и смерти	1	1
77	в изображении человеческого	1	1
78	в римских сатурналиях	1	1
79	и др и	1	1
80	с ним в	1	1
81	фабльо и шванках	1	1
82	себе самому и	1	1
83	и телесной жизни	1	1
84	к самой природе	1	1
85	как пародия на	1	1
86	это вовсе не	1	1
87	в литературе и	1	1
88	романе рабле вовсе	1	1
89	это как бы	1	1
90	резко отклоняется от	1	1
91	так сказать в	1	1
92	не похожа на	1	1
93	аппетит и жажда	1	1
94	то что было	2	1
95	влияние на развитие	1	1
96	так как он	1	1
97	еды и питья	15	1
98	в эпизоде воспитания	1	1
99	в особенности в	1	1
100	мы наблюдаем в	1	1
101	и в них	1	1
102	но в то	1	1
103	лежит в основе	2	1
104	в них как	1	1
105	в основе этих	1	1
106	и в большинстве	1	1
107	шута и дурака	6	1
108	жизни но и	1	1
109	но при этом	1	1
110	пр и пр	1	1
111	рабле вовсе не	1	1
112	прежде всего необходимо	1	1
113	др все эти	1	1
114	еды питья испражнений	1	1
115	и почти вовсе	1	1
116	господствующей точки зрения	1	1
117	в связи с	7	1
118	так и на	1	1
119	в мистическом плане	1	1
120	все более и	1	1
121	человеческого тела в	3	1
122	в наши задачи	1	1
123	эпоху возрождения но	1	1
124	он не знает	1	1
125	и исторического времени	1	1
126	мира и человека	1	1
127	с другой стороны	1	1
128	как бы в	1	1
129	не может быть	1	1
130	питья испражнений половой	1	1
131	возрождения у боккаччо	1	1
132	форм для своего	1	1
133	не могли конечно	1	1
134	эпизоде воспитания гаргантюа	1	1
135	то же время	4	1
136	смысле но и	1	1
137	и пр и	1	1
138	ни для кого	1	1
139	принадлежит к самой	1	1
140	наконец и в	1	1
141	в одном из	1	1
142	у рабле не	2	1
143	и так сказать	1	1
144	более и более	1	1
145	в себя и	1	1
146	тела смерть здесь	1	1
147	мы имеем в	2	1
148	для того чтобы	7	1
149	мы вовсе не	1	1
150	до эпохи возрождения	1	1
151	друг от друга	2	1
152	человеческого тела как	1	1
153	форм и образов	1	1
154	в частности с	1	1
155	в то же	4	1
156	диккенса и др	1	1
157	друг с другом	4	1
158	и в нем	1	1
159	не только в	5	1
160	форме и степени	1	1
161	образ смерти в	1	1
162	иной форме и	1	1
163	романе и в	1	1
164	полноту своего значения	1	1
165	вне связи с	1	1
166	в эпизоде с	3	1
167	то есть с	1	1
