N	2gram	Losev_Dial_3	Sovremen
1	не может	19	17
2	может быть	13	12
3	точки зрения	25	12
4	таким образом	13	11
5	мы не	5	9
6	в этом	8	7
7	не можем	2	7
8	и в	24	7
9	мы можем	1	6
10	ничего не	17	6
11	как и	7	6
12	и не	27	6
13	в результате	1	6
14	только одна	3	6
15	и наконец	1	5
16	все эти	3	5
17	что же	11	5
18	прежде всего	8	5
19	с точки	14	5
20	в условиях	2	5
21	в зависимости	2	4
22	вопрос о	5	4
23	зависимости от	3	4
24	нет и	4	4
25	в том	5	4
26	если мы	1	4
27	из них	3	4
28	же это	1	4
29	так как	6	4
30	не только	23	4
31	как бы	3	4
32	вместе с	1	4
33	это не	4	4
34	точку зрения	1	4
35	их в	2	4
36	а в	2	4
37	жизни и	5	4
38	он может	1	3
39	в первом	2	3
40	то же	6	3
41	ясно что	7	3
42	его развития	1	3
43	отнюдь не	10	3
44	у всех	1	3
45	все же	3	3
46	еще не	2	3
47	но в	2	3
48	в себе	2	3
49	мы получим	1	3
50	что она	9	3
51	ведь это	2	3
52	в одном	1	3
53	в нем	3	3
54	при этом	2	3
55	из двух	3	3
56	было бы	5	3
57	а не	26	3
58	и потому	2	3
59	этим мы	1	3
60	не в	3	3
61	все это	6	3
62	а все	1	3
63	одна из	3	3
64	для нас	2	3
65	и все	6	3
66	у нас	4	3
67	состоит из	1	3
68	и к	5	3
69	когда мы	2	3
70	отличается от	8	3
71	как мы	2	2
72	ли оно	1	2
73	и есть	16	2
74	той же	3	2
75	на этом	2	2
76	и даже	13	2
77	говорить о	4	2
78	только так	1	2
79	и что	15	2
80	и во	2	2
81	самом деле	6	2
82	в его	2	2
83	и будет	1	2
84	с этим	3	2
85	быть и	3	2
86	только один	1	2
87	в самом	7	2
88	к чему	1	2
89	в которой	1	2
90	или же	3	2
91	что это	12	2
92	из этих	2	2
93	тот или	2	2
94	с одной	3	2
95	со всеми	2	2
96	и они	2	2
97	уже не	5	2
98	то и	3	2
99	в виде	8	2
100	тем не	10	2
101	мы знаем	3	2
102	всяком случае	2	2
103	у него	2	2
104	и по	2	2
105	но все	1	2
106	то ни	1	2
107	что все	14	2
108	или иной	4	2
109	физико-химическое объяснение	1	2
110	в некоторых	1	2
111	и пр	6	2
112	которой он	1	2
113	такой же	1	2
114	свою собственную	1	2
115	что такое	21	2
116	он должен	3	2
117	из которых	3	2
118	о жизни	1	2
119	же мы	2	2
120	не менее	11	2
121	на котором	2	2
122	не знаем	1	2
123	этих двух	1	2
124	в науке	1	2
125	тот же	1	2
126	представлять себе	1	2
127	своего предмета	1	2
128	совершенно не	2	2
129	не могут	4	2
130	могут быть	2	2
131	же самое	1	2
132	что в	7	2
133	если же	8	2
134	в таком	14	2
135	во всяком	2	2
136	а может	1	1
137	должен быть	1	1
138	новое время	1	1
139	и это	4	1
140	диалектического материализма	1	1
141	значении в	1	1
142	с ее	1	1
143	живое существо	2	1
144	а из	2	1
145	на самом	1	1
146	раз мы	2	1
147	это и	7	1
148	но тем	1	1
149	для науки	2	1
150	живое от	1	1
151	так в	2	1
152	по преимуществу	1	1
153	бы к	1	1
154	не имеют	2	1
155	в мире	1	1
156	быть действительно	1	1
157	мы уже	3	1
158	есть не	9	1
159	в споре	1	1
160	в биологии	1	1
161	во многом	1	1
162	мы имеем	1	1
163	и само	1	1
164	же как	2	1
165	законов природы	10	1
166	как особого	2	1
167	что уже	1	1
168	же мере	1	1
169	если бы	6	1
170	и вообще	2	1
171	оно вообще	2	1
172	что иное	6	1
173	видим не	1	1
174	мы всегда	1	1
175	построения в	1	1
176	же необходимо	1	1
177	и ни	3	1
178	о том	6	1
179	в ней	2	1
180	и та	1	1
181	что каждый	1	1
182	которую можно	1	1
183	утверждает что	3	1
184	она всегда	2	1
185	на них	2	1
186	иное как	6	1
187	же время	3	1
188	в вопросах	1	1
189	бы то	2	1
190	что его	5	1
191	его в	1	1
192	с его	2	1
193	во всех	1	1
194	веры но	2	1
195	науке и	1	1
196	машину в	1	1
197	живых существ	2	1
198	природы и	2	1
199	раз и	3	1
200	еще одним	1	1
201	данном случае	1	1
202	но не	2	1
203	но как	2	1
204	точка зрения	5	1
205	вся эта	1	1
206	друг на	1	1
207	в конечном	1	1
208	конечном счете	1	1
209	а потому	1	1
210	более как	1	1
211	крайней мере	5	1
212	вообще и	1	1
213	все время	3	1
214	чем же	1	1
215	идет о	1	1
216	независимо от	1	1
217	опирается на	1	1
218	стороны и	1	1
219	к которому	1	1
220	значит что	24	1
221	к нему	3	1
222	кроме того	6	1
223	с понятием	1	1
224	одной из	1	1
225	природой и	1	1
226	в одинаковой	2	1
227	только в	5	1
228	вот где	1	1
229	именно эта	1	1
230	в этот	1	1
231	чего же	1	1
232	то он	1	1
233	не приходится	1	1
234	та же	1	1
235	к другому	1	1
236	но ведь	1	1
237	этот вопрос	1	1
238	конечно не	4	1
239	в общий	1	1
240	и у	2	1
241	мира но	1	1
242	только на	7	1
243	ни одного	1	1
244	нельзя говорить	1	1
245	пусть это	1	1
246	то этим	1	1
247	и если	2	1
248	и чисто	2	1
249	всеми ее	1	1
250	а это	1	1
251	по самому	1	1
252	чтобы он	1	1
253	он не	5	1
254	конечно нет	1	1
255	же они	2	1
256	эти три	1	1
257	в корне	1	1
258	по существу	2	1
259	допустим что	16	1
260	сами по	3	1
261	у читателя	1	1
262	вовсе не	13	1
263	но что	7	1
264	не материальная	1	1
265	случае не	3	1
266	одной и	1	1
267	бы все	1	1
268	в основу	1	1
269	поскольку она	1	1
270	это конечно	1	1
271	по его	1	1
272	науки в	1	1
273	зрения с	1	1
274	это значит	24	1
275	раз из	1	1
276	и только	6	1
277	не будет	3	1
278	факт что	1	1
279	и может	1	1
280	в совершенно	1	1
281	одной стороны	3	1
282	живой жизни	1	1
283	чем в	1	1
284	до сих	1	1
285	с другой	4	1
286	может ли	3	1
287	именно в	2	1
288	здесь в	1	1
289	но самый	1	1
290	будет ли	1	1
291	исходным пунктом	1	1
292	и прежде	3	1
293	нас есть	1	1
294	весь мир	1	1
295	такое же	1	1
296	в природе	2	1
297	его с	1	1
298	на ней	1	1
299	в ином	1	1
300	только к	2	1
301	только одно	2	1
302	ни в	9	1
303	от другого	1	1
304	может находиться	1	1
305	нет в	1	1
306	не было	3	1
307	она и	2	1
308	все равно	2	1
309	для своего	1	1
310	этого не	2	1
311	на друга	1	1
312	одна и	1	1
313	всегда и	1	1
314	несмотря на	2	1
315	жизни но	1	1
316	та самая	1	1
317	привилегированное положение	1	1
318	должно быть	3	1
319	и ничего	4	1
320	и следовательно	2	1
321	понятия и	2	1
322	находиться в	1	1
323	в связи	1	1
324	и становится	1	1
325	том что	8	1
326	нет никаких	2	1
327	но если	6	1
328	и при	1	1
329	своему существу	1	1
330	так же	4	1
331	от неживого	1	1
332	в такой	1	1
333	почти не	1	1
334	сил что	1	1
335	мы говорим	2	1
