N	2gram	Bakhtin_fo_2	Problemy
1	и в	46	43
2	и не	9	29
3	может быть	7	23
4	как бы	10	22
5	не может	2	18
6	в пределах	5	16
7	как и	8	14
8	но и	9	14
9	и т	14	13
10	в этом	22	13
11	точки зрения	10	13
12	что он	3	13
13	в нем	5	12
14	в одном	7	12
15	слова и	3	12
16	не только	11	11
17	в каждом	1	11
18	не в	9	11
19	по себе	2	11
20	и на	7	10
21	но в	10	10
22	как мы	6	10
23	в его	8	10
24	прежде всего	14	10
25	в сущности	2	9
26	еще не	6	9
27	он не	5	9
28	слово и	1	9
29	никогда не	6	9
30	в большинстве	3	9
31	т п	11	9
32	то же	8	8
33	лишь в	2	8
34	для него	3	8
35	с точки	8	8
36	и его	12	8
37	с самим	1	8
38	большинстве случаев	3	8
39	в самом	1	7
40	к себе	4	7
41	в то	5	7
42	и сам	1	7
43	в другом	3	7
44	в него	1	7
45	до сих	2	7
46	а не	4	7
47	сих пор	2	7
48	то что	7	7
49	и наконец	6	6
50	так сказать	7	6
51	при этом	6	6
52	не как	1	6
53	в этих	3	6
54	здесь не	2	6
55	на свой	1	6
56	в том	10	6
57	в котором	4	6
58	у него	9	6
59	и все	6	6
60	м б	1	6
61	самом деле	1	5
62	и он	4	5
63	но не	5	5
64	хотя и	3	5
65	в себе	4	5
66	тон и	2	5
67	все эти	5	5
68	да и	1	5
69	таким образом	3	5
70	и с	6	5
71	было бы	2	5
72	рядом с	2	5
73	самим собою	2	5
74	в скрытой	1	5
75	но здесь	2	5
76	в речи	1	5
77	о том	4	5
78	никак не	1	5
79	и что	1	5
80	же время	4	5
81	мы увидим	1	5
82	так что	4	5
83	вовсе не	13	5
84	в той	2	5
85	все это	6	5
86	бы в	1	5
87	а в	3	5
88	и до	2	4
89	а как	1	4
90	мы не	1	4
91	с его	1	4
92	во всех	11	4
93	себе и	1	4
94	отличие от	1	4
95	там где	2	4
96	в своем	5	4
97	в произведении	1	4
98	т д	3	4
99	если же	1	4
100	человека в	6	4
101	в них	7	4
102	далеко не	2	4
103	должно быть	5	4
104	во время	10	4
105	в своей	1	4
106	в отличие	1	4
107	но он	2	4
108	их в	4	4
109	том же	4	4
110	как его	2	4
111	в самой	2	4
112	или как	1	4
113	с другом	4	4
114	среди них	1	4
115	к тому	3	4
116	и это	2	4
117	с собой	1	4
118	из одного	1	4
119	только в	11	4
120	в стиле	1	4
121	так как	6	4
122	точек зрения	1	4
123	с другой	2	4
124	на этот	1	4
125	до конца	2	4
126	более того	1	4
127	не на	3	4
128	то есть	10	4
129	не могут	1	4
130	друг с	4	4
131	но это	2	4
132	в результате	1	4
133	между ними	2	4
134	совершенно не	1	4
135	себе самому	3	4
136	что в	5	4
137	но эти	3	4
138	себя как	1	3
139	также и	4	3
140	связи между	2	3
141	должна быть	1	3
142	мы уже	9	3
143	что если	1	3
144	и свой	1	3
145	в виду	3	3
