N	2gram	Losev_Dial_1	Vladivir
1	вл соловьев	1	136
2	и в	18	30
3	в этом	12	20
4	то что	13	20
5	у него	1	19
6	и не	30	18
7	в том	9	18
8	и с	5	14
9	же с	1	13
10	что он	11	13
11	в конце	4	13
12	не только	13	12
13	том что	9	12
14	что в	13	12
15	как мы	4	11
16	в его	3	11
17	а в	5	11
18	сказать что	10	11
19	и вообще	4	10
20	а также	1	10
21	не было	6	10
22	и даже	13	10
23	все же	5	9
24	кроме того	1	9
25	было бы	12	9
26	не в	6	9
27	в то	6	9
28	не может	12	9
29	для него	2	9
30	потому что	14	9
31	в своем	5	8
32	но в	6	8
33	что же	3	8
34	связи с	1	8
35	но и	7	8
36	в связи	1	8
37	вместе с	1	8
38	то есть	1	7
39	ни в	15	7
40	точки зрения	17	7
41	никогда не	9	7
42	не менее	2	7
43	может быть	17	7
44	а не	14	7
45	как это	4	7
46	между прочим	1	7
47	для нас	1	7
48	и все	3	7
49	также и	7	6
50	хотя и	4	6
51	и к	1	6
52	в себе	11	6
53	об этом	4	6
54	в москве	1	6
55	тем не	1	6
56	и его	1	6
57	то время	1	6
58	его жизни	1	6
59	только в	3	6
60	всяком случае	2	6
61	а именно	1	6
62	еще и	3	6
63	прежде всего	10	6
64	о чем	2	6
65	к этому	2	6
66	жизни и	3	6
67	во всяком	4	6
68	и то	9	5
69	и я	1	5
70	с этим	2	5
71	то в	7	5
72	все эти	2	5
73	при этом	1	5
74	же касается	1	5
75	как и	2	5
76	в своей	2	5
77	в котором	4	5
78	по себе	25	5
79	так как	11	5
80	в дальнейшем	5	5
81	это мы	4	5
82	так и	9	5
83	с ним	6	5
84	другими словами	2	5
85	и что	12	5
86	того что	2	5
87	так что	15	5
88	но что	3	5
89	как бы	11	5
90	все это	11	5
91	в результате	1	5
92	из этого	1	5
93	то же	10	4
94	той же	1	4
95	я не	5	4
96	то это	4	4
97	и он	5	4
98	в ней	3	4
99	совсем не	1	4
100	отношение к	5	4
101	в которой	1	4
102	что это	11	4
103	в этой	1	4
104	и если	1	4
105	в нем	16	4
106	он не	3	4
107	содержит в	3	4
108	его в	1	4
109	это было	2	4
110	и мы	5	4
111	несмотря на	10	4
112	мы с	1	4
113	в этих	5	4
114	по крайней	4	4
115	мы должны	5	4
116	можно судить	1	4
117	вот что	1	4
118	не есть	40	4
119	и о	3	4
120	здесь не	1	4
121	эти последние	2	4
122	можно сказать	6	4
123	о том	4	4
124	конечно не	3	4
125	вовсе не	7	4
126	для меня	4	4
127	крайней мере	4	4
128	со стороны	2	4
129	именно в	2	4
130	так же	4	4
131	с этой	2	4
132	но это	8	4
133	и наконец	1	4
134	ко всему	2	4
135	можно говорить	2	3
136	отношения к	3	3
137	и больше	2	3
138	говоря о	2	3
139	и вот	6	3
140	быть в	2	3
141	во всех	1	3
142	но не	4	3
143	не то	6	3
144	мы сейчас	1	3
145	его на	1	3
146	как в	2	3
147	что касается	2	3
148	и как	7	3
149	более или	3	3
150	так или	1	3
151	из этих	2	3
152	учение о	11	3
153	в очень	1	3
154	всех этих	3	3
155	таким образом	1	3
156	в них	3	3
157	должно быть	3	3
158	или менее	3	3
159	в отношении	5	3
160	с точки	12	3
161	что я	3	3
162	последних дней	1	3
163	но он	1	3
164	не могли	1	3
165	вплоть до	3	3
166	только и	4	3
167	же время	4	3
168	учения о	2	3
169	к ней	4	3
170	он и	2	3
171	когда мы	1	3
172	где он	1	3
173	и это	2	3
174	никак не	6	3
175	что и	3	3
176	мы будем	1	3
177	уже не	2	3
178	я в	2	3
179	уже в	1	3
180	в виде	2	3
181	а это	1	3
182	сказать о	1	3
183	здесь мы	1	3
184	никакого отношения	1	3
185	даже и	3	3
186	или иначе	1	3
187	дело в	1	3
188	конце концов	3	3
189	в данном	3	3
190	да и	6	3
191	по существу	1	3
192	и для	2	3
193	уже на	1	3
194	еще более	3	3
195	тем более	2	3
196	хотя бы	6	3
197	но вот	3	3
198	в таком	1	3
199	точно так	2	3
200	я и	1	2
201	сам по	6	2
202	и есть	16	2
203	очень много	3	2
204	и до	1	2
205	что эти	1	2
206	мы уже	1	2
207	его не	6	2
208	от всякой	2	2
209	еще на	1	2
210	что если	2	2
211	есть нечто	10	2
212	время как	2	2
213	и бытия	1	2
214	как я	1	2
215	в будущем	1	2
216	же нужно	1	2
217	есть для	2	2
218	не был	2	2
219	только тогда	2	2
220	а он	3	2
221	себе и	2	2
222	я должен	1	2
223	это тоже	1	2
224	он на	2	2
225	есть его	1	2
226	в самом	3	2
227	но его	1	2
228	как он	4	2
229	на то	5	2
230	не могла	1	2
231	мысли и	3	2
232	которой не	3	2
233	же это	3	2
234	том чтобы	1	2
235	и сам	1	2
236	на земле	2	2
237	и по	1	2
238	на этом	2	2
239	но все	3	2
240	это значит	11	2
241	и может	2	2
242	заключается в	1	2
243	отчет в	1	2
244	это не	9	2
245	кажется что	1	2
246	и вы	3	2
247	этого не	1	2
248	а за	1	2
249	говорится о	1	2
250	мы не	1	2
251	еще в	1	2
252	нисколько не	4	2
253	на первый	1	2
254	и при	2	2
255	ли он	1	2
256	в их	3	2
257	говорил о	1	2
258	что философ	1	2
259	даже в	3	2
260	и очень	1	2
261	раз и	2	2
262	мы пока	1	2
263	она не	6	2
264	иной раз	2	2
265	меня не	1	2
266	не имеет	15	2
267	правда в	1	2
268	того как	1	2
269	и притом	4	2
270	тогда и	1	2
271	было у	1	2
272	само по	5	2
273	что вы	1	2
274	того чтобы	1	2
275	того и	1	2
276	на меня	1	2
277	всего на	1	2
278	не о	4	2
279	это вероятно	1	2
280	ровно ничего	5	2
281	меня и	1	2
282	и нужно	1	2
283	уже и	3	2
284	как будто	1	2
285	больше того	4	2
286	всему этому	1	2
287	которое в	2	2
288	относиться к	3	2
289	и часто	1	2
290	к тому	4	2
291	вы не	1	2
292	но по	1	2
293	в виду	5	2
294	не могу	4	2
295	совершенно ничего	2	2
296	почему и	1	2
297	имеет никакого	3	2
298	ничего не	17	2
299	в чем	6	2
300	или как	1	2
301	к нему	8	2
302	и всякая	1	2
303	и можно	1	2
304	в каких	1	2
305	года то	1	2
306	от нас	1	2
307	и жизни	4	2
308	нужно понимать	2	2
309	история и	1	2
310	себя в	1	2
311	он сам	5	2
312	даже вообще	1	2
313	него и	1	2
314	а то	1	2
315	ни с	6	2
