N	2gram	Tiupa_Hudo_1	Problema
1	то что	4	42
2	вовсе не	2	35
3	то есть	18	33
4	и в	19	32
5	и не	15	31
6	не есть	1	29
7	в этом	11	19
8	не менее	3	19
9	тем не	3	18
10	не только	16	17
11	потому что	3	16
12	в себе	9	15
13	по себе	2	15
14	а не	9	15
15	но в	7	14
16	у нас	1	14
17	может быть	14	14
18	как бы	9	14
19	в нем	5	13
20	и тем	2	13
21	как раз	3	13
22	сказать что	4	13
23	том что	8	12
24	что в	6	12
25	так и	11	12
26	а именно	2	12
27	также и	1	11
28	так как	1	11
29	о том	2	11
30	и даже	1	11
31	если мы	2	11
32	то же	10	10
33	отнюдь не	2	10
34	в этой	2	10
35	об этом	2	10
36	прежде всего	4	10
37	еще не	3	9
38	но не	11	9
39	художественный образ	1	9
40	то с	1	9
41	того чтобы	2	9
42	же самое	1	9
43	и это	2	9
44	и что	3	9
45	но и	10	9
46	по своему	2	9
47	в данном	4	9
48	в том	18	9
49	так же	2	9
50	в таком	1	9
51	и о	3	8
52	и ее	3	8
53	и на	2	8
54	все эти	2	8
55	на то	1	8
56	для того	2	8
57	было бы	1	8
58	он и	1	8
59	в своей	5	8
60	когда мы	1	8
61	не может	7	8
62	во всех	3	7
63	тоже не	1	7
64	содержит в	1	7
65	ни в	5	7
66	в них	2	7
67	и является	1	7
68	как мы	1	7
69	здесь не	2	7
70	никогда не	2	7
71	того что	4	7
72	что он	3	7
73	только в	5	7
74	тем что	1	7
75	такого рода	10	7
76	все это	2	7
77	таком случае	1	6
78	и то	4	6
79	и есть	1	6
80	есть не	1	6
81	говорить о	3	6
82	но как	2	6
83	за пределы	2	6
84	и как	3	6
85	в самом	5	6
86	при этом	13	6
87	его в	2	6
88	это не	2	6
89	что такое	1	6
90	в то	6	6
91	таким образом	3	6
92	в виду	5	6
93	разного рода	1	6
94	и здесь	1	6
95	в его	9	6
96	этом смысле	3	6
97	так что	1	6
98	в конце	1	6
99	о чем	2	6
100	как это	5	6
101	не существует	1	6
102	хотя и	3	6
103	действительности и	1	5
104	а только	4	5
105	в своем	2	5
106	перед нами	1	5
107	то в	2	5
108	что она	2	5
109	далеко не	2	5
110	в котором	1	5
111	некоторого рода	1	5
112	связи с	1	5
113	той или	4	5
114	можно сказать	5	5
115	есть в	2	5
116	или иной	7	5
117	еще и	1	5
118	не является	4	5
119	тем более	1	5
120	в их	5	4
121	этого термина	2	4
122	с которыми	1	4
123	сама по	2	4
124	в истории	1	4
125	как в	2	4
126	их в	3	4
127	входит в	4	4
128	вещи в	1	4
129	не в	7	4
130	тому что	2	4
131	тем самым	4	4
132	мышления и	1	4
133	и притом	3	4
134	иметь в	1	4
135	казалось бы	1	4
136	а в	12	4
137	точно так	1	4
138	только то	1	4
139	не всякий	1	4
140	если бы	3	4
141	а также	5	4
142	в литературе	1	4
143	один из	2	4
144	вещи или	1	4
145	именно в	2	4
146	и пр	1	4
147	не было	1	4
148	в одно	2	4
149	если не	1	4
150	для обозначения	1	4
151	и для	2	4
152	в связи	1	4
153	или в	2	4
154	же в	1	4
155	по поводу	1	4
156	но она	2	3
157	того же	2	3
158	в чем	2	3
159	в ее	5	3
160	что они	1	3
161	более или	5	3
162	в действительности	1	3
163	вещи но	1	3
164	что это	1	3
165	но он	3	3
166	в случае	1	3
167	он не	4	3
168	что все	1	3
169	в жизни	2	3
170	как и	2	3
171	или менее	5	3
172	в этих	3	3
173	точки зрения	10	3
174	с точки	3	3
175	для которого	2	3
176	в отношении	3	3
177	дело в	1	3
178	в самой	2	3
179	тех или	2	3
180	и его	12	3
181	как будто	1	3
182	и делает	1	3
183	в каком	2	3
184	однако это	1	3
185	к тому	4	3
186	для себя	2	3
187	говорит и	3	3
188	определенным образом	2	3
189	для этого	1	3
190	не на	3	3
191	только и	1	3
192	искусства и	1	3
193	настоящее время	1	3
194	что его	1	3
195	к нему	3	3
196	тем или	1	3
197	во всей	3	3
198	знак но	1	3
199	известного рода	2	3
200	никак нельзя	1	3
201	всякий знак	1	3
202	по этому	1	3
203	же и	1	3
204	уже не	4	3
205	свидетельствует о	1	3
206	вишневый сад	1	3
207	из них	1	3
208	говорит о	1	3
209	бы никакого	1	3
210	случае не	2	3
211	с другой	7	3
212	не обязательно	2	3
213	оно не	1	3
214	что не	1	3
215	однако и	1	3
216	этих случаях	1	3
217	теории литературы	2	3
218	быть и	2	3
219	только для	1	3
220	от нас	1	3
221	но для	1	3
222	в настоящее	1	3
223	от всего	1	3
224	с ним	2	3
225	мы говорим	1	3
226	другой стороны	5	3
227	в искусстве	7	3
228	я и	7	2
229	например в	3	2
230	для построения	1	2
231	же как	1	2
232	к нашему	2	2
233	и потому	2	2
234	вещей но	1	2
235	в первом	1	2
236	по преимуществу	2	2
237	едва ли	1	2
238	по его	1	2
239	мы имеем	6	2
240	в сущности	1	2
241	что иное	1	2
242	иное как	1	2
243	с его	6	2
244	в комедии	2	2
245	то или	1	2
246	это тоже	2	2
247	есть его	1	2
248	в которой	2	2
249	таковы например	2	2
250	так или	3	2
251	из этих	3	2
252	говорят о	1	2
253	во многих	1	2
254	на его	1	2
255	он должен	3	2
256	или иных	2	2
257	с такими	1	2
258	не будет	2	2
259	и может	1	2
260	это было	1	2
261	с другими	4	2
262	делает его	2	2
263	должно быть	1	2
264	и того	2	2
265	одного и	2	2
266	на первый	1	2
267	но если	1	2
268	не как	2	2
269	образом и	2	2
270	которые в	1	2
271	друг другу	1	2
272	по крайней	1	2
273	текст и	1	2
274	однако в	4	2
275	мы встречаемся	1	2
276	на один	1	2
277	таких случаях	2	2
278	в таких	1	2
279	не имеет	1	2
280	чтобы оно	1	2
281	мы находим	1	2
282	но только	1	2
283	пушкина что	2	2
284	не ее	1	2
285	в области	6	2
286	которого он	1	2
287	не могут	1	2
288	могут быть	4	2
289	для такого	2	2
290	и другим	1	2
291	и своя	1	2
292	подобно тому	1	2
293	как знак	1	2
294	не содержит	1	2
295	что может	2	2
296	из других	1	2
297	все прочие	3	2
298	и который	2	2
299	того или	3	2
300	и нераздельное	1	2
301	между тем	4	2
302	крайней мере	1	2
303	эти последние	1	2
304	мы видим	1	2
305	или его	1	2
306	со всеми	1	2
307	в качестве	24	2
308	является не	1	2
309	одно из	2	2
310	для него	4	2
311	ведь это	1	2
312	с этими	1	2
313	как такового	1	2
314	момент в	1	2
315	говорим о	1	2
316	или иначе	4	2
317	являются только	1	2
318	действующих лиц	1	2
319	что для	1	2
320	его как	1	2
321	вместе с	1	2
322	и особенно	2	2
323	тому как	1	2
324	есть как	2	2
325	в это	1	2
326	этом случае	1	2
327	о его	1	2
328	известной степени	3	2
329	тем и	1	2
330	сколько бы	1	2
331	в результате	1	2
332	тот кто	2	2
333	особого рода	5	2
334	собственно говоря	2	2
335	о своем	1	2
336	от всех	1	2
337	к его	2	2
338	или иного	3	2
339	не что	1	2
340	ее в	2	2
341	художественном произведении	1	1
342	кто его	1	1
343	ту же	1	1
344	одним из	1	1
345	чтобы не	1	1
346	художественного произведения	3	1
347	начинается с	1	1
348	ивана карамазова	1	1
349	даже сказать	1	1
350	не признает	1	1
351	вещей в	1	1
352	отношения между	1	1
353	и больше	2	1
354	отношения к	2	1
355	в году	2	1
356	которыми он	1	1
357	той же	1	1
