N	3gram	Propp_Russ_2	StatiiOP
1	в том что	18	16
2	о том что	4	11
3	в этом отношении	1	9
4	и т д	5	6
5	вместе с тем	4	5
6	для того чтобы	6	5
7	дело в том	1	4
8	после того как	2	4
9	иметь в виду	1	3
10	так же как	4	3
11	с другой стороны	1	3
12	во всяком случае	1	3
13	вопрос о том	1	3
14	в другом месте	1	2
15	том что в	1	2
16	на себя внимание	1	2
17	в том же	1	2
18	но все это	1	2
19	в отличие от	3	2
20	то что в	1	2
21	в это время	1	2
22	и в этом	1	2
23	всяком случае не	1	2
24	более или менее	1	2
25	на то что	1	2
26	по этому поводу	2	2
27	тем не менее	2	2
28	а между тем	1	1
29	в деревне на	1	1
30	очень широко но	1	1
31	в виду что	1	1
32	в настоящее время	1	1
33	в таком виде	2	1
34	так что в	1	1
35	т е не	1	1
36	принадлежат к числу	1	1
37	в советское время	3	1
38	как и другие	1	1
39	в первую очередь	1	1
40	ничего не говорится	1	1
41	не говорится о	1	1
42	ставит себе целью	1	1
43	т е в	5	1
44	в данном случае	6	1
45	в точности соответствует	1	1
46	те или другие	1	1
47	пришел к выводу	1	1
48	в качестве средства	1	1
49	как и вообще	1	1
50	но вместе с	2	1
51	и в том	1	1
52	и представляют собой	1	1
53	в то время	2	1
54	в том чтобы	2	1
55	имея в виду	1	1
56	в свою очередь	1	1
57	в этом случае	6	1
58	на этом основании	1	1
59	к выводу что	1	1
60	и все это	1	1
61	в связь с	1	1
62	следует обратить внимание	1	1
63	с того что	1	1
64	по его мнению	1	1
65	отличие от других	1	1
66	это еще не	1	1
67	таким образом в	1	1
68	дело не в	1	1
69	как мы видели	1	1
