N	2gram	Losev_Prob_1	Formalny
1	т е	1	34
2	и в	32	24
3	художественного произведения	1	23
4	в его	6	23
5	прежде всего	10	22
6	и не	31	20
7	так и	12	18
8	и пр	4	17
9	точки зрения	3	16
10	не может	8	16
11	в этом	19	15
12	в нем	13	14
13	может быть	14	14
14	таким образом	6	13
15	на почве	1	13
16	с точки	3	13
17	и т	11	12
18	именно как	4	12
19	в своем	5	11
20	как и	3	11
21	в своей	8	11
22	в их	4	11
23	не менее	19	11
24	должно быть	2	11
25	то же	10	10
26	вовсе не	35	10
27	настоящее время	3	10
28	и ее	8	10
29	и его	3	10
30	и их	1	10
31	а не	15	10
32	в настоящее	3	10
33	в то	6	9
34	в процессе	1	9
35	и потому	2	9
36	все это	7	9
37	и на	8	8
38	как в	4	8
39	т д	10	8
40	и с	2	8
41	лишь в	1	8
42	не в	4	8
43	его целом	1	8
44	в ее	3	8
45	именно в	4	8
46	то что	42	8
47	на самом	6	7
48	должна быть	1	7
49	с ее	1	7
50	не только	17	7
51	место в	1	7
52	не должна	1	7
53	жизни и	1	7
54	и от	1	7
55	но и	9	7
56	отношения к	1	6
57	еще не	9	6
58	самом деле	6	6
59	отнюдь не	10	6
60	более или	3	6
61	все эти	8	6
62	в этой	10	6
63	как бы	14	6
64	входит в	4	6
65	как таковой	1	6
66	или менее	3	6
67	она не	2	6
68	в пределах	1	6
69	и здесь	6	6
70	до сих	3	6
71	в том	9	6
72	было бы	8	6
73	как это	6	6
74	художественное произведение	1	6
75	сих пор	3	6
76	и все	7	6
77	а в	4	6
78	хотя бы	3	5
79	во всех	7	5
80	но в	14	5
81	в самом	6	5
82	при этом	6	5
83	по себе	15	5
84	и до	2	5
85	у нас	14	5
86	должны быть	1	5
87	должен быть	1	5
88	как мы	7	5
89	проблем и	1	5
90	искусства и	3	5
91	что бы	1	5
92	в литературе	4	5
93	того что	7	5
94	только на	4	5
95	со стороны	1	5
96	с другой	3	5
97	в искусстве	3	5
98	с его	2	4
99	в истории	4	4
100	и к	1	4
101	в которой	2	4
102	учение о	3	4
103	не как	2	4
104	не из	1	4
105	с другими	2	4
106	и может	2	4
107	как о	1	4
108	друг друга	1	4
109	только и	3	4
110	как на	1	4
111	исходить из	1	4
112	оно не	3	4
113	никогда не	7	4
114	если бы	4	4
115	для этого	3	4
116	познания и	1	4
117	мы увидим	3	4
118	всяком случае	3	4
119	конечно не	1	4
120	т п	1	4
121	в связи	4	4
122	этой последней	1	4
123	с этой	1	4
124	быть и	3	4
125	что в	12	4
126	к этой	1	4
127	так же	9	4
128	во всяком	7	4
129	художественном произведении	1	3
130	изображения и	1	3
131	в конкретном	2	3
132	действительности и	5	3
133	мы не	2	3
134	бы то	1	3
135	но не	9	3
136	со всеми	2	3
137	в общем	1	3
138	все же	1	3
139	и как	6	3
140	в себе	15	3
141	если он	1	3
142	он не	3	3
143	всех этих	7	3
144	он должен	2	3
145	так например	1	3
146	в каждом	1	3
147	то ни	1	3
148	его в	6	3
149	подходит к	1	3
150	в жизни	3	3
151	в них	7	3
152	историк литературы	1	3
153	в отношении	3	3
154	тем самым	4	3
155	но для	3	3
156	не о	2	3
157	в основе	1	3
158	в систему	1	3
159	на язык	1	3
160	связи с	5	3
161	своей статье	1	3
162	сводится к	1	3
163	к тому	3	3
164	здесь не	7	3
165	ясно что	3	3
166	особенно в	2	3
167	один из	4	3
168	и других	1	3
169	для него	2	3
170	не для	2	3
171	со всем	2	3
172	и даже	11	3
173	в области	2	3
174	и чем	1	3
