N	2gram	Tiupa_Lite_1	Problemy
1	и не	12	31
2	и в	8	29
3	в его	7	24
4	может быть	13	24
5	в этом	12	22
6	а не	16	22
7	в нем	2	19
8	точки зрения	6	19
9	как бы	7	19
10	для него	2	18
11	у достоевского	2	16
12	не только	24	15
13	то что	10	15
14	то же	5	14
15	не как	4	14
16	и его	4	14
17	но и	17	14
18	в пределах	3	13
19	с точки	2	13
20	уже не	7	13
21	достоевского в	1	12
22	таким образом	3	12
23	как и	6	12
24	не может	5	12
25	о себе	4	12
26	в самом	3	10
27	в то	5	10
28	только в	8	10
29	в одном	1	10
30	героя и	1	10
31	все эти	2	9
32	с его	5	9
33	все же	4	9
34	это не	4	9
35	если бы	1	9
36	же время	5	9
37	о нем	1	9
38	одного сознания	1	9
39	но не	4	9
40	в романе	1	9
41	по отношению	3	8
42	что в	3	8
43	в каждом	1	8
44	в том	16	8
45	что он	5	8
46	потому что	3	8
47	до конца	1	8
48	в своем	11	8
49	в своей	4	8
50	отношению к	2	8
51	а как	2	7
52	и на	1	7
53	за пределы	2	7
54	и как	1	7
55	но в	3	7
56	в себе	7	7
57	самого автора	1	7
58	том что	14	7
59	не в	8	7
60	вовсе не	1	7
61	она не	1	7
62	так и	4	7
63	романе достоевского	1	7
64	прежде всего	11	7
65	а в	3	7
66	одним из	5	6
67	самом деле	2	6
68	в одной	1	6
69	как в	5	6
70	в целом	8	6
71	в мире	2	6
72	его в	3	6
73	несмотря на	3	6
74	достоевского но	1	6
75	могут быть	2	6
76	к нему	1	6
77	в конце	4	6
78	так как	1	6
79	как раз	4	6
80	сознаний с	1	5
81	на самом	1	5
82	должна быть	2	5
83	в зависимости	1	5
84	той же	3	5
85	зависимости от	1	5
86	у него	3	5
87	с их	3	5
88	перед нами	1	5
89	он не	1	5
90	в плане	1	5
91	но все	1	5
92	было бы	2	5
93	авторского сознания	1	5
94	он и	3	5
95	автора и	1	5
96	мир и	2	5
97	художественного мира	1	5
98	в сущности	2	5
99	и о	1	5
100	еще не	4	5
101	между тем	2	5
102	самосознания в	1	5
103	именно в	1	5
104	и др	3	5
105	более того	1	5
106	мира в	3	5
107	в творчестве	1	5
108	сознания и	1	5
109	во всяком	3	5
110	идет о	1	4
111	и самого	2	4
112	тем как	1	4
113	сознания не	1	4
114	в этой	4	4
115	так сказать	1	4
116	перестает быть	4	4
117	человека в	1	4
118	авторского замысла	1	4
119	должно быть	1	4
120	в авторском	2	4
121	даже в	2	4
122	раз и	2	4
123	как мы	1	4
124	в основе	3	4
125	личности в	1	4
126	все то	1	4
127	в произведении	1	4
128	и с	1	4
129	как объект	1	4
130	в литературе	1	4
131	самом и	1	4
132	тем что	2	4
133	что и	1	4
134	превращается в	2	4
135	не было	3	4
136	не на	2	4
137	что же	1	4
138	они не	1	4
139	отношении к	1	3
140	например в	3	3
141	я не	7	3
142	он сам	1	3
143	он в	1	3
144	герой как	1	3
145	в художественном	4	3
146	уже в	5	3
147	подобно тому	2	3
148	на почве	2	3
149	далеко не	3	3
150	художественного творчества	3	3
151	в их	3	3
152	на котором	1	3
153	одна из	3	3
154	на него	1	3
155	никогда не	4	3
156	карамазова и	1	3
157	как будто	2	3
158	этом отношении	2	3
159	отличается от	1	3
160	только то	2	3
161	в себя	2	3
162	приводит к	3	3
163	его романов	1	3
164	и здесь	1	3
165	с другой	3	3
166	все в	1	3
167	как доминанта	1	3
168	в них	1	3
169	ним и	1	3
170	художественном мире	1	3
171	сознание в	3	3
172	бытия в	1	3
173	но как	1	3
174	от автора	2	3
175	и у	1	3
176	героя с	2	3
177	за ним	1	3
178	мир в	4	3
179	всяком случае	2	3
180	друг друга	4	3
181	автора как	1	3
182	хоть и	1	3
183	нового времени	2	3
184	достоевского с	1	3
185	целом ряде	1	3
186	тому как	2	3
187	в мир	1	3
188	по существу	1	3
189	как к	1	3
190	о своем	2	3
191	не знает	1	3
192	сказать что	1	3
193	другой стороны	1	3
194	была бы	1	3
195	себе самому	1	3
196	автора в	2	3
197	время не	1	3
198	в своих	4	3
199	художественного задания	1	3
200	все что	1	3
201	в объективном	1	2
202	если б	1	2
203	переходит к	1	2
204	чужую личность	1	2
205	не поддается	1	2
206	и есть	3	2
207	к другому	1	2
208	по преимуществу	4	2
209	из его	2	2
210	для своего	2	2
211	в которой	1	2
212	вопрос о	1	2
213	в кругозоре	2	2
214	на себя	2	2
215	из которых	1	2
216	бы то	1	2
217	он строит	1	2
218	то он	2	2
219	отношение к	1	2
220	в настоящем	1	2
221	толстого и	1	2
222	в той	1	2
223	его на	1	2
224	и нет	2	2
225	однако не	1	2
226	могли бы	1	2
227	в противоположность	1	2
228	вследствие этого	1	2
229	бы во	1	2
230	в россии	2	2
231	ни были	1	2
232	ни был	1	2
233	то ни	1	2
234	при этом	19	2
235	с начала	1	2
236	в жизни	6	2
237	кажется что	1	2
238	и уже	1	2
239	в один	1	2
240	опоры для	1	2
241	в отношении	1	2
242	в котором	1	2
243	в которых	1	2
244	по ту	1	2
245	однако в	2	2
246	мира не	1	2
247	ту сторону	1	2
248	самого начала	1	2
249	чтобы в	1	2
250	какой бы	1	2
251	жизни не	2	2
252	со своим	1	2
253	связи с	6	2
254	в сознании	2	2
255	уже и	1	2
256	к себе	3	2
257	и вполне	2	2
258	с авторской	1	2
259	для себя	5	2
260	данном случае	4	2
261	самим собою	2	2
262	голоса в	1	2
263	сознания с	1	2
264	и что	1	2
265	и взаимодействие	1	2
266	и сам	6	2
267	что может	1	2
268	чужого сознания	4	2
269	на вопрос	1	2
270	никак не	1	2
271	не позволяет	1	2
272	и во	1	2
273	от них	1	2
274	а потому	2	2
275	и взаимодействия	1	2
276	во всей	1	2
277	непосредственно в	1	2
278	наконец в	1	2
279	в художественной	1	2
280	к сознанию	1	2
281	в лучшем	1	2
282	нового типа	1	2
283	как например	1	2
284	один из	3	2
285	тот же	1	2
286	хотя бы	2	2
287	сколько в	1	2
288	же и	3	2
289	в большинстве	1	2
290	то и	2	2
291	ни было	1	2
292	человеческого духа	2	2
293	его сознания	2	2
294	чужое сознание	1	2
295	большинстве случаев	1	2
296	одно из	3	2
297	произведения и	1	2
298	не о	1	2
299	автора а	2	2
300	и даже	3	2
301	до сих	1	2
302	с героями	1	2
303	себя и	1	2
304	данного произведения	1	2
305	только как	1	2
306	в данном	5	2
307	чужих сознаний	1	2
308	в первой	1	2
309	для понимания	2	2
310	своего времени	2	2
311	с этой	5	2
312	него в	1	2
313	в условиях	1	2
314	сих пор	1	2
315	лучшем случае	1	2
316	романа с	1	2
317	можно было	2	2
318	которые были	1	2
319	для автора	1	2
320	и от	1	2
321	себя самого	1	2
322	находит свое	1	2
323	на языке	1	2
324	же в	5	2
325	не есть	2	2
326	от ее	1	2
327	между ними	1	2
328	героя как	2	2
329	жизни и	3	2
330	но эти	1	2
331	этого в	1	1
332	же как	1	1
333	до него	1	1
334	художественного произведения	1	1
335	оно верно	1	1
336	художественных произведений	1	1
337	всего это	1	1
338	не идет	1	1
339	индивидуальности и	1	1
340	тем же	3	1
341	отношения между	2	1
342	своего романа	1	1
343	на две	1	1
344	можно лишь	1	1
345	исходит из	3	1
346	едва ли	1	1
347	и за	1	1
348	который в	1	1
349	другому сознанию	1	1
350	полноправного субъекта	1	1
351	к предмету	1	1
352	нормативного сознания	1	1
353	мы не	1	1
354	этом не	1	1
355	не была	1	1
356	есть нечто	1	1
357	в полной	1	1
358	жизни как	1	1
359	бы ни	1	1
