N	2gram	Trubetskoy_1	Hudozhes
1	и в	26	28
2	том что	7	19
3	в ее	1	18
4	и не	8	18
5	в том	11	15
6	а не	5	14
7	в этом	15	13
8	не в	2	13
9	о том	6	12
10	не только	10	11
11	при этом	3	11
12	как и	1	11
13	в его	5	11
14	уже не	3	10
15	в себе	6	9
16	но и	9	9
17	так и	6	8
18	между тем	2	8
19	что он	4	8
20	себя в	1	8
21	в жизни	1	8
22	в душе	1	8
23	может быть	10	8
24	о чем	1	8
25	по отношению	1	7
26	тогда как	1	7
27	что она	1	7
28	состоит в	2	7
29	в мире	5	7
30	к тому	6	7
31	и все	2	7
32	с ним	1	7
33	отношению к	3	7
34	в котором	4	6
35	то же	4	6
36	не было	2	6
37	и с	10	6
38	в глазах	2	6
39	в своей	1	6
40	в то	4	6
41	тем что	1	6
42	казалось бы	1	6
43	для себя	1	6
44	если бы	3	6
45	можно сказать	3	6
46	это не	1	6
47	человеческой жизни	1	6
48	а в	4	6
49	то что	7	6
50	жизни и	2	6
51	с его	2	5
52	в этой	4	5
53	как в	1	5
54	в самом	4	5
55	что это	3	5
56	не могла	2	5
57	в своем	3	5
58	не менее	3	5
59	у него	1	5
60	никогда не	5	5
61	ничего не	1	5
62	и его	1	5
63	только на	1	5
64	одно из	2	5
65	для него	3	5
66	как бы	12	5
67	да и	1	5
68	с ее	1	5
69	что в	9	5
70	и другие	3	5
71	а между	1	4
72	но не	8	4
73	то в	1	4
74	человека в	1	4
75	он не	4	4
76	в других	3	4
77	тем не	3	4
78	же время	2	4
79	и о	3	4
80	того чтобы	5	4
81	вслед за	2	4
82	что они	1	4
83	в миропорядке	1	4
84	только в	4	4
85	в качестве	3	4
86	что и	6	4
87	как раз	1	4
88	для того	5	4
89	превращается в	2	4
90	не может	4	4
91	бы и	1	4
92	чтобы не	1	3
93	человека и	1	3
94	в ней	1	3
95	но при	2	3
96	еще не	2	3
97	и на	2	3
98	в нем	4	3
99	жить в	1	3
100	что все	4	3
101	мы уже	1	3
102	с другими	4	3
103	было бы	1	3
104	в них	2	3
105	соответствии с	1	3
106	несмотря на	6	3
107	в этих	4	3
108	как о	3	3
109	как только	1	3
110	же самое	2	3
111	и это	2	3
112	к нему	7	3
113	одной из	5	3
114	с ними	1	3
115	и ее	1	3
116	с одной	7	3
117	теперь же	1	3
118	в одном	3	3
119	с другой	8	3
120	а с	7	3
121	прежде всего	2	3
122	в соответствии	1	3
123	у всех	2	3
124	так же	5	3
125	одной стороны	7	3
126	все это	6	3
127	все они	1	3
128	и состоит	1	3
129	самом деле	1	3
130	все что	2	3
131	говорили о	2	2
132	к людям	1	2
133	же как	3	2
134	но тем	1	2
135	в первом	1	2
136	молчания и	1	2
137	той же	1	2
138	а как	1	2
139	он знает	1	2
140	личности с	1	2
141	он сам	1	2
142	различия между	2	2
143	если в	3	2
144	отношение к	5	2
145	тоже не	1	2
146	представляется в	1	2
147	все же	6	2
148	и к	5	2
149	но в	7	2
150	та же	1	2
151	бы с	1	2
152	в нашем	1	2
153	из этих	10	2
154	не более	1	2
155	тому же	5	2
156	роли в	1	2
157	но именно	1	2
158	не как	2	2
159	на этом	1	2
160	прежде чем	1	2
161	однако в	1	2
162	а по	1	2
163	не с	2	2
164	лишь в	5	2
165	его в	1	2
166	это было	1	2
167	о которых	1	2
168	и тогда	4	2
169	место в	1	2
170	от своего	1	2
171	с точки	6	2
172	знает и	1	2
173	жизни с	1	2
174	сам он	1	2
175	жизни то	1	2
176	ибо в	1	2
177	из нас	1	2
178	дело не	1	2
179	того как	1	2
180	не по	1	2
181	только не	2	2
182	ему в	2	2
183	мысли о	1	2
184	в строгом	1	2
185	людей в	1	2
186	данном случае	1	2
187	мысль о	2	2
188	приводит к	2	2
189	роль в	1	2
190	с собой	1	2
191	те же	2	2
192	до сих	5	2
193	том как	1	2
194	все те	1	2
195	и т.д	6	2
196	с того	2	2
197	а также	2	2
198	любви к	1	2
199	жизни он	1	2
200	во втором	1	2
201	и только	4	2
202	и об	1	2
203	один из	2	2
204	здесь не	1	2
205	дело с	1	2
