N	3gram	Losev_Prob_5	Literetu
1	то же время	1	7
2	в то же	1	7
3	в этом отношении	1	5
4	к тому же	1	5
5	по отношению к	2	4
6	не говоря уже	1	4
7	в данном случае	2	4
8	с одной стороны	3	4
9	о том что	9	4
10	в том что	8	4
11	в том числе	2	3
12	с точки зрения	8	3
13	говоря уже о	1	3
14	не может быть	2	3
15	то что я	1	2
16	состоит в том	1	2
17	в самом деле	1	2
18	потому что не	1	2
19	бы то ни	2	2
20	но и в	2	2
21	том числе и	1	2
22	и в частности	3	2
23	не удивительно что	1	2
24	не только в	1	2
25	то ни было	1	2
26	так или иначе	1	2
27	с другой стороны	5	2
28	и вместе с	1	2
29	той или иной	1	2
30	на то что	2	2
31	в конце этой	1	1
32	это уже не	2	1
33	что иное как	3	1
34	хотя и не	1	1
35	не только по	1	1
36	точки зрения которого	1	1
37	на самом деле	1	1
38	о том как	1	1
39	имеется в виду	1	1
40	как будто бы	3	1
41	жизни в ее	1	1
42	вместе с тем	3	1
43	у него не	1	1
44	по аналогии с	1	1
45	но это не	1	1
46	с тех пор	1	1
47	может быть только	3	1
48	и то что	3	1
49	ту или иную	1	1
50	в истинном смысле	1	1
51	как раз в	1	1
52	что когда-то он	1	1
53	едва ли не	1	1
54	не что иное	3	1
55	содержит в себе	1	1
56	на первый взгляд	1	1
57	так и остается	1	1
58	обращаясь к своим	1	1
59	это и есть	1	1
60	в связи с	7	1
61	вопрос о том	1	1
62	но не только	1	1
63	для того чтобы	2	1
64	и в том	1	1
65	между тем как	1	1
66	что несмотря на	1	1
67	этой точки зрения	1	1
68	числе и в	1	1
69	все же остается	1	1
70	по своей воле	1	1
71	означает не что	1	1
72	с этой точки	1	1
73	он все еще	1	1
74	сама по себе	1	1
75	тем не менее	5	1
76	вслед за ним	1	1
77	но еще и	1	1
78	и для всего	1	1
