N	2gram	Losev_Dial_2	VeschiIm
1	не есть	47	49
2	т е	30	42
3	вещи есть	1	38
4	не может	9	33
5	не только	19	31
6	может быть	20	29
7	это –	23	29
8	и не	30	28
9	и в	19	26
10	вещи и	3	24
11	то что	14	24
12	и есть	4	23
13	значит что	12	22
14	это значит	8	22
15	и т	17	21
16	т д	15	20
17	а не	16	20
18	не просто	12	18
19	есть только	4	17
20	что я	2	16
21	и следовательно	5	15
22	в смысле	5	15
23	что она	14	14
24	только в	5	14
25	по себе	18	13
26	и что	5	13
27	того что	6	13
28	и то	7	12
29	есть не	7	12
30	все же	4	12
31	что это	10	12
32	было бы	3	12
33	и ее	1	12
34	но и	12	12
35	и –	4	12
36	смысл вещи	1	12
37	сказать что	10	12
38	таким образом	4	11
39	общения с	3	11
40	с нею	3	11
41	что же	2	11
42	то же	12	10
43	есть нечто	8	10
44	в ней	2	10
45	не значит	3	10
46	как бы	14	10
47	что такое	3	10
48	вещь есть	1	10
49	потому что	14	10
50	вещи как	1	10
51	уже не	3	10
52	что мы	2	10
53	бы то	1	9
54	в самом	5	9
55	то ни	1	9
56	и с	5	9
57	вещей и	3	9
58	вещи не	1	9
59	в том	14	9
60	что не	6	9
61	еще и	1	9
62	прежде всего	8	9
63	есть явление	1	9
64	что иное	3	8
65	с ее	2	8
66	иное как	3	8
67	сущности и	1	8
68	в вещи	1	8
69	в себе	15	8
70	на то	1	8
71	смысл и	2	8
72	и это	5	8
73	ничего не	3	8
74	себя и	1	8
75	она есть	9	8
76	но это	7	8
77	не что	3	8
78	также и	2	7
79	вещь не	1	7
80	говорить о	5	7
81	если она	2	7
82	в этом	8	7
83	не будет	2	7
84	его в	3	7
85	том что	10	7
86	в то	6	7
87	ли это	1	7
88	что оно	4	7
89	д и	2	7
90	себя в	2	7
91	и их	3	7
92	так как	14	7
93	как раз	5	7
94	и пр	5	7
95	смысла и	2	7
96	– в	8	7
97	– не	9	7
98	от всего	2	7
99	е в	3	7
100	совершенно не	7	7
101	есть и	6	7
102	с собою	1	6
103	что они	6	6
104	и как	10	6
105	но в	2	6
106	есть ли	5	6
107	бы и	2	6
108	это есть	8	6
109	одно и	4	6
110	всего прочего	1	6
111	бытие и	2	6
112	точки зрения	12	6
113	но если	1	6
114	по крайней	9	6
115	необходимо чтобы	2	6
116	с ним	4	6
117	она не	8	6
118	оно есть	3	6
119	сама вещь	1	6
120	отличается от	1	6
121	вещь но	2	6
122	ясно что	4	6
123	должно быть	7	6
124	и нечто	2	6
125	и только	4	6
126	крайней мере	9	6
127	а если	1	6
128	есть ни	6	6
129	так что	7	6
130	если мы	2	6
131	ни с	4	6
132	но что	7	6
133	то не	3	6
134	когда мы	3	6
135	быть только	2	6
136	в результате	2	6
137	жизни и	6	6
138	что в	7	6
139	того же	1	5
140	это и	3	5
141	и до	1	5
142	ведь и	1	5
143	и тут	3	5
144	в сущности	2	5
145	и бытия	3	5
146	в чем	3	5
147	но не	6	5
148	есть просто	3	5
149	отнюдь не	6	5
150	вещи –	1	5
151	должна быть	5	5
152	же это	4	5
153	вообще не	1	5
154	содержит в	4	5
155	что тут	4	5
156	это не	10	5
157	с тем	2	5
158	а есть	1	5
159	не в	8	5
160	тем не	2	5
161	есть всегда	11	5
162	не менее	3	5
163	одна из	1	5
164	только и	2	5
165	в ее	4	5
166	должны быть	3	5
167	тут мы	2	5
168	рационалистическая метафизика	1	5
169	еще не	4	5
170	или не	2	5
171	она имеет	1	5
172	тут –	7	5
173	ни на	2	5
174	с этой	1	5
175	из себя	1	5
176	а в	4	5
177	– как	2	5
178	я понимаю	1	4
179	мы не	1	4
180	так чтобы	2	4
181	я не	6	4
182	как я	2	4
183	то это	2	4
184	в их	2	4
185	вещь в	1	4
186	во всех	2	4
187	как таковая	1	4
188	точка зрения	1	4
189	нет и	1	4
190	независимо от	4	4
191	его на	1	4
192	с этим	3	4
193	в своем	4	4
194	если есть	1	4
195	однако не	1	4
196	с чем	1	4
197	тут не	3	4
198	же не	3	4
199	не предполагает	1	4
200	и мы	3	4
201	на почве	1	4
202	в природу	1	4
203	как и	10	4
204	между собою	3	4
205	вещи в	4	4
206	с точки	8	4
207	– только	1	4
208	и более	3	4
209	что есть	2	4
210	можно ли	3	4
211	слово и	1	4
212	же время	5	4
213	должен быть	1	4
214	и о	1	4
215	то или	4	4
216	только то	4	4
217	– совершенно	3	4
218	смысле и	1	4
219	о том	5	4
220	с другой	5	4
221	судить о	1	4
222	что и	5	4
223	вовне это	1	4
224	быть и	4	4
225	оно и	1	4
226	то и	1	4
227	из них	3	4
228	оно –	2	4
229	бытия и	1	4
230	так то	1	4
231	тем что	2	4
232	со всем	2	4
233	и даже	14	4
234	даже не	1	4
235	сам себя	1	4
236	как же	3	4
237	от вещи	1	4
238	в инобытии	1	4
239	когда я	2	4
240	и потому	5	4
241	мы говорим	3	4
242	в данном	3	4
243	в отдельности	1	4
244	как только	3	4
245	не существует	1	4
246	и все	12	4
247	собственно говоря	2	4
248	от того	4	4
249	оно не	1	4
250	есть то	1	4
251	от самой	1	3
252	сам по	3	3
253	самом деле	4	3
254	но –	5	3
255	мы имеем	3	3
256	не важно	2	3
257	вопрос о	3	3
258	только это	1	3
259	но даже	1	3
260	момент в	2	3
261	не то	5	3
262	явлений и	2	3
263	себе самой	1	3
264	более или	2	3
265	себе не	3	3
266	как оно	1	3
267	в нем	10	3
268	по самому	1	3
269	раз навсегда	1	3
270	ли сказать	1	3
271	подобно тому	1	3
272	на этом	2	3
273	по смыслу	1	3
274	в жизни	2	3
275	реальности и	2	3
276	несмотря на	2	3
277	и тогда	3	3
278	нисколько не	4	3
279	или менее	2	3
280	можно только	2	3
281	в своей	8	3
282	существуют и	2	3
283	все это	4	3
284	их в	2	3
285	чтобы она	1	3
286	и другое	1	3
287	как о	1	3
288	тогда когда	6	3
289	и притом	7	3
290	ее с	1	3
291	в основе	1	3
292	само по	2	3
293	или как	3	3
294	ему не	1	3
295	ни о	2	3
296	слово –	1	3
297	к тому	2	3
298	всегда есть	2	3
299	вещей в	1	3
300	и самое	1	3
301	можно и	1	3
302	без всякого	4	3
303	в собственном	1	3
304	же –	4	3
305	нет никакой	4	3
306	не содержит	1	3
307	так и	10	3
308	и вообще	6	3
309	можно сказать	5	3
310	есть тоже	1	3
311	если это	1	3
312	мы видим	2	3
313	тот же	1	3
314	что он	6	3
315	но как	5	3
316	но то	1	3
317	не мешает	5	3
318	без этого	4	3
319	только на	1	3
320	а это	1	3
321	сама по	7	3
322	самой собою	1	3
323	мы находим	3	3
324	в одном	4	3
325	принципиально не	1	3
326	даже и	1	3
327	никогда не	9	3
328	раньше мы	1	3
329	не буду	1	3
330	вещи которая	1	3
331	вещи тоже	1	3
332	вместе с	2	3
333	что именно	1	3
334	в той	3	3
335	вещественно и	1	3
336	тому как	1	3
337	да и	6	3
338	думают что	2	3
339	вещах и	1	3
340	себя самого	1	3
341	это может	2	3
342	и ни	1	3
343	тем более	1	3
344	хотя бы	4	3
345	я в	1	3
346	не быть	2	3
347	же самой	1	3
348	с вещами	1	3
349	от этого	3	2
350	в сфере	2	2
351	есть обязательно	1	2
352	как это	7	2
353	вообще –	1	2
354	и значит	1	2
355	есть сама	4	2
356	тем же	2	2
357	поэтому и	1	2
358	обойтись без	1	2
359	мы уже	8	2
360	к чему	1	2
361	все бытие	1	2
362	как мы	3	2
363	человека и	2	2
364	но она	1	2
365	своей собственной	1	2
366	бы ни	2	2
367	и самой	1	2
368	явление не	1	2
369	мы ее	1	2
370	и этого	1	2
371	– это	6	2
372	сама с	1	2
373	мы будем	1	2
374	а только	3	2
375	и всякий	1	2
376	не все	1	2
377	она –	8	2
378	себе и	3	2
379	тут же	4	2
380	– по	1	2
381	как в	2	2
382	– тут	1	2
383	понимать в	1	2
384	и нет	2	2
385	бы я	1	2
386	когда он	1	2
387	и понимания	1	2
388	на нас	1	2
389	в каком-то	4	2
390	что на	2	2
391	то в	1	2
392	себе как	3	2
393	– тоже	2	2
394	я имею	1	2
395	образом и	1	2
396	так или	2	2
397	приводит к	1	2
398	остановиться на	1	2
399	только один	1	2
400	но ведь	2	2
401	если он	1	2
402	же но	1	2
403	и если	4	2
404	он не	4	2
405	в силу	5	2
406	душу и	1	2
407	и вот	4	2
408	себя самой	1	2
409	но все	2	2
410	в одну	5	2
411	и может	6	2
412	об этом	3	2
413	на все	2	2
414	и тем	1	2
415	вещи а	1	2
416	только одно	2	2
417	ни в	10	2
418	но уже	1	2
419	все равно	5	2
420	и уже	3	2
421	есть какое-то	1	2
422	реальность и	1	2
423	же есть	2	2
424	не указывает	1	2
425	нужно только	1	2
426	она сама	3	2
427	жизнь и	5	2
428	прочего и	1	2
429	вот эта	1	2
430	смыслу своему	1	2
431	и эти	1	2
432	говорим что	1	2
433	же мы	3	2
434	тому что	2	2
435	бы на	1	2
436	вообще что	1	2
437	что ему	1	2
438	пусть даже	1	2
439	в науке	2	2
440	и сама	1	2
441	на него	2	2
442	что раз	1	2
443	но только	3	2
444	чем не	1	2
445	в разных	3	2
446	ровно так	1	2
447	тех или	2	2
448	и его	5	2
449	вещи так	1	2
450	отвлеченное понятие	1	2
451	это уже	2	2
452	однако это	2	2
453	что никакое	1	2
454	не потому	6	2
455	у меня	3	2
456	я сам	2	2
457	и явлений	1	2
458	достаточно только	1	2
459	как некое	1	2
460	если же	1	2
461	ли вы	1	2
462	есть несомненно	1	2
463	оно может	1	2
464	данном случае	2	2
465	об отношении	1	2
466	и когда	4	2
467	мог бы	1	2
468	том как	2	2
469	в виду	5	2
470	реальное бытие	1	2
471	и та	6	2
472	не стоит	1	2
473	эти качества	1	2
474	может не	4	2
475	и во	1	2
476	это было	3	2
477	заключается в	4	2
478	отдельности и	1	2
479	и можно	2	2
480	понятие должно	1	2
481	или нет?	1	2
482	обе эти	1	2
483	вещи если	1	2
484	ни тем	1	2
485	и понимает	1	2
486	они –	1	2
487	ее смысл	1	2
488	но между	1	2
489	как нечто	4	2
490	и они	2	2
491	мы получим	1	2
492	только очень	1	2
493	существования и	1	2
494	но совершенно	1	2
495	ни просто	1	2
496	его и	1	2
497	только к	2	2
498	о вещах	2	2
499	вещи ибо	2	2
500	допустим что	1	2
501	мы можем	1	2
502	а потому	2	2
503	данной личности	1	2
504	в особенности	1	2
505	одной вещи	1	2
506	или иначе	2	2
507	превращается в	1	2
508	них и	1	2
509	в подлинном	1	2
510	не сама	3	2
511	может ли	1	2
512	ничем не	1	2
513	о чем	3	2
514	когда же	1	2
515	то –	1	2
516	– и	3	2
517	в частности	2	2
518	вещей но	1	2
519	который мы	1	2
520	а потом	4	2
521	вещь с	1	2
522	– мы	3	2
523	нечто совершенно	2	2
524	личность как	2	2
525	это выражение	1	2
526	кроме того	3	2
527	при всем	1	2
528	есть она	1	2
529	– с	1	2
530	есть какой-то	1	2
531	понимание есть	2	2
532	но зато	1	2
533	ли что	2	2
534	находим в	1	2
535	есть уже	2	2
536	может и	2	2
537	нужно для	1	2
538	это все	2	2
539	состоит из	1	2
540	была бы	3	2
541	таково что	1	2
542	что то	1	2
543	а я	2	2
544	в своих	2	2
545	так же	2	2
546	во всяком	2	2
547	смысле что	3	2
548	так но	1	1
549	я и	2	1
550	если вы	2	1
551	также что	2	1
552	речь идет	1	1
553	разных времен	1	1
554	же как	3	1
555	я уже	2	1
556	чтобы не	6	1
557	связана с	2	1
558	как равно	1	1
559	должно стать	1	1
560	это значит?	1	1
561	между обеими	1	1
562	и житейского	1	1
563	и понимается	1	1
564	случае есть	1	1
565	только потому	2	1
566	идет о	1	1
567	сразу и	2	1
568	же по	1	1
569	между двумя	1	1
570	от самого	1	1
571	по преимуществу	1	1
572	что эти	2	1
573	выражается в	1	1
574	оно было	1	1
575	все те	1	1
576	действительности и	1	1
577	в зависимости	2	1
578	уже по	1	1
579	бы уже	1	1
580	для своего	1	1
581	только выражение	1	1
582	что если	3	1
583	которую мы	1	1
584	в которой	2	1
585	что уже	2	1
586	сущности это	1	1
587	вопреки всему	1	1
588	явление если	1	1
589	на эти	1	1
590	каком случае	2	1
591	время как	7	1
592	сходство что	1	1
593	какая разница	1	1
594	тысячу раз	1	1
595	уже в	4	1
596	кто же	1	1
597	проявляется в	1	1
598	и говорить	2	1
599	не иметь	1	1
600	форм сознания	1	1
601	и живого	1	1
602	какой стороны	1	1
603	проявляет себя	1	1
604	и на	1	1
605	быть никакого	1	1
606	на бытие	1	1
607	это действительно	1	1
608	нечто в	1	1
609	совершенно другое	1	1
610	совершенно самостоятельна	1	1
611	что предмет	2	1
612	однажды я	2	1
613	есть вид	1	1
614	ее к	1	1
615	– можно	1	1
616	но вещи	1	1
617	только тогда	7	1
618	если в	2	1
619	в общем	2	1
620	мне но	1	1
621	в наиболее	1	1
622	отличие от	1	1
623	суть качества	1	1
624	– вне	1	1
625	форме и	1	1
626	перестает иметь	1	1
627	которые не	2	1
628	в истории	2	1
629	субъекта и	4	1
630	и выражения	1	1
631	вещь по	1	1
632	и всякой	1	1
633	себе же	1	1
634	личности лик	2	1
635	лик ее	2	1
636	стороны и	1	1
637	сознания но	1	1
638	перед нами	2	1
639	и где	3	1
640	есть жизнь	2	1
641	и к	7	1
642	слова он	1	1
643	личности а	2	1
644	тут нет	2	1
645	потом уже	2	1
646	еще на	2	1
647	мы получаем	2	1
648	все эти	2	1
649	чем бы	1	1
650	но без	3	1
651	в этой	3	1
652	однако как	1	1
653	раз в	2	1
654	зависимости от	2	1
655	разумеется возможна	1	1
656	жизнь как	1	1
657	тому же	1	1
658	как он	4	1
659	но на	1	1
660	как принцип	1	1
661	не могла	1	1
662	вопрос какова	1	1
663	и идея	1	1
664	где выявляется	1	1
665	и рационалистическая	1	1
666	и стало	5	1
667	в определенном	2	1
668	главным образом	1	1
669	при этом	4	1
670	она еще	1	1
671	и единое	1	1
672	что же?	1	1
673	или других	2	1
674	равно и	1	1
675	вещи то	1	1
676	предмет а	1	1
677	всего предыдущего	2	1
678	и еще	1	1
679	явления так	1	1
680	действительно есть	2	1
681	ничего специфически	1	1
682	свою собственную	1	1
683	– просто	1	1
684	и совершенно	2	1
685	станет ясным	1	1
686	в принципе	1	1
687	этого вопроса	1	1
688	не к	1	1
689	не как	2	1
690	пор мы	1	1
691	наше тело	1	1
692	вы в	1	1
693	быть с	1	1
694	мало того	1	1
695	д все	1	1
696	их из	2	1
697	бы оно	1	1
698	из него	1	1
699	не ощущение	2	1
700	может существовать	3	1
701	смысле как	1	1
702	и по	4	1
703	всех своих	1	1
704	будем говорить	2	1
705	именно это	1	1
706	сейчас только	1	1
707	это конечно	4	1
708	некоторых новых	1	1
709	быть настолько	1	1
710	мифологии и	7	1
711	изнутри наружу	1	1
712	есть все	1	1
713	форма есть	1	1
714	определенном направлении	1	1
715	больше как	3	1
716	есть синтез	1	1
717	разница между	2	1
718	причем все	1	1
719	входя в	1	1
720	но чисто	1	1
721	того или	2	1
722	такой вопрос	2	1
723	нечего и	1	1
724	а без	3	1
725	может стать	1	1
726	можно узнать	2	1
727	которая как	1	1
728	форму и	1	1
729	он все	1	1
730	в это	3	1
731	сказали мы	1	1
732	во многом	1	1
733	только лишь	2	1
734	чем тут	1	1
735	есть определенная	1	1
736	в них	1	1
737	смысла ни	1	1
738	она и	2	1
739	отлична от	1	1
740	далеко не	1	1
741	бы было	1	1
742	но лишь	1	1
743	со своими	1	1
744	не всегда	1	1
745	всегда и	1	1
746	и вне	1	1
747	человеческим субъектом	1	1
748	что вещи	1	1
749	и говорили	1	1
750	наглядности и	1	1
751	однако тут	1	1
752	видим как	1	1
753	потому и	1	1
754	она была	1	1
755	но почему	1	1
756	одного и	1	1
757	говорится об	1	1
758	нет никакого	2	1
759	на первый	1	1
760	тут собственно	3	1
761	остается только	2	1
762	именно и	1	1
763	есть живое	1	1
764	представить себе	1	1
765	в котором	1	1
766	всем том	1	1
767	от его	1	1
768	которые для	1	1
769	не искать	1	1
770	неподвижна и	1	1
771	строго говоря	1	1
772	стало быть	10	1
773	и этой	1	1
774	о реальных	1	1
775	есть его	1	1
776	но эта	1	1
777	же тут	1	1
778	без всяких	1	1
779	видели мы	2	1
780	уже сказали	1	1
781	нет вообще	2	1
782	ли уже	1	1
783	даже в	3	1
784	нас к	1	1
785	и очень	1	1
786	целиком и	1	1
787	что сущность	2	1
788	отдельно от	1	1
789	что эта	1	1
790	можно понимать	2	1
791	что с	2	1
792	иной раз	5	1
793	имеет свое	1	1
794	есть прежде	1	1
795	предмет ее	2	1
796	инобытии и	1	1
797	дело не	2	1
798	не имеет	1	1
799	уже из	1	1
800	взглянуть на	1	1
801	тогда и	1	1
802	вещи он	1	1
803	уже очевидно	1	1
804	о них	1	1
805	разную степень	3	1
806	к такому	1	1
807	одна вещь	1	1
808	это еще	2	1
809	человека по	1	1
810	на меня	1	1
811	больше чем	1	1
812	душа есть	1	1
813	от неодушевленных	1	1
814	свете а	1	1
815	я понял	1	1
816	они вообще	1	1
817	она хочет	1	1
818	по своей	4	1
819	правда это	1	1
820	это слово	1	1
821	и звуки	1	1
822	хочет быть	3	1
823	уже и	2	1
824	и делает	2	1
825	в каком	4	1
826	того это	1	1
827	есть реальная	1	1
828	с другом	1	1
829	личности в	8	1
830	и оно	1	1
831	свое собственное	1	1
832	что можно	1	1
833	есть какая-нибудь	2	1
834	нет ни	3	1
835	не могут	4	1
836	могут быть	4	1
837	неожиданное и	1	1
838	сама жизнь	2	1
839	тут все	1	1
840	еще яснее	1	1
841	личность должна	1	1
842	его значение	1	1
843	которая есть	2	1
844	просто вещь	1	1
845	тождество между	1	1
846	только мне	1	1
847	всегда в	1	1
848	существует только	1	1
849	вы не	2	1
850	из всего	2	1
851	воли и	1	1
852	нас от	1	1
853	более не	1	1
854	в конце	2	1
855	объединения и	1	1
856	как не	2	1
857	вывод что	1	1
858	предмета это	1	1
