N	3gram	Tiupa_Hudo_1	Problema
1	о том что	9	9
2	с точки зрения	3	8
3	в том что	6	8
4	в связи с	3	7
5	в конце концов	1	6
6	тем не менее	3	5
7	в этом смысле	1	3
8	может быть только	1	3
9	с одной стороны	1	3
10	как будто бы	1	3
11	все же не	1	3
12	в русской литературе	3	3
13	потому что он	1	2
14	по отношению к	8	2
15	том что он	1	2
16	до сих пор	2	2
17	в таком случае	1	2
18	то и другое	2	2
19	в это время	1	2
20	не чем иным	1	2
21	в данном случае	1	2
22	потому что именно	1	2
23	не может быть	2	2
24	во всяком случае	1	2
25	и о том	2	2
26	чем иным как	1	2
27	но все же	1	2
28	на то что	2	2
29	и в конце	1	1
30	такой же мере	2	1
31	в чем не	1	1
32	то что я	1	1
33	же время это	1	1
34	так и остается	1	1
35	на самом деле	1	1
36	в самом деле	4	1
37	точки зрения в	1	1
38	о том как	2	1
39	потому что не	1	1
40	поэтому и его	1	1
41	в одной из	1	1
42	и то и	1	1
43	человека а не	1	1
44	а перед собой	1	1
45	но еще в	1	1
46	в этом отношении	3	1
47	видя в нем	1	1
48	можно было бы	4	1
49	здесь не в	1	1
50	несмотря на то	1	1
51	с этой точки	1	1
52	ту или иную	2	1
53	только потому что	2	1
54	он вовсе не	1	1
55	не в его	1	1
56	не потому что	1	1
57	как раз в	2	1
58	но в то	3	1
59	не только в	2	1
60	на первый взгляд	1	1
61	потому что оно	1	1
62	состоит в том	1	1
63	а также и	1	1
64	и потому что	1	1
65	и в этом	1	1
66	своей жизни в	1	1
67	так или иначе	2	1
68	содержит в себе	1	1
69	в такой же	2	1
70	еще и потому	1	1
71	что у него	2	1
72	с ним в	1	1
73	приходит в голову	1	1
74	этой точки зрения	1	1
75	ни в чем	1	1
76	то же время	8	1
77	по себе а	1	1
78	так и в	1	1
79	связи с этим	2	1
80	с самого начала	1	1
81	времени и пространстве	1	1
82	от солнца и	1	1
83	но еще и	1	1
84	которая может быть	1	1
85	в то же	8	1
86	в том смысле	1	1
87	во времени и	1	1
88	тот и другой	1	1
89	в xix в	1	1
90	и как будто	1	1
91	которая не в	1	1
92	в нем не	1	1
93	и т д	3	1
94	своей и чужой	1	1
