N	3gram	Vygotskiy__4	Problemy
1	с точки зрения	4	13
2	в этом смысле	1	10
3	то же время	1	9
4	в то же	1	9
5	по отношению к	1	8
6	в том что	12	6
7	и в этом	3	5
8	в конце концов	3	5
9	на самом деле	5	4
10	том что он	3	4
11	не может быть	1	4
12	что она не	1	3
13	подобно тому как	1	3
14	и т п	3	3
15	сами по себе	3	3
16	все то что	11	3
17	во всяком случае	3	3
18	с другой стороны	2	3
19	героя и его	1	3
20	и в сущности	1	2
21	оно может быть	1	2
22	в самом деле	7	2
23	он может быть	1	2
24	точку зрения на	1	2
25	до сих пор	3	2
26	и не может	1	2
27	и в то	1	2
28	в той же	1	2
29	бы то ни	1	2
30	только то что	1	2
31	не только в	1	2
32	с ним и	1	2
33	в целом ряде	1	2
34	как бы в	1	2
35	что может быть	2	2
36	можно было бы	4	2
37	придется обращаться к	1	1
38	что в результате	1	1
39	потому что он	2	1
40	то что должно	1	1
41	мы уже говорили	1	1
42	в которой раскрывается	1	1
43	прямо сказать что	1	1
44	же как и	1	1
45	дело в том	1	1
46	в свою очередь	1	1
47	и есть та	1	1
48	в том и	1	1
49	бы герой был	1	1
50	то же самое	6	1
51	нам кажется что	1	1
52	том что это	1	1
53	он все же	1	1
54	он делает в	1	1
55	тому что в	1	1
56	мире в этом	2	1
57	что все эти	1	1
58	не было бы	1	1
59	то что в	3	1
60	но он не	1	1
61	что в нем	5	1
62	том и другом	1	1
63	точно так же	3	1
64	на этот вопрос	1	1
65	как мы уже	1	1
66	что весь этот	1	1
67	и у него	1	1
68	бы это было	1	1
69	и в частности	2	1
70	вот что говорит	1	1
71	все это в	1	1
72	если бы герой	1	1
73	то время как	2	1
74	и что в	3	1
75	какой бы то	1	1
76	так же как	3	1
77	а не только	1	1
78	ни в одном	1	1
79	то ни было	1	1
80	на первый взгляд	1	1
81	он знает что	2	1
82	в какой бы	2	1
83	в этом рассказе	2	1
84	всего романа в	1	1
85	потому что именно	1	1
86	в нашем анализе	1	1
87	перед нами в	1	1
88	но только в	1	1
89	то что может	1	1
90	что мы видим	1	1
91	не в одном	1	1
92	именно в том	2	1
93	построения всего романа	1	1
94	в драме и	1	1
95	этой точки зрения	1	1
96	о том что	10	1
97	ставит нас перед	1	1
98	друг к другу	1	1
99	таким образом в	2	1
100	заключается в том	3	1
101	в то время	2	1
102	она не может	1	1
103	может быть это	2	1
104	это и есть	3	1
105	и независимо от	1	1
106	рядом с этим	1	1
107	она и не	1	1
108	между материалом и	1	1
109	и никогда не	1	1
110	с самого начала	5	1
111	и другом случае	1	1
112	не только не	2	1
113	ни одна из	1	1
114	в художественном произведении	1	1
115	у него в	1	1
116	можно сказать что	1	1
117	что это не	2	1
118	это было так	1	1
119	смысл и тон	1	1
120	мы должны перейти	1	1
121	к тому что	5	1
122	было бы сказать	2	1
123	было так то	1	1
124	сама по себе	3	1
125	тому что он	1	1
126	друг с другом	4	1
127	мире таким образом	1	1
128	которая нашла свое	1	1
129	и показывает как	1	1
130	быть не может	1	1
131	тем что в	1	1
132	для того чтобы	19	1
133	они отрешаются от	1	1
134	если бы это	1	1
135	связи с этой	1	1
136	что и в	1	1
137	даже в пределах	1	1
138	это не так	1	1
139	как бы он	1	1
140	и т д	2	1
141	выходить за пределы	1	1
