N	2gram	Ircho_Kome_2	Formalny
1	т е	1	32
2	и не	14	30
3	вовсе не	2	28
4	и в	26	27
5	может быть	11	25
6	не может	3	24
7	так и	12	21
8	и его	12	19
9	в этом	10	18
10	таким образом	6	18
11	а не	1	17
12	самом деле	1	16
13	точки зрения	4	16
14	то же	3	15
15	в нем	6	15
16	между ними	1	15
17	как и	4	14
18	с точки	1	14
19	не в	2	12
20	если бы	9	12
21	и т	2	11
22	в самом	4	11
23	в жизни	1	11
24	и от	4	11
25	место в	4	10
26	но и	10	10
27	в действительности	2	9
28	не только	7	9
29	как его	1	9
30	так как	4	9
31	так же	1	9
32	отнюдь не	2	8
33	с помощью	1	8
34	как бы	2	8
35	входит в	1	8
36	ни в	5	8
37	как мы	4	8
38	в пределах	1	8
39	только в	4	8
40	как раз	1	8
41	то что	6	8
42	и все	2	8
43	что в	9	8
44	тем же	1	7
45	с тем	5	7
46	не менее	4	7
47	же время	3	7
48	потому что	6	7
49	его в	4	7
50	между тем	4	7
51	в его	4	7
52	в том	11	7
53	если мы	1	7
54	там где	1	7
55	все это	3	7
56	в то	6	7
57	в искусстве	1	7
58	еще не	6	6
59	но в	3	6
60	все эти	1	6
61	в своей	3	6
62	и ее	2	6
63	всяком случае	2	6
64	и теперь	1	6
65	все время	2	6
66	было бы	8	6
67	в литературе	1	6
68	что он	5	6
69	с другой	2	6
70	вместе с	9	6
71	все же	4	6
72	и для	4	6
73	бы в	2	6
74	хотя бы	2	6
75	во всяком	2	6
76	становится в	3	5
77	но не	3	5
78	в истории	5	5
79	в одной	2	5
80	независимо от	5	5
81	что именно	2	5
82	в художественном	1	5
83	в каждом	3	5
84	ни было	2	5
85	того чтобы	6	5
86	сводится к	1	5
87	в ней	3	5
88	никогда не	1	5
89	связи с	3	5
90	большинстве случаев	1	5
91	и их	3	5
92	т п	2	5
93	друг друга	3	5
94	тем что	3	5
95	что же	1	5
96	в реальном	1	5
97	не является	2	5
98	в результате	1	5
99	другой стороны	1	5
100	мы не	2	4
101	он был	2	4
102	бы то	2	4
103	как в	3	4
104	и как	1	4
105	в целом	4	4
106	на ее	1	4
107	то ни	2	4
108	в ее	2	4
109	мы знаем	3	4
110	том что	9	4
111	по себе	1	4
112	мы можем	3	4
113	и является	1	4
114	к тому	12	4
115	роль в	2	4
116	о том	6	4
117	как ее	1	4
118	конечно не	1	4
119	уже в	4	4
120	в большинстве	1	4
121	только на	1	4
122	содержания и	1	4
123	для того	5	4
124	со стороны	2	4
125	прежде всего	4	4
126	до конца	1	4
127	в связи	3	4
128	мы видели	1	4
129	как это	4	4
130	да и	3	4
131	между собой	1	4
132	обстоит дело	1	4
133	от всех	2	4
134	из этого	2	4
135	жизни и	3	4
136	одним из	2	3
137	того же	3	3
138	той же	3	3
139	в виду	2	3
140	и на	7	3
141	столь же	9	3
142	время в	1	3
143	во всех	3	3
144	то мы	1	3
145	то он	1	3
146	нет и	2	3
147	иначе обстоит	1	3
148	жанра и	1	3
149	бы и	2	3
150	что это	4	3
151	в себе	1	3
152	не следует	2	3
153	и с	5	3
154	это не	2	3
155	действительности в	1	3
156	он и	1	3
157	как таковой	1	3
158	в этих	4	3
159	от его	1	3
160	и более	1	3
161	как от	1	3
162	по отношению	3	3
163	тому что	4	3
