N	3gram	Tiupa_Vved_1	Myshleni
1	в том что	3	19
2	по отношению к	7	10
3	можно сказать что	1	6
4	то же самое	1	6
5	в зависимости от	1	5
6	можно было бы	2	5
7	и тем самым	2	5
8	и того же	1	4
9	в сущности говоря	1	4
10	на то что	1	4
11	одного и того	1	4
12	как мы видели	2	4
13	те же самые	1	3
14	в этом отношении	4	3
15	из того что	1	3
16	в первом случае	1	3
17	состоит в том	2	2
18	начинается с того	1	2
19	в этом смысле	1	2
20	в том же	1	2
21	в этом случае	1	2
22	до известной степени	1	2
23	во втором случае	1	2
24	то что он	1	2
25	с другой стороны	1	2
26	вместо того чтобы	1	2
27	то что мы	1	2
28	с того что	1	2
29	в связи с	1	2
30	так и по	1	2
31	мы имеем дело	3	2
32	не может быть	3	2
33	один и тот	1	1
34	что иное как	1	1
35	но и по	1	1
36	на самом деле	3	1
37	в своем собственном	1	1
38	в котором он	1	1
39	это все равно	1	1
40	в том числе	1	1
41	в ответ на	1	1
42	о том как	1	1
43	друг от друга	1	1
44	что он может	1	1
45	именно то что	1	1
46	сами по себе	1	1
47	того что есть	1	1
48	только в двух	1	1
49	в отличие от	2	1
50	иначе обстоит дело	1	1
51	по аналогии с	1	1
52	том числе и	1	1
53	случае мы имеем	1	1
54	появляется и в	1	1
55	едва ли не	2	1
56	в том или	1	1
57	содержит в себе	1	1
58	подтверждает нашу мысль	1	1
59	в данном случае	6	1
60	не только в	2	1
61	с одной стороны	5	1
62	на этот раз	1	1
63	и тот же	1	1
64	и в этом	1	1
65	может и должен	1	1
66	имеем дело с	2	1
67	а не как	1	1
68	в этом направлении	1	1
69	в этом и	1	1
70	как бы в	1	1
71	и все же	4	1
72	которое может быть	1	1
73	мы не можем	1	1
74	не что иное	1	1
75	может быть общим	1	1
76	свою очередь не	1	1
77	как и в	2	1
78	в свою очередь	4	1
79	не непосредственно а	1	1
80	но в этом	1	1
81	в каждой из	1	1
82	интереса к структуре	1	1
83	той или иной	2	1
84	но не в	1	1
85	расчленяет его на	1	1
86	в приведенном выше	1	1
87	тем не менее	3	1
88	подобно тому как	2	1
89	в настоящее время	1	1
90	в пределах одного	1	1
