N	2gram	Tiupa_Teor_1	Analitik
1	не только	16	22
2	тогда как	15	20
3	и в	18	18
4	как и	4	14
5	так и	10	14
6	в этом	8	14
7	и его	8	13
8	но и	9	13
9	том что	9	12
10	в качестве	24	12
11	и не	13	12
12	в частности	16	12
13	при этом	12	11
14	коммуникативного события	1	11
15	то есть	12	10
16	а в	13	10
17	как бы	5	10
18	повести белкина	1	9
19	что в	9	9
20	в тексте	14	9
21	может быть	17	9
22	со стороны	2	9
23	а не	9	9
24	в том	16	9
25	со своей	3	8
26	с его	5	8
27	всего лишь	6	8
28	своего рода	7	8
29	в миропорядке	8	8
30	не случайно	5	8
31	и даже	2	8
32	в первой	5	8
33	по отношению	4	7
34	в русской	6	7
35	как раз	2	7
36	в его	6	7
37	с другой	7	7
38	во второй	7	7
39	но не	9	7
40	отношению к	4	7
41	белкина как	1	6
42	еще не	4	6
43	в этой	3	6
44	он не	3	6
45	в их	2	6
46	не в	7	6
47	к тому	2	6
48	для него	2	6
49	о том	1	6
50	художественного целого	4	6
51	текста в	3	6
52	художественное целое	2	6
53	того же	3	5
54	той же	1	5
55	мы имеем	7	5
56	как правило	4	5
57	в самом	4	5
58	в случае	1	5
59	лишь в	6	5
60	в слове	3	5
61	однако в	7	5
62	а а	5	5
63	в мире	19	5
64	или иной	4	5
65	в сущности	1	5
66	что и	2	5
67	между тем	5	5
68	уже не	4	5
69	в конце	2	5
70	никогда не	4	5
71	и т.п	4	5
72	в свою	3	5
73	прежде всего	2	5
74	я в	16	5
75	не является	4	5
76	такого рода	8	5
77	в результате	1	5
78	другой стороны	5	5
79	представляет собой	9	5
80	этого текста	2	4
81	принадлежит к	3	4
82	и на	1	4
83	столь же	2	4
84	а и	4	4
85	что он	1	4
86	отнюдь не	3	4
87	в своем	4	4
88	и как	2	4
89	по пути	3	4
90	и к	3	4
91	таким образом	3	4
92	приводит к	5	4
93	второй строфе	4	4
94	в итоге	2	4
95	состоит в	17	4
96	по себе	1	4
97	тем самым	4	4
98	картины мира	1	4
99	в одном	2	4
100	имеем дело	2	4
101	не менее	4	4
102	свою очередь	2	4
103	в пределах	5	4
104	и сам	1	4
105	произведение искусства	5	4
106	можно сказать	3	4
107	русской литературе	2	4
108	крайней мере	1	4
109	себя в	6	4
110	во втором	3	4
111	однако что	1	4
112	далеко не	2	4
113	по крайней	1	4
114	и а	4	4
115	о чем	1	4
116	в данном	8	4
117	перед нами	2	4
118	героя и	5	4
119	о о	4	4
120	художественной целостности	3	4
121	я и	2	3
122	модуса художественности	5	3
123	здесь и	1	3
124	который в	2	3
125	всех без	3	3
126	говорить о	3	3
127	в целом	3	3
128	в сочетании	2	3
129	здесь не	1	3
130	но как	1	3
131	если в	2	3
132	а всего	3	3
133	что они	1	3
134	как говорит	3	3
135	в рамках	7	3
136	как в	5	3
137	полку игореве	2	3
138	из этих	3	3
139	с их	2	3
140	художественной реальности	5	3
141	роль в	2	3
142	роли в	5	3
143	литературных произведений	5	3
144	ключ к	2	3
145	подобно тому	1	3
146	в году	1	3
147	без исключения	4	3
148	то же	7	3
149	в каждом	1	3
150	не будет	2	3
151	его в	2	3
152	ко второму	1	3
153	тарасе бульбе	2	3
154	и того	3	3
155	одного и	3	3
156	эстетического отношения	12	3
157	точки зрения	9	3
158	сочетании с	2	3
159	и без	1	3
160	не столько	1	3
161	все это	2	3
162	до известной	2	3
163	в то	6	3
164	дело не	2	3
165	только не	2	3
166	же время	5	3
167	личности в	3	3
168	следует признать	1	3
169	той или	1	3
170	указывает на	1	3
171	с ее	3	3
172	говорит и	2	3
173	в ее	5	3
174	данном случае	5	3
175	не должно	1	3
176	в произведении	3	3
177	так в	4	3
178	о полку	2	3
179	жизнь и	1	3
180	восходит к	1	3
181	граница личности	3	3
182	путь к	1	3
183	именно в	3	3
184	было бы	1	3
185	и е	1	3
186	о у	3	3
187	дело с	1	3
188	на языке	2	3
189	являет собой	2	3
190	однако с	2	3
191	ролевой границей	2	3
192	в особенности	1	3
193	в финале	3	3
194	еще и	1	3
195	что не	1	3
196	не было	1	3
197	воспринимающего сознания	3	3
198	однако и	1	3
199	в тарасе	2	3
200	в строке	3	3
201	как это	8	3
202	к жизни	2	3
203	авторская позиция	1	3
204	известной степени	3	3
205	у и	2	3
206	миропорядка и	3	3
207	сверхличной заданности	2	3
208	присутствия я	6	3
209	первой строфе	4	3
210	впервые в	1	3
211	по поводу	1	3
212	только к	1	2
213	ахматовой в	1	2
214	отношения к	2	2
215	например в	1	2
216	мере в	1	2
217	от своей	1	2
218	в первом	2	2
219	по преимуществу	4	2
220	к собственной	1	2
221	есть не	1	2
222	сатирической художественности	2	2
223	жанровой традиции	1	2
224	на себя	2	2
225	в составе	1	2
226	освобождения от	1	2
227	во всех	1	2
228	в стихе	2	2
229	свою жизнь	2	2
230	конечном счете	6	2
231	отличие от	6	2
232	сама по	1	2
233	к третьему	1	2
234	более чем	1	2
235	на первой	1	2
236	по сути	2	2
237	как к	2	2
238	кто говорит	3	2
239	личностного я	1	2
240	могли бы	2	2
241	как уже	1	2
242	ролевой границы	2	2
243	но в	9	2
244	в противоположность	2	2
245	все эти	2	2
246	своей ролью	1	2
247	в себе	9	2
248	аллитерационная субструктура	2	2
249	не могла	1	2
250	на его	1	2
251	что она	2	2
252	в нем	4	2
253	о а	1	2
254	в лирике	2	2
255	однако при	3	2
256	поведение в	1	2
257	модус художественности	6	2
258	художественного высказывания	3	2
259	и вот	3	2
260	уже говорилось	1	2
261	о его	1	2
262	и по	2	2
263	соответствии со	1	2
264	значительной степени	1	2
265	миропорядке судьбы	1	2
266	могла бы	2	2
267	эстетическая ситуация	3	2
268	данного текста	1	2
269	о в	2	2
270	по два	2	2
271	входит в	1	2
272	это не	2	2
273	я музы	2	2
274	с самим	1	2
275	о и	2	2
276	системе ценностей	3	2
277	авторской позиции	1	2
278	в жизни	2	2
279	здесь отнюдь	1	2
280	в них	2	2
281	с тем	1	2
282	с не	1	2
283	иначе говоря	4	2
284	жизненных ценностей	2	2
285	как способу	2	2
286	имени тебе	2	2
287	высказывания как	1	2
288	или точнее	1	2
289	с точки	3	2
290	внутренняя граница	2	2
291	в принципе	4	2
292	современное литературоведение	1	2
293	в отличие	6	2
294	от его	1	2
295	в имени	2	2
296	состоит не	1	2
297	этих моментов	1	2
298	тем не	3	2
299	лично для	1	2
300	жизненных позиций	1	2
301	даже в	3	2
302	возникает в	1	2
303	человеческого я	3	2
304	сверхсхемные ударения	2	2
305	речь пойдет	1	2
306	и ситуации	1	2
307	дело в	2	2
308	без остатка	2	2
309	хоровое слово	1	2
310	личности относительно	1	2
311	у о	2	2
312	по своей	3	2
313	пушкина что	2	2
314	персонажа в	1	2
315	позиции и	1	2
316	художественную целостность	2	2
317	сводится к	5	2
318	здесь явственно	1	2
319	в момент	2	2
320	могут быть	4	2
321	сравнении с	1	2
322	эстетического объекта	2	2
323	его за	1	2
324	е о	2	2
325	ролью в	1	2
326	говоря словами	3	2
327	пределах строки	2	2
328	стопного ямба	2	2
329	в себя	3	2
330	те же	1	2
331	не с	3	2
332	осуществляется в	1	2
333	с героем	1	2
334	относительно своей	2	2
335	об этом	2	2
336	жизненная позиция	1	2
337	миропорядке в	1	2
338	и здесь	2	2
339	или иным	3	2
340	и т.д	3	2
341	на примере	1	2
342	в глаза	2	2
343	в новую	1	2
344	в значительной	1	2
345	лирического сюжета	3	2
346	личности со	3	2
347	в конечном	6	2
348	в форме	2	2
349	очевидным образом	1	2
350	субъекта и	2	2
351	один из	2	2
352	но с	1	2
353	обе эти	1	2
354	звучит ритмическим	2	2
355	с появлением	1	2
356	вступить в	1	2
357	только в	6	2
358	тем или	1	2
359	то в	2	2
360	это всеобъемлющая	2	2
361	и ее	3	2
362	тот или	2	2
363	с одной	2	2
364	все они	1	2
365	внешней заданности	2	2
366	в точке	2	2
367	для всех	1	2
368	с нею	1	2
369	в большинстве	2	2
370	а напротив	2	2
371	жанровая форма	1	2
372	нуждается в	1	2
373	его внешней	2	2
374	на меня	3	2
375	повесть о	2	2
376	тем что	1	2
377	злата стола	2	2
378	это по	1	2
379	и диктовала	2	2
380	одной стороны	2	2
381	русской поэзии	2	2
382	данту диктовала	3	2
383	внимательно взглянула	4	2
384	в романе	3	2
385	говорит о	1	2
386	в соответствии	3	2
387	слове о	2	2
388	одну из	1	2
389	целого однако	1	2
390	не может	4	2
391	о себе	2	2
392	о своих	1	2
393	вместе с	2	2
394	и потому	2	2
395	по своему	2	2
396	в той	2	2
397	тому как	1	2
398	как эстетической	4	2
399	я с	5	2
400	этого слова	3	2
401	в контексте	3	2
402	лирическое я	2	2
403	художественности в	4	2
404	модусом художественности	2	2
405	в культуре	2	2
406	произведении искусства	2	2
407	и для	2	2
408	и от	1	2
409	мира и	1	2
410	и б	1	2
411	хотя и	3	2
412	судьбы а	1	2
413	не более	1	2
414	в финальной	1	2
415	второй и	2	2
416	в сравнении	1	2
417	своей роли	2	2
418	личности и	4	2
419	не предполагает	1	2
420	то что	3	2
421	нам не	1	2
