N	2gram	Bakhtin_Fr_8	PoTuStor
1	может быть	3	17
2	и в	56	16
3	в этом	14	9
4	таким образом	17	9
5	и только	1	9
6	мы можем	1	9
7	прежде всего	6	9
8	и с	8	8
9	точки зрения	6	8
10	и его	12	8
11	не может	2	8
12	с его	5	7
13	не только	8	7
14	сказать что	3	7
15	самом деле	2	6
16	конечно не	4	6
17	при этом	4	6
18	с точки	2	6
19	и это	1	6
20	для него	2	6
21	и к	4	6
22	еще не	10	5
23	в чем	1	5
24	все эти	15	5
25	ни в	2	5
26	как бы	11	5
27	на самом	2	4
28	и ее	4	4
29	и на	7	4
30	и наконец	3	4
31	но в	6	4
32	в этой	6	4
33	в нем	8	4
34	его в	2	4
35	в один	1	4
36	мысли и	1	4
37	все это	8	4
38	самого начала	1	4
39	как мы	7	4
40	с ее	5	4
41	с самого	1	4
42	так и	13	4
43	но мы	1	4
44	можно сказать	2	4
45	в его	18	4
46	только в	9	4
47	для всех	1	4
48	и их	8	4
49	так как	4	4
50	и даже	8	4
51	но и	9	4
52	и не	9	4
53	и все	6	4
54	и значение	1	3
55	во всех	8	3
56	и как	2	3
57	с их	2	3
58	на две	2	3
59	мы полагаем	1	3
60	и вот	1	3
61	их в	4	3
62	на этой	1	3
63	этом смысле	1	3
64	том что	8	3
65	во время	5	3
66	сих пор	8	3
67	в одном	2	3
68	и притом	1	3
69	в основе	4	3
70	до сих	8	3
71	и оно	1	3
72	те же	1	3
73	мира и	2	3
74	по сравнению	1	3
75	на язык	1	3
76	с другими	1	3
77	и она	1	3
78	в том	13	3
79	в большинстве	7	3
80	только на	2	3
81	большинстве случаев	6	3
82	мы знаем	1	3
83	полагаем что	1	3
84	в области	5	3
85	и др	8	3
86	ребенка и	1	3
87	вместе с	2	3
88	и потому	4	3
89	сравнению с	1	3
90	могут быть	1	3
91	что в	5	3
92	в этих	11	3
93	а в	2	3
94	то что	3	3
95	между ними	2	3
96	только как	1	3
97	жизни и	1	3
98	ту же	4	2
99	в самом	9	2
100	мы уже	10	2
101	мы не	2	2
102	и о	3	2
103	того же	1	2
104	на них	3	2
105	между собой	1	2
106	из этих	1	2
107	совсем не	2	2
108	за пределы	4	2
