N	3gram	Vygotskiy__7	OGranits
1	с точки зрения	21	5
2	не может быть	4	4
3	до тех пор	1	4
4	тех пор пока	1	3
5	по отношению к	5	3
6	есть прежде всего	1	3
7	одно и то	3	3
8	что иное как	1	2
9	представим себе что	1	2
10	в самом деле	4	2
11	слов и их	2	2
12	в зависимости от	1	2
13	не чем иным	2	2
14	в данном случае	5	2
15	с одной стороны	5	2
16	и то же	3	2
17	с другой стороны	1	2
18	то же слово	1	2
19	есть не что	1	2
20	чем иным как	2	2
21	с самого начала	7	2
22	зависимости от этого	1	2
23	не что иное	1	2
24	в том что	13	2
25	и находит свое	1	1
26	том что в	2	1
27	что в этом	2	1
28	только потому что	3	1
29	быть не чем	1	1
30	неразрывно связаны между	1	1
31	этой точки зрения	4	1
32	на самом деле	2	1
33	подобно тому как	1	1
34	мы должны перейти	1	1
35	то же самое	5	1
36	должно было бы	1	1
37	равно нулю в	1	1
38	и не может	1	1
39	во всей своей	1	1
40	в отличие от	2	1
41	нет и не	2	1
42	внутренней речи чтобы	1	1
43	в этом отношении	3	1
44	в собственном смысле	3	1
45	можно было бы	1	1
46	но мы должны	2	1
47	основной методологический порок	1	1
48	с этой точки	4	1
49	в последнее время	2	1
50	только и может	1	1
51	для того чтобы	18	1
52	может заставить нас	1	1
53	так же как	7	1
54	может быть не	1	1
55	все эти три	2	1
56	если бы мы	1	1
57	этого мы должны	1	1
58	состоит в том	3	1
59	тем не менее	3	1
60	и вместе с	2	1
61	в одном случае	1	1
62	само по себе	1	1
63	прежде всего в	2	1
64	в этот вопрос	1	1
65	потому что они	1	1
66	мы не можем	3	1
67	так же точно	3	1
68	таким образом мы	1	1
69	включает в себя	1	1
70	в конечном счете	2	1
71	на то что	4	1
72	на всем протяжении	4	1
73	в то же	1	1
74	говорить и о	1	1
75	к тому что	6	1
76	поводу только что	1	1
77	всей своей полноте	1	1
78	как и в	3	1
79	прежде всего не	1	1
80	развития не может	1	1
