N	2gram	Trubetskoy_1	Problemy
1	и не	19	31
2	и в	14	29
3	в его	4	24
4	может быть	9	24
5	в этом	17	22
6	а не	2	22
7	в нем	5	19
8	точки зрения	11	19
9	как бы	4	19
10	для него	6	18
11	не только	9	15
12	то что	13	15
13	то же	11	14
14	но и	10	14
15	с точки	9	13
16	уже не	2	13
17	точка зрения	1	12
18	таким образом	11	12
19	как и	4	12
20	не может	22	12
21	о себе	1	12
22	в самом	3	10
23	в то	10	10
24	только в	5	10
25	все эти	2	9
26	все же	4	9
27	это не	1	9
28	если бы	6	9
29	себе самом	1	9
30	же время	10	9
31	но не	4	9
32	по отношению	2	8
33	что в	4	8
34	по себе	2	8
35	как не	1	8
36	в том	17	8
37	что он	6	8
38	потому что	5	8
39	до конца	1	8
40	в своем	6	8
41	в своей	5	8
42	отношению к	1	8
43	и на	5	7
44	и как	3	7
45	но в	2	7
46	в себе	9	7
47	входит в	1	7
48	с другими	1	7
49	том что	9	7
50	не в	4	7
51	вовсе не	1	7
52	она не	2	7
53	так и	1	7
54	прежде всего	8	7
55	а в	5	7
56	самом деле	7	6
57	так же	2	6
58	в одной	1	6
59	выражение в	1	6
60	в мире	4	6
61	его в	4	6
62	несмотря на	3	6
63	точку зрения	4	6
64	его целом	1	6
65	в самой	1	6
66	могут быть	1	6
67	к нему	2	6
68	в конце	3	6
69	так как	4	6
70	и потому	3	6
71	не могут	4	6
72	все это	6	6
73	на самом	6	5
74	это и	1	5
75	должна быть	2	5
76	в зависимости	1	5
77	у него	2	5
78	перед нами	1	5
79	он не	5	5
80	но все	1	5
81	было бы	5	5
82	в сущности	1	5
83	и это	1	5
84	и о	2	5
85	еще не	3	5
86	с ним	2	5
87	между тем	5	5
88	именно в	3	5
89	конце концов	3	5
90	во всяком	9	5
91	и т	3	4
92	идет о	1	4
93	так чтобы	3	4
94	и наконец	2	4
95	в этой	4	4
96	человека в	1	4
97	должно быть	3	4
98	их в	2	4
99	даже в	1	4
100	как мы	1	4
101	в основе	1	4
102	от того	4	4
103	и с	7	4
104	из одного	1	4
105	в свете	1	4
106	он есть	1	4
107	самом и	1	4
108	тем что	3	4
109	были бы	2	4
110	что и	3	4
111	как же	1	4
112	превращается в	1	4
113	не было	3	4
114	не на	1	4
115	что же	4	4
116	но это	2	4
117	и для	6	4
118	в результате	2	4
119	они не	1	4
120	в мировоззрении	2	3
121	отношения к	2	3
122	отношении к	2	3
123	он может	1	3
124	не во	1	3
125	ни один	1	3
126	он сам	3	3
127	себе и	4	3
128	то чем	1	3
129	на почве	2	3
130	в их	4	3
131	тому что	2	3
132	одна из	3	3
133	на него	1	3
134	никогда не	5	3
135	как будто	2	3
136	этом отношении	1	3
137	точке зрения	3	3
138	в духе	1	3
139	отличается от	2	3
140	если же	2	3
141	только то	1	3
142	в себя	1	3
143	приводит к	4	3
144	с другой	1	3
145	мы должны	7	3
146	но как	1	3
147	и у	1	3
148	за ним	1	3
149	всяком случае	6	3
150	ни в	2	3
151	друг друга	3	3
152	хоть и	1	3
153	этот принцип	1	3
154	по существу	5	3
155	есть то	1	3
156	бы в	1	3
157	и внутренне	1	3
158	была бы	1	3
159	таким же	3	3
160	в своих	6	3
161	как на	8	3
162	все что	4	3
163	себя как	2	2
164	не поддается	1	2
165	и есть	2	2
166	оно может	1	2
167	мы уже	2	2
168	в которой	1	2
169	вопрос о	5	2
170	на себя	2	2
171	из которых	5	2
172	в ней	2	2
173	бы то	4	2
174	зрения все	1	2
175	во что	3	2
176	так что	2	2
177	в истории	1	2
178	с этим	2	2
179	для создания	1	2
180	и к	6	2
181	вследствие этого	1	2
182	на его	1	2
183	всех этих	3	2
184	в россии	6	2
185	но этого	1	2
186	войти в	1	2
187	здесь мы	1	2
188	то ни	4	2
189	при этом	5	2
190	в жизни	1	2
191	со своими	1	2
192	в один	1	2
193	отпечаток его	1	2
194	в котором	2	2
195	бы к	1	2
196	в которых	1	2
197	ее он	2	2
198	друг другу	2	2
199	самого начала	1	2
200	чтобы в	2	2
201	на себе	1	2
202	следовательно и	2	2
203	а лишь	4	2
204	связи с	3	2
205	в сознании	3	2
206	к себе	2	2
207	самостоятельность как	1	2
208	что оно	3	2
209	для себя	2	2
210	данном случае	3	2
211	идет не	1	2
212	и что	2	2
213	что может	3	2
214	те же	1	2
215	сознании и	1	2
216	то они	1	2
217	никак не	1	2
218	и во	3	2
219	от них	1	2
220	а потому	5	2
221	второстепенную роль	1	2
222	по своим	1	2
223	к сознанию	1	2
224	в лучшем	3	2
225	один из	1	2
226	себе еще	1	2
227	этих черт	1	2
228	хотя бы	5	2
229	они могут	1	2
230	именно на	2	2
231	же и	1	2
232	конечно не	5	2
233	в большинстве	3	2
234	то и	1	2
235	ни было	1	2
236	является не	2	2
237	большинстве случаев	2	2
238	или даже	1	2
239	его и	2	2
240	не о	2	2
241	и даже	2	2
242	до сих	5	2
243	себя и	5	2
244	на этот	1	2
245	не об	1	2
246	всех элементов	1	2
247	нет ни	1	2
248	в данном	7	2
249	друг с	14	2
250	его творчество	1	2
251	с этой	1	2
252	благодаря этому	2	2
253	является для	1	2
254	сих пор	5	2
255	лучшем случае	3	2
256	можно было	4	2
257	нисколько не	2	2
258	из тех	1	2
259	что позволяет	1	2
260	слова но	1	2
261	и от	2	2
262	и человек	2	2
263	человек и	1	2
264	этой действительности	1	2
265	ибо в	3	2
266	его жизнь	1	2
267	не есть	3	2
268	от ее	1	2
269	этот вопрос	2	2
270	есть и	2	2
271	жизни и	4	2
272	с идеями	1	1
273	от этой	2	1
274	не должны	1	1
275	же как	1	1
276	самостоятельность и	1	1
277	тон и	1	1
278	не идет	1	1
279	политическом и	1	1
280	упорно и	1	1
281	тем же	1	1
282	всякое иное	1	1
283	и друг	1	1
284	можно лишь	1	1
285	исходит из	1	1
286	противном случае	1	1
287	видеть в	2	1
288	с таким	1	1
289	и за	1	1
290	яркое и	1	1
291	их и	1	1
292	из всех	2	1
293	на тех	1	1
294	мы не	1	1
295	то таким	1	1
296	бы именно	1	1
297	на эти	1	1
298	не была	1	1
299	оно есть	1	1
300	в полной	1	1
301	бы ни	2	1
302	но даже	2	1
303	мировоззрения в	2	1
304	формы в	1	1
305	и видеть	1	1
306	во всех	5	1
307	в создании	1	1
308	а следовательно	3	1
309	друг к	1	1
310	нею в	1	1
311	а только	1	1
312	к которой	6	1
313	в качестве	3	1
314	тогда как	2	1
315	ни стало	3	1
316	суждений и	1	1
317	нет и	1	1
318	в свои	1	1
319	что они	3	1
320	и знаем	1	1
321	из таких	1	1
322	сама по	2	1
323	внутренние противоречия	1	1
324	которые не	1	1
325	первый взгляд	1	1
326	каждая из	1	1
327	стороны и	1	1
328	что касается	1	1
329	в противном	1	1
330	по соображениям	2	1
331	более или	4	1
332	от этого	1	1
333	взаимодействия между	1	1
334	со своей	1	1
335	что это	3	1
336	с внешней	1	1
337	для данного	1	1
338	из этих	3	1
339	ни одна	3	1
340	слагающийся из	1	1
341	всего необходимо	1	1
342	другом случае	2	1
343	также может	1	1
344	иначе и	1	1
345	но на	1	1
346	и если	7	1
347	основным принципам	1	1
348	вообще не	1	1
349	не следует	1	1
350	время и	1	1
351	он должен	5	1
352	же это	1	1
353	есть та	1	1
354	к одному	1	1
355	в начале	2	1
356	и вот	2	1
357	быть самим	4	1
358	и по	3	1
359	же остается	1	1
360	его можно	1	1
361	лишь с	1	1
362	находит себе	1	1
363	или иных	1	1
364	могла бы	1	1
365	не будет	7	1
366	что все	3	1
367	в совершенно	4	1
368	что такой	4	1
369	об этом	1	1
370	из них	3	1
371	и неизбежно	1	1
372	к другу	1	1
373	лишь в	3	1
374	заключается в	1	1
375	с самим	2	1
376	быть настоящим	1	1
377	и мы	1	1
378	то все	1	1
379	роль в	1	1
380	это противоречие	1	1
381	быть не	1	1
382	ведь в	2	1
383	и примирения	1	1
384	для них	3	1
385	она и	1	1
386	при том	4	1
387	все равно	1	1
388	не всегда	1	1
389	всегда и	1	1
390	становится и	1	1
391	роль и	1	1
392	остается в	2	1
393	одного и	1	1
394	было не	1	1
395	на первый	1	1
396	или менее	4	1
397	другом как	1	1
398	ему как	1	1
399	своей организации	1	1
400	от своего	1	1
401	если такое	1	1
402	своем стремлении	1	1
403	а каждая	1	1
404	что о	1	1
405	этому пути	1	1
406	что вся	1	1
407	фактом что	1	1
408	наиболее полное	1	1
409	место в	2	1
410	не столько	1	1
411	на свою	1	1
412	он принимает	1	1
413	признать что	6	1
414	должны были	1	1
415	и другого	1	1
416	только такой	1	1
417	теми же	1	1
418	жизни является	1	1
419	по крайней	1	1
420	не тем	2	1
421	том и	2	1
422	между несколькими	1	1
423	если и	1	1
424	от чисто	1	1
425	нею и	1	1
426	далее что	1	1
427	до известной	1	1
428	и другое	1	1
429	ними не	1	1
430	дело в	1	1
431	ее с	1	1
432	и форм	1	1
433	он еще	1	1
434	иметь в	1	1
435	того чтобы	8	1
436	та или	1	1
437	не могло	1	1
438	может только	3	1
439	только не	1	1
440	того и	1	1
441	найти в	1	1
442	и всегда	1	1
443	не всякий	1	1
444	и весь	1	1
445	всего на	1	1
446	с одним	1	1
447	мы подходим	1	1
448	и сама	1	1
449	здесь же	1	1
450	то это	3	1
451	в области	2	1
452	с другом	14	1
453	вот в	1	1
454	чтобы сделать	1	1
455	же самое	1	1
456	должны быть	1	1
457	всего в	1	1
458	одну и	1	1
459	к тому	7	1
460	быть назван	1	1
461	должен быть	1	1
462	для всей	1	1
463	человека является	1	1
464	проявления этой	1	1
465	но только	1	1
466	свою очередь	1	1
467	но при	1	1
468	людей в	1	1
469	в ее	1	1
470	личности и	1	1
471	только при	1	1
472	с самого	1	1
473	и когда	1	1
474	котором мы	1	1
475	что у	1	1
476	в другом	3	1
477	совершенно различных	1	1
478	не трудно	1	1
479	в борьбе	2	1
480	ибо только	1	1
481	привело бы	1	1
482	остается только	1	1
483	по сравнению	1	1
484	для этого	3	1
485	в настоящее	2	1
486	со стороны	4	1
487	которому принадлежит	1	1
488	даже не	2	1
489	образом в	1	1
490	быть особенно	1	1
491	вот это	1	1
492	полной мере	1	1
493	другом месте	1	1
494	о том	7	1
495	настоящее время	2	1
496	сам а	1	1
497	и ставит	1	1
498	можно сказать	1	1
499	на которых	1	1
500	движения то	1	1
501	быть тем	1	1
502	его личности	1	1
503	отметить что	2	1
504	именно тем	1	1
505	и только	5	1
506	крайней мере	1	1
507	которая как	1	1
508	утверждение и	1	1
509	она может	3	1
510	такой человек	1	1
511	земле это	1	1
512	того что	3	1
513	к которому	1	1
514	быть и	2	1
515	на которой	2	1
516	образом как	1	1
517	оно и	1	1
518	связь и	1	1
519	согласиться с	2	1
520	одной из	3	1
521	церковь как	1	1
522	человека можно	1	1
523	то в	3	1
524	и действительно	1	1
525	даже если	2	1
526	а с	2	1
527	и оценку	1	1
528	том условии	3	1
529	по этому	2	1
530	вся эта	2	1
531	себя в	4	1
532	и истины	1	1
533	с нею	3	1
534	только такое	1	1
535	а то	1	1
536	и других	1	1
537	к творчеству	1	1
538	не так	2	1
539	и их	1	1
540	центр тяжести	2	1
541	могло бы	1	1
542	чтобы она	2	1
543	не для	1	1
544	подходим к	1	1
545	к ним	1	1
546	бытия и	1	1
547	из нее	1	1
548	случае не	1	1
549	принципиально не	1	1
550	того или	2	1
551	к той	2	1
552	в других	2	1
553	это свое	1	1
554	для того	6	1
555	и материал	1	1
556	до самого	1	1
557	нами не	1	1
558	приходится признать	1	1
559	различны в	1	1
560	на ее	1	1
