N	3gram	Ircho_Kome_2	Myshleni
1	в том что	5	17
2	вместе с тем	4	10
3	для того чтобы	4	7
4	в отличие от	2	6
5	с самого начала	1	6
6	можно было бы	2	5
7	с одной стороны	2	5
8	в связи с	3	5
9	тем не менее	1	5
10	друг с другом	2	5
11	что и в	2	5
12	то время как	2	4
13	во всяком случае	2	4
14	в то время	3	4
15	о том что	4	3
16	независимо от того	2	3
17	дополняющих друг друга	1	3
18	по сравнению с	1	3
19	с другой стороны	1	3
20	внешней и внутренней	1	3
21	то обстоятельство что	1	3
22	как мы видели	1	3
23	только потому что	2	2
24	по отношению к	3	2
25	в этом смысле	2	2
26	на первый план	1	2
27	только в том	1	2
28	то что в	1	2
29	не может быть	1	2
30	и во всяком	1	2
31	того или иного	1	2
32	так и в	1	2
33	в свою очередь	1	2
34	само по себе	1	2
35	если в основе	1	2
36	к выводу что	1	2
37	той или иной	1	2
38	на пути к	2	2
39	в так называемой	1	1
40	тот же что	1	1
41	не в состоянии	1	1
42	другой стороны он	1	1
43	более или менее	1	1
44	с их точки	2	1
45	так или иначе	3	1
46	изменился и самый	1	1
47	в том числе	3	1
48	тех же слов	1	1
49	шаг вперед по	1	1
50	с точки зрения	1	1
51	до сих пор	2	1
52	представление о том	1	1
53	огромный шаг вперед	1	1
54	бы то ни	2	1
55	том числе и	1	1
56	основе его лежит	1	1
57	имеет в виду	1	1
58	за то что	4	1
59	точно так же	1	1
60	между детьми и	1	1
61	может привести к	1	1
62	таким же образом	1	1
63	так как он	1	1
64	же что и	1	1
65	в самом начале	2	1
66	в этой области	1	1
67	не в его	1	1
68	в основе его	1	1
69	не только в	1	1
70	то ни было	2	1
71	на этот раз	4	1
72	в один ряд	1	1
73	всяком случае в	1	1
74	время как в	1	1
75	имеем дело с	1	1
76	их точки зрения	2	1
77	и в том	1	1
78	но столь же	1	1
79	а вместе с	1	1
80	вперед по сравнению	1	1
81	в этом же	2	1
82	ожидать что и	1	1
83	уже в самом	1	1
84	связи с этим	1	1
85	и в самом	1	1
86	можем представить себе	1	1
87	друг от друга	1	1
88	но все эти	1	1
89	когда в этом	1	1
90	он имеет в	1	1
91	к тому что	2	1
92	и опирается на	1	1
93	вслед за этим	1	1
