N	4gram	Bakhtin_Pr_1	Analitik
1	в то же время	3	6
2	не что иное как	1	4
3	и не может быть	1	4
4	мы имеем дело с	1	3
5	есть не что иное	1	3
6	бы то ни было	2	3
7	как совокупность факторов художественного	1	2
8	но в то же	1	2
9	ни в коем случае	2	2
10	в коем случае не	2	2
11	совокупность факторов художественного впечатления	1	2
12	деятельности созерцания направленной на	1	1
13	содержание эстетической деятельности созерцания	1	1
14	объект не есть вещь	1	1
15	эстетический объект не есть	1	1
16	ни в психике ни	1	1
17	вследствие этого какою-то мистическою	1	1
18	эстетики становится зыбкой и	1	1
19	опознанной и поступком оцененной	1	1
20	и как совокупность факторов	1	1
21	той или иной культурной	1	1
22	психический процесс творчества и	1	1
23	в противном случае мы	1	1
24	зыбкой и случайной в	1	1
25	становится вследствие этого какою-то	1	1
26	социально политически экономически религиозно	1	1
27	процесс творчества и восприятия	1	1
28	в художественном творчестве имеются	1	1
29	нераздельность но и неслиянность	1	1
30	лишенная базы систематико-философской эстетики	1	1
31	чего бы то ни	1	1
32	как осуществляющее эстетический объект	1	1
33	взаимоопределении с опознанной и	1	1
34	чувствую себя как активного	1	1
35	как активного субъекта в	1	1
36	его от познания и	1	1
37	активном взаимоопределении с опознанной	1	1
38	художественно значимо в напряженном	1	1
39	я вхожу как необходимый	1	1
40	живо произведение и художественно	1	1
41	этого какою-то мистическою или	1	1
42	с опознанной и поступком	1	1
43	эстетического резко отличающая его	1	1
44	и поступка его рецептивный	1	1
45	творчестве имеются два эмпирически	1	1
46	становится зыбкой и случайной	1	1
47	которую я вхожу как	1	1
48	активного субъекта в которую	1	1
49	и случайной в самых	1	1
50	и активном взаимоопределении с	1	1
51	в которой я чувствую	1	1
52	в нашем случае художественного	1	1
53	субъекта в которую я	1	1
54	резко отличающая его от	1	1
55	эмпирически наличных момента внешнее	1	1
56	не может быть найден	1	1
57	в которую я вхожу	1	1
58	его рецептивный положительно-приемлющий характер	1	1
59	живом и значимом познавательно	1	1
60	познания и поступка его	1	1
61	событийный характер эстетического объекта	1	1
62	систематико-философской эстетики становится зыбкой	1	1
63	мистическою или метафизическою сущностью	1	1
64	значимо в напряженном и	1	1
65	не становится вследствие этого	1	1
66	я чувствую себя как	1	1
67	познавательно социально политически экономически	1	1
68	как мы увидим далее	1	1
69	найден ни в психике	1	1
70	созерцания направленной на произведение	1	1
71	произведения с точки зрения	1	1
72	имеются два эмпирически наличных	1	1
73	базы систематико-философской эстетики становится	1	1
74	быть найден ни в	1	1
75	эстетической деятельности созерцания направленной	1	1
76	напряженном и активном взаимоопределении	1	1
77	произведение и художественно значимо	1	1
78	которой я чувствую себя	1	1
79	поступка его рецептивный положительно-приемлющий	1	1
80	два эмпирически наличных момента	1	1
81	понять внешнее материальное произведение	1	1
82	материальное произведение как осуществляющее	1	1
83	внешнее материальное произведение как	1	1
84	момента внешнее материальное произведение	1	1
85	и психический процесс творчества	1	1
86	в психике ни в	1	1
87	и художественно значимо в	1	1
88	основная особенность эстетического резко	1	1
89	особенность эстетического резко отличающая	1	1
90	на самом же деле	1	1
91	отличающая его от познания	1	1
92	в напряженном и активном	1	1
93	художественном творчестве имеются два	1	1
94	какою-то мистическою или метафизическою	1	1
95	наличных момента внешнее материальное	1	1
96	произведение как осуществляющее эстетический	1	1
97	себя как активного субъекта	1	1
98	значимом познавательно социально политически	1	1
99	может быть найден ни	1	1
100	не говоря уже о	1	1
101	и значимом познавательно социально	1	1
102	от познания и поступка	2	1
103	и поступком оцененной действительностью	1	1
104	психике ни в материальном	1	1
105	ни в материальном произведении	1	1
