N	2gram	Medvedev_F_1	slovoVRo
1	и в	24	39
2	может быть	14	37
3	и т	12	35
4	и его	10	33
5	т п	4	33
6	не только	7	24
7	и не	20	22
8	но и	7	21
9	не может	16	20
10	в нем	14	19
11	до конца	7	17
12	в этом	15	16
13	все это	9	16
14	так и	18	15
15	а не	10	14
16	отличие от	1	13
17	как в	8	13
18	в процессе	9	13
19	в пределах	6	13
20	слова в	1	13
21	во всех	5	12
22	в отличие	1	12
23	в истории	4	11
24	художественного изображения	1	11
25	вовсе не	10	10
26	к своему	1	9
27	и с	8	9
28	не в	8	9
29	языка и	1	9
30	таким образом	13	8
31	оно не	4	8
32	себя в	1	8
33	прежде всего	22	8
34	точки зрения	16	8
35	еще не	6	7
36	с его	4	7
37	в него	2	7
38	пределах одного	1	7
39	при этом	5	7
40	в этих	1	7
41	для него	3	7
42	с ним	2	7
43	никогда не	4	7
44	могут быть	1	7
45	как мы	5	7
46	язык и	1	7
47	в его	23	7
48	и даже	3	7
49	и потому	9	7
50	как бы	6	7
51	но не	3	6
52	в своем	11	6
53	все же	3	6
54	и к	4	6
55	но в	5	6
56	все эти	6	6
57	так сказать	3	6
58	в них	3	6
59	в слове	1	6
60	как и	11	6
61	она не	6	6
62	в большинстве	3	6
63	там где	1	6
64	жизни и	7	6
65	например в	1	5
66	на роман	1	5
67	это не	2	5
68	том что	1	5
69	по себе	5	5
70	мышления и	1	5
71	не могут	1	5
72	но все	2	5
73	мира и	1	5
74	с другой	5	5
75	романа в	1	5
76	один из	3	5
77	в том	6	5
78	с одной	4	5
79	конечно не	4	5
80	уже не	2	5
81	и их	10	5
82	одной стороны	4	5
83	или иной	1	5
84	большинстве случаев	2	5
85	и для	1	5
86	только в	2	5
87	романа и	1	5
88	для нас	1	5
89	и все	6	5
90	и наконец	3	5
91	отношения к	6	4
92	в зависимости	2	4
93	его не	2	4
94	и на	8	4
95	по отношению	4	4
96	отношение к	3	4
97	словом в	1	4
98	всех этих	3	4
99	то же	10	4
100	его в	3	4
101	входит в	6	4
102	с другими	4	4
103	на почве	13	4
104	в новое	2	4
105	ни в	2	4
106	идеологического становления	2	4
107	в отношении	3	4
108	не менее	11	4
109	в то	9	4
110	одна из	2	4
111	в основе	3	4
112	эти формы	1	4
113	же время	8	4
114	во всем	2	4
115	зависимости от	3	4
116	что оно	1	4
117	здесь не	3	4
118	для этого	4	4
119	но здесь	1	4
120	этого языка	1	4
121	борьба с	3	4
122	наконец в	3	4
123	для всех	1	4
124	и других	3	4
125	так как	1	4
126	даже и	2	4
127	и др	5	4
128	с помощью	3	4
129	на фоне	3	4
130	xix века	1	4
131	в той	1	4
132	в основном	3	4
133	как предмет	1	4
134	в чужом	2	4
135	в смысле	1	4
136	а в	6	4
137	отношении к	2	4
138	отношению к	4	4
139	ту же	1	3
140	как это	6	3
141	должна быть	7	3
142	той же	1	3
143	единство и	2	3
144	говорить о	1	3
145	в чем	1	3
146	сама по	2	3
147	стороны и	4	3
148	к новому	2	3
149	перед нами	1	3
150	и как	3	3
151	не приходится	2	3
152	бы и	1	3
153	с их	1	3
154	борьбы с	1	3
155	со всею	5	3
156	и социальной	1	3
157	на этом	1	3
158	материала и	3	3
159	не с	2	3
160	лишь в	8	3
161	с точки	13	3
162	не столько	1	3
163	идеологического творчества	9	3
164	его от	1	3
165	связи с	3	3
166	этом отношении	1	3
167	разрыв между	1	3
168	в ней	10	3
169	исторической жизни	1	3
170	глубоко и	2	3
171	в состав	1	3
172	романа а	1	3
173	а также	1	3
174	языке как	1	3
175	к нему	1	3
176	между тем	2	3
177	что и	2	3
178	в свете	1	3
179	быть и	4	3
180	не исчерпывает	1	3
181	или даже	1	3
182	идеологического мира	6	3
183	у него	1	3
184	в роман	1	3
185	в особенности	3	3
186	связан с	1	3
