N	3gram	Vygotskiy__2	Mirosoze
1	не может быть	6	8
2	друг к другу	1	5
3	для того чтобы	10	4
4	до сих пор	1	3
5	так же как	1	3
6	в высшей степени	7	3
7	что она не	1	2
8	к другу и	1	2
9	подобно тому как	2	2
10	потому что он	2	2
11	но для этого	1	2
12	так как он	1	2
13	все равно что	1	2
14	о том что	4	2
15	по отношению к	5	2
16	как и в	1	2
17	после того как	1	2
18	в том что	21	2
19	как и во	1	2
20	мы увидим что	2	2
21	том что в	2	1
22	сомневаться в том	1	1
23	мы видим в	2	1
24	прежде всего как	1	1
25	в которых он	1	1
26	оно не может	1	1
27	было бы назвать	1	1
28	том что он	1	1
29	того как в	1	1
30	только тогда когда	2	1
31	что у них	1	1
32	все та же	1	1
33	с точки зрения	18	1
34	в своей книге	1	1
35	как и все	1	1
36	сам по себе	1	1
37	а также в	1	1
38	что он не	2	1
39	друг на друга	1	1
40	он не способен	1	1
41	в этом отношении	3	1
42	ни у кого	1	1
43	на то что	6	1
44	он так же	1	1
45	ибо и в	1	1
46	человека и в	1	1
47	и тогда когда	1	1
48	который может быть	1	1
49	не только имеет	1	1
50	находится во власти	1	1
51	которые в своем	1	1
52	не потому что	2	1
53	в этом нет	1	1
54	смысле этого слова	3	1
55	по сравнению с	5	1
56	тогда когда человек	1	1
57	но так как	1	1
58	лежит в основе	3	1
59	они не имеют	1	1
60	по ту сторону	2	1
61	на протяжении всего	2	1
62	и не то	1	1
63	той или иной	1	1
64	к которому он	1	1
65	сама по себе	2	1
66	на самом деле	2	1
67	то же что	1	1
68	она не может	1	1
69	друг друга к	1	1
70	именно потому что	1	1
71	независимо от его	1	1
72	по своей природе	1	1
