N	3gram	Tiupa_Hudo_1	Formalny
1	не может быть	2	10
2	в связи с	3	10
3	и т п	8	9
4	с точки зрения	3	7
5	в этом отношении	3	7
6	в самом деле	4	5
7	и в этом	1	5
8	с тем что	1	5
9	то же время	8	5
10	в то же	8	5
11	во всяком случае	1	5
12	и т д	3	5
13	того или иного	2	4
14	в высшей степени	1	4
15	на самом деле	1	3
16	и в то	1	3
17	в значительной степени	2	3
18	не в том	2	3
19	в том смысле	1	3
20	до известной степени	1	3
21	так и в	1	3
22	связи с этим	2	3
23	прежде всего в	1	2
24	в этом смысле	1	2
25	и то и	1	2
26	сами по себе	1	2
27	в отличие от	1	2
28	в том случае	1	2
29	к тому чтобы	1	2
30	то и другое	2	2
31	в конце концов	1	2
32	между этими двумя	1	2
33	ни в чем	1	2
34	по себе а	1	2
35	с самого начала	1	2
36	но в этом	1	2
37	но все же	1	2
38	к тому что	4	2
39	в том что	6	2
40	поэтому когда в	1	1
41	и в конце	1	1
42	что же касается	2	1
43	прежде всего на	1	1
44	более или менее	1	1
45	по аналогии со	1	1
46	та же что	1	1
47	и там где	1	1
48	потому что не	1	1
49	с одной стороны	1	1
50	в одной из	1	1
51	если же это	1	1
52	только в том	2	1
53	до сих пор	2	1
54	при этом не	1	1
55	в таком случае	1	1
56	что он не	2	1
57	и так или	1	1
58	же время не	1	1
59	усилия на то	1	1
60	вследствие того что	1	1
61	так в первой	1	1
62	в данное время	1	1
63	т п все	1	1
64	является не чем	1	1
65	именно в этом	1	1
66	том случае если	1	1
67	не чем иным	1	1
68	в данном случае	1	1
69	но в то	3	1
70	все дело в	1	1
71	п все эти	1	1
72	но при этом	1	1
73	в том как	1	1
74	и его в	1	1
75	между тем в	1	1
76	так или иначе	2	1
77	в такой же	2	1
78	все же не	1	1
79	укладывается в рамки	1	1
80	свои усилия на	1	1
81	он уже не	1	1
82	только в качестве	1	1
83	т е все	1	1
84	чем иным как	1	1
85	первой из них	1	1
86	в свою очередь	1	1
87	несмотря на свой	1	1
88	ничего общего с	1	1
89	едва ли можно	1	1
90	времени и пространстве	1	1
91	в литературном произведении	1	1
92	в узком смысле	1	1
93	тем не менее	3	1
94	на то чтобы	2	1
95	она не может	1	1
96	как и в	3	1
97	в первой из	1	1
98	в чем не	1	1
