N	2gram	Medvedev_F_1	Tvorches
1	и в	24	21
2	как бы	6	17
3	в то	9	15
4	то же	10	13
5	в его	23	13
6	как и	11	12
7	же время	8	12
8	что в	4	12
9	с его	4	11
10	том что	1	11
11	все это	9	10
12	как в	8	8
13	он не	3	8
14	то что	8	8
15	в году	2	7
16	и на	8	7
17	но в	5	7
18	не только	7	7
19	при этом	5	7
20	тем самым	3	7
21	во многом	1	7
22	у него	1	7
23	и не	20	7
24	в том	6	7
25	в свою	8	7
26	в этом	15	6
27	в котором	1	6
28	не менее	11	6
29	и его	10	6
30	по природе	1	6
31	и все	6	6
32	что он	3	6
33	для него	3	6
34	xix века	1	6
35	а в	6	6
36	жизни в	2	6
37	отнюдь не	6	5
38	все же	3	5
39	в этой	6	5
40	таким образом	13	5
41	вовсе не	10	5
42	в своих	2	5
43	в русской	1	5
44	потому что	1	5
45	только в	2	5
46	может быть	14	5
47	а не	10	5
48	но это	3	5
49	это уже	1	5
50	хотя бы	5	5
51	в своем	11	4
52	и как	3	4
53	та же	1	4
54	в целом	6	4
55	это не	2	4
56	в своей	11	4
57	своего рода	1	4
58	в мире	4	4
59	одной из	2	4
60	прежде всего	22	4
61	не может	16	4
62	и от	7	4
63	в основном	3	4
64	один из	3	4
65	ту же	1	3
66	и т	12	3
67	на самом	7	3
68	это и	3	3
69	той же	1	3
70	среды и	3	3
71	не был	1	3
72	время в	3	3
73	со всеми	3	3
74	хотя и	1	3
75	к идеалу	1	3
76	в самом	5	3
77	в нем	14	3
78	в россии	3	3
79	на его	2	3
80	и по	1	3
81	в каждом	3	3
82	и с	8	3
83	и других	3	3
84	далеко не	1	3
85	в их	11	3
86	место в	7	3
87	человека но	1	3
88	самого начала	1	3
89	не по	3	3
90	никогда не	4	3
91	воли и	1	3
92	с ее	7	3
93	и другие	1	3
94	с самого	1	3
95	с ним	2	3
96	того что	5	3
97	который в	1	3
98	по мнению	1	3
99	времени как	1	3
100	уже не	2	3
101	в виде	1	3
102	не так	2	3
103	так как	1	3
104	в которой	4	3
105	связан с	1	3
106	и даже	3	3
107	с другой	5	3
108	но и	7	3
109	ни на	3	3
110	подхода к	2	3
111	но не	3	3
112	для человека	1	3
113	просто не	1	3
114	жизни и	7	3
115	ее в	1	3
116	это в	1	3
117	так же	4	3
118	себя как	1	2
119	проблемы в	1	2
120	самом деле	6	2
121	в первом	1	2
122	когда человек	1	2
123	по преимуществу	1	2
124	действительности и	3	2
125	а как	2	2
126	на первом	1	2
127	социальной действительности	9	2
128	кто же	1	2
129	в ней	10	2
130	в отличие	1	2
131	людей в	1	2
132	в чем	1	2
133	если в	1	2
134	отличие от	1	2
135	как к	3	2
136	что как	1	2
137	когда он	3	2
138	и наконец	3	2
139	то в	1	2
140	отчасти и	4	2
141	в себе	3	2
142	тем не	1	2
143	так сказать	3	2
144	прекрасное и	1	2
145	действительности в	2	2
146	этом романе	1	2
147	и тем	1	2
148	стремления к	1	2
149	в данном	1	2
150	такой же	1	2
151	в этих	1	2
152	не во	1	2
153	не столько	1	2
154	не в	8	2
155	но он	1	2
156	т п	4	2
157	одна из	2	2
158	и притом	1	2
159	в основе	3	2
160	но только	1	2
161	к ней	2	2
162	людей и	1	2
163	которого он	1	2
164	в духе	1	2
165	могут быть	1	2
166	к тому	3	2
167	в жизни	3	2
168	более не	1	2
169	это время	1	2
170	данном случае	1	2
171	приводит к	2	2
172	так и	18	2
173	здесь нет	1	2
174	еще в	2	2
175	во второй	1	2
176	можно сказать	1	2
177	может не	1	2
178	настоящее время	10	2
179	одного из	1	2
180	что и	2	2
181	во всей	2	2
182	вслед за	1	2
183	в лице	2	2
184	в литературе	5	2
185	значит что	1	2
186	в двух	1	2
187	страх перед	1	2
188	так что	1	2
189	от других	1	2
190	из них	1	2
191	был бы	1	2
192	в современном	2	2
193	только на	5	2
194	живой жизни	1	2
195	именно в	8	2
196	своего собственного	1	2
197	что не	1	2
198	влияние на	3	2
199	что для	1	2
200	до конца	7	2
201	зависит от	1	2
202	его как	3	2
203	мира в	2	2
204	было в	1	2
205	все более	2	2
206	в частности	4	2
207	бессмысленной и	1	2
208	вместе с	2	2
209	русской литературы	1	2
210	в него	2	2
211	пространства и	1	2
212	еще более	1	2
213	в первой	1	2
214	первом плане	1	2
215	время не	1	2
216	перед нами	1	2
217	не мог	1	2
218	для этой	2	2
219	или в	1	2
220	не отрицал	1	2
221	ее и	1	2
222	из себя	1	2
223	только что	1	2
224	не знает	1	2
225	сказать что	1	2
226	одновременно и	1	2
