N	3gram	Losev_Dial_4	Myslijsy
1	то что я	1	7
2	в том что	9	7
3	в этом случае	1	5
4	по крайней мере	7	5
5	не может быть	6	5
6	само по себе	4	5
7	о том что	1	5
8	с тем что	1	4
9	и то что	1	4
10	сам по себе	2	4
11	и в этом	3	4
12	только тогда когда	4	4
13	можно сказать что	1	4
14	на то что	3	4
15	для того чтобы	5	4
16	тем не менее	2	4
17	с точки зрения	9	3
18	в том случае	1	3
19	и т д	15	3
20	то же время	6	3
21	от того что	2	3
22	не только не	1	3
23	не есть только	1	3
24	в то же	6	3
25	что иное как	8	2
26	только потому что	1	2
27	что если бы	1	2
28	подобно тому как	4	2
29	то и другое	2	2
30	хотя бы и	2	2
31	рано или поздно	1	2
32	есть то что	5	2
33	но тем не	1	2
34	в данном случае	1	2
35	между собою и	1	2
36	мы имеем дело	1	2
37	так или иначе	1	2
38	не в том	4	2
39	не было и	1	2
40	и как бы	1	2
41	что я вижу	1	2
42	после того как	1	2
43	равно как и	2	2
44	вопрос о том	1	2
45	потому что мы	2	2
46	не что иное	8	2
47	можем сказать что	1	2
48	и есть то	1	1
49	но это есть	1	1
50	как в лесу	1	1
51	в силу этого	1	1
52	он сам не	1	1
53	все что я	1	1
54	даже тогда когда	1	1
55	так что если	1	1
56	дело в том	1	1
57	а не в	1	1
58	и той же	3	1
59	поэтический образ не	1	1
60	и материи и	1	1
61	что перед нами	1	1
62	существует лишь как	1	1
63	не только о	1	1
64	же время и	2	1
65	о том как	2	1
66	а потом и	1	1
67	в силу того	1	1
68	и не только	1	1
69	если так то	2	1
70	и то и	1	1
71	том случае если	1	1
72	в виду что	1	1
73	можно говорить о	1	1
74	так как мы	1	1
75	не имеет никакого	2	1
76	и та же	1	1
77	не было бы	1	1
78	того и другого	1	1
79	и чем больше	1	1
80	и не может	1	1
81	точно так же	2	1
82	другой стороны в	1	1
83	может быть только	1	1
84	и не в	1	1
85	и что это	1	1
86	сказать что в	1	1
87	имеет в виду	1	1
88	в это время	1	1
89	бы в каком-нибудь	1	1
90	что то что	1	1
91	ничего общего с	2	1
92	того что он	4	1
93	если бы мы	1	1
94	в нас самих	1	1
95	в которой нет	1	1
96	мы не знаем	1	1
97	стало быть и	1	1
98	в связи с	1	1
99	по себе есть	1	1
100	для меня совершенно	1	1
101	то тем самым	1	1
102	это не так	1	1
103	если это так	1	1
104	такие же примеры	1	1
105	не могу сказать	1	1
106	в свою очередь	2	1
107	большею частью не	1	1
108	кроме того в	1	1
109	а не как	1	1
110	лишь в том	1	1
111	одна и та	1	1
112	с другой стороны	1	1
113	но если бы	1	1
114	в той же	1	1
115	той или другой	3	1
116	это было бы	1	1
117	и стало быть	4	1
118	есть не что	5	1
119	что мы уже	1	1
120	чтобы оба эти	1	1
121	иметь в виду	2	1
122	теми или другими	1	1
123	стало быть в	3	1
124	и знать что	1	1
125	далее в той	1	1
126	и вместе с	1	1
127	идеального и реального	1	1
128	отношении не встречает	1	1
129	возможно было бы	1	1
130	легко заметить что	1	1
131	как бы ни	1	1
132	и так как	1	1
133	речь идет о	1	1
134	и тем более	4	1
135	из которых один	1	1
136	не более как	1	1
137	что это не	1	1
138	друг от друга	1	1
139	которые могут быть	1	1
140	судить о том	1	1
141	в каком отношении	1	1
142	одной и той	3	1
143	не думает что	2	1
144	представим себе что	2	1
145	оно и не	1	1
146	в сравнении с	2	1
147	то же что	3	1
