N	2gram	Trubetskoy_1	FransuaR
1	и в	23	41
2	то есть	2	24
3	мы уже	4	18
4	во всех	10	17
5	таким образом	31	17
6	в нем	3	16
7	и с	5	16
8	и его	1	13
9	но и	9	13
10	в этом	12	12
11	как мы	2	12
12	все эти	19	11
13	уже говорили	1	11
14	все это	11	11
15	в самом	8	10
16	не только	7	10
17	так как	7	10
18	прежде всего	3	10
19	то что	18	10
20	и на	6	9
21	кроме того	1	9
22	о том	7	9
23	и все	7	9
24	в сущности	2	8
25	но в	4	8
26	в этой	6	8
27	никогда не	4	8
28	и до	3	7
29	в них	2	7
30	как и	9	7
31	том что	19	7
32	в его	5	7
33	вовсе не	2	7
34	у него	5	7
35	связаны с	1	7
36	как бы	10	7
37	что в	8	7
38	также и	2	6
39	например в	1	6
40	в то	6	6
41	один из	1	6
42	мы видим	1	6
43	вместе с	6	6
44	сказать что	1	6
45	что он	7	6
46	с его	1	5
47	в своем	10	5
48	что это	5	5
49	в себе	5	5
50	то же	4	5
51	той же	1	5
52	рядом с	1	5
53	во всем	3	5
54	тем что	1	5
55	все то	2	5
56	так и	10	5
57	и что	8	5
58	же время	2	5
59	из них	5	5
60	между собою	5	5
61	так же	8	5
62	одним из	4	4
63	того же	9	4
64	самом деле	12	4
65	в ней	3	4
66	как в	1	4
67	и как	1	4
68	и наконец	3	4
69	та же	3	4
70	а затем	2	4
71	в другом	2	4
72	не в	8	4
73	даже в	3	4
74	в основе	2	4
75	того чтобы	8	4
76	все же	13	4
77	у нас	3	4
78	роль в	1	4
79	и вообще	3	4
80	с ним	6	4
81	другом месте	1	4
82	тот же	3	4
83	с одной	3	4
84	уже в	1	4
85	в результате	9	4
86	в котором	2	4
87	и даже	1	4
88	с другой	6	4
89	именно в	5	4
90	одной стороны	2	4
91	и от	5	4
92	о котором	7	4
93	в большей	1	4
94	а в	3	4
95	не может	17	4
96	из этого	6	4
97	все что	9	4
98	вместо того	1	3
99	он сам	1	3
100	как у	3	3
101	мы будем	3	3
102	с этим	11	3
103	перед нами	1	3
104	в первом	1	3
105	при этом	9	3
106	и сам	2	3
107	характер в	1	3
108	людей и	1	3
109	на все	5	3
110	с другими	1	3
111	было бы	3	3
112	на первый	2	3
113	и их	5	3
114	нас не	1	3
115	уже сказали	1	3
116	к этим	1	3
117	потому что	9	3
118	только с	1	3
119	есть только	1	3
120	они и	1	3
121	народа и	1	3
122	говорили что	1	3
123	котором мы	1	3
124	те же	2	3
125	никак не	1	3
126	до сих	8	3
127	к нему	2	3
128	во втором	2	3
129	человеческого рода	2	3
130	того что	6	3
131	только в	6	3
132	поэтому и	1	3
133	конечно не	3	3
134	в начале	2	3
135	есть в	2	3
136	в целях	1	3
137	не были	1	3
138	и особенно	2	3
139	в данном	3	3
140	и не	8	3
141	с этой	3	3
142	сих пор	8	3
143	и для	6	3
144	между ними	2	3
145	жизни и	2	3
146	они не	2	3
147	как известно	3	2
148	и то	4	2
149	тех же	2	2
150	это и	1	2
151	из самых	1	2
152	с точки	8	2
153	ведь и	1	2
154	должна быть	5	2
155	мы не	1	2
156	с более	3	2
157	говорить о	2	2
158	а для	2	2
159	из того	4	2
160	в народных	1	2
161	начало и	6	2
162	но не	2	2
163	трех типов	1	2
164	в наиболее	1	2
165	что они	2	2
166	в истории	3	2
