N	2gram	Bakhtin_Fr_8	SlovoVZh
1	не может	2	16
2	может быть	3	14
3	точки зрения	6	14
4	как бы	11	13
5	и его	12	13
6	таким образом	17	12
7	и в	56	12
8	по отношению	1	11
9	в нашем	2	11
10	отношению к	1	11
11	и не	9	10
12	если бы	2	9
13	так как	4	9
14	прежде всего	6	8
15	сказать что	3	7
16	для нас	1	7
17	в ней	4	6
18	в том	13	6
19	только в	9	6
20	при этом	4	6
21	с помощью	3	6
22	в нем	8	6
23	слова и	3	6
24	в процессе	5	6
25	то же	11	5
26	в виду	1	5
27	можно сказать	2	5
28	как в	1	5
29	но в	6	5
30	и др	8	5
31	а не	2	5
32	как и	5	5
33	том что	8	5
34	никогда не	5	5
35	то что	3	5
36	на самом	2	4
37	литературы и	1	4
38	к нему	2	4
39	за пределы	4	4
40	в литературе	3	4
41	в этом	14	4
42	все же	2	4
43	в самом	9	4
44	уже не	3	4
45	не только	8	4
46	ни было	2	4
47	так и	13	4
48	с другой	2	4
49	не в	3	4
50	его в	2	4
51	дело в	2	4
52	и является	1	4
53	и к	4	4
54	жизни и	1	4
55	и на	7	4
56	здесь не	1	3
57	самом деле	2	3
58	в котором	2	3
59	в пределах	5	3
60	еще не	10	3
61	мы не	2	3
62	и вообще	1	3
63	о том	4	3
64	бы то	2	3
65	но и	9	3
66	между тем	3	3
67	точка зрения	2	3
68	того что	1	3
69	быть и	1	3
70	когда он	2	3
71	и наконец	3	3
72	и ее	4	3
73	все эти	15	3
74	только на	2	3
75	конечно не	4	3
76	в себе	4	3
77	слово в	1	3
78	в творчестве	5	3
79	для него	2	3
80	не к	1	3
81	то ни	2	3
82	и с	8	3
83	точек зрения	2	3
84	до сих	8	3
85	ни в	2	3
86	в некоторых	3	3
87	в них	11	3
88	в своей	2	3
89	так же	2	3
90	как к	2	3
91	и более	4	3
92	из этого	1	3
93	сих пор	8	3
94	все это	8	3
95	и для	2	3
96	бы мы	1	3
97	это как	1	3
98	с ним	2	3
99	в каком	2	3
100	со смеющимся	1	2
101	и то	2	2
102	нечто само	1	2
103	в себя	1	2
104	и совершенно	2	2
105	те же	1	2
106	вещи и	4	2
107	и значение	1	2
108	мы в	1	2
109	и здесь	3	2
110	и та	1	2
111	настоящее время	3	2
112	с его	5	2
113	но мы	1	2
114	и что	1	2
115	между собой	1	2
116	как форма	3	2
117	в чем	1	2
118	но конечно	1	2
119	данном случае	2	2
120	в данном	2	2
121	для других	1	2
122	в его	18	2
123	что и	3	2
124	подчеркнуть что	1	2
125	в форме	3	2
126	независимо от	1	2
127	в своем	3	2
128	в формах	1	2
129	кроме того	3	2
130	его к	3	2
131	дело с	1	2
132	и потому	4	2
133	и так	1	2
134	сливается с	1	2
135	в настоящее	3	2
136	с одной	4	2
137	уже в	2	2
138	тому же	1	2
139	и те	2	2
140	слово это	1	2
141	жизнью и	1	2
142	он не	5	2
143	к ним	2	2
144	мы можем	1	2
145	из него	1	2
146	и оценки	1	2
147	выражение и	1	2
148	в особенности	4	2
149	конечно в	2	2
150	на все	1	2
151	влияние на	1	2
152	с другими	1	2
153	это не	2	2
154	до известной	1	2
155	и дает	1	2
156	более того	3	2
157	одной стороны	2	2
158	до конца	11	2
159	самое слово	1	2
160	другой стороны	2	2
161	его как	2	2
162	там где	3	2
163	оценки и	1	2
164	автора и	1	2
165	смысл и	1	2
166	имеет место	1	2
167	связь с	3	2
168	нет ничего	1	2
169	вместе с	2	2
170	в отношении	5	2
171	к его	3	2
172	но не	5	2
173	место в	1	2
174	точку зрения	1	2
175	быть только	1	2
176	речи в	1	2
177	с этой	2	2
178	еще раз	1	2
179	с точки	2	2
180	тесную связь	1	2
181	в условиях	5	2
182	такой же	5	2
183	тогда когда	1	2
184	в то	12	2
185	и притом	1	2
186	известной степени	1	2
187	героев и	1	2
188	слова но	1	2
189	и все	6	2
190	все они	6	2
191	в этих	11	2
192	есть уже	1	2
193	но это	2	2
194	бы оно	1	2
195	между ними	2	2
196	от всех	2	2
197	стороны и	1	2
198	но этот	1	2
199	могут быть	1	2
200	же самое	1	2
201	что в	5	2
202	как на	1	2
203	и другие	5	2
204	к этому	2	2
205	если же	1	2
206	и это	1	1
207	ту же	4	1
208	например в	4	1
209	как мы	7	1
210	вещами и	3	1
211	и о	3	1
212	чтобы не	1	1
213	с жизнью	1	1
214	с ее	5	1
215	момент в	2	1
216	собою разумеющееся	1	1
217	самая структура	1	1
218	нужно подчеркнуть	1	1
219	нами выше	1	1
220	характер и	3	1
221	показать что	1	1
222	в приведенном	1	1
223	тем же	1	1
224	и явлениями	4	1
225	только то	1	1
226	с самого	1	1
227	то время	2	1
228	по преимуществу	2	1
229	в рамки	1	1
230	не стремится	1	1
231	можно было	1	1
232	мы уже	10	1
233	было в	1	1
234	неразрывное единство	1	1
235	классической и	1	1
236	это только	1	1
237	та же	1	1
238	является в	1	1
239	на что	1	1
240	для этого	1	1
241	к другу	1	1
242	он как	1	1
243	и стиль	2	1
244	и такой	1	1
245	и он	1	1
246	утрачивают свой	1	1
247	нашей работы	2	1
248	и явления	2	1
249	и являются	1	1
250	но при	1	1
251	др и	1	1
252	не нужно	1	1
253	на них	3	1
254	там же	1	1
255	оно ни	1	1
256	в значительной	2	1
257	во всех	8	1
258	и во	2	1
259	чтобы вскрыть	1	1
260	все в	1	1
261	друг к	1	1
262	и всего	1	1
263	жизни за	1	1
264	он употребляет	1	1
265	к которой	1	1
266	связь слова	1	1
267	себе и	2	1
268	и целых	1	1
269	явлениями и	3	1
270	отметить что	2	1
271	непосредственно в	1	1
272	того в	1	1
273	что они	2	1
274	они действительно	1	1
275	именно в	1	1
276	путем анализа	1	1
277	свое влияние	1	1
278	нем и	2	1
279	слов и	3	1
280	знания и	2	1
281	и она	1	1
282	в одной	1	1
283	в лице	1	1
284	и мир	1	1
285	второй план	2	1
286	оставаясь в	1	1
287	в современной	1	1
288	как например	3	1
289	предметы и	1	1
290	все остальные	2	1
291	перед нами	3	1
292	и точность	1	1
293	в новой	1	1
294	но тот	1	1
295	понять и	1	1
296	хотя и	2	1
297	тот же	1	1
298	на другие	1	1
299	явления в	1	1
300	более или	2	1
301	стиля и	1	1
302	как нечто	1	1
303	по мнению	1	1
304	тому как	1	1
305	во времени	1	1
306	что это	4	1
307	какая бы	1	1
308	в эти	1	1
309	где они	1	1
310	себя в	1	1
311	еще один	2	1
312	им в	1	1
