N	2gram	Tiupa_Hudo_2	Myslijsy
1	то есть	1	34
2	потому что	2	33
3	то что	6	29
4	может быть	8	26
5	в этом	13	23
6	в том	15	23
7	и в	28	23
8	в слове	1	22
9	и не	18	18
10	что в	5	17
11	при этом	11	15
12	только в	4	15
13	то же	6	14
14	в себе	9	14
15	как и	11	14
16	того что	1	14
17	так как	1	14
18	для нас	3	14
19	если бы	6	13
20	не было	6	12
21	а не	14	12
22	том что	19	12
23	что я	2	11
24	не в	13	11
25	по себе	1	11
26	но и	9	11
27	не может	4	11
28	по отношению	7	10
29	не только	11	10
30	для меня	1	10
31	тем что	6	10
32	и потому	1	10
33	между тем	8	9
34	мы не	1	8
35	в своем	5	8
36	но в	2	8
37	было бы	3	8
38	стало быть	1	8
39	о том	12	8
40	сказать что	2	8
41	отношению к	7	8
42	и т	4	7
43	как в	5	7
44	что это	5	7
45	в нем	3	7
46	в силу	1	7
47	мысли и	2	7
48	это не	6	7
49	и что	1	7
50	что и	4	7
51	вовсе не	2	7
52	что если	1	6
53	независимо от	1	6
54	и к	2	6
55	в которой	1	6
56	того как	2	6
57	когда мы	1	6
58	мысль о	2	6
59	так и	8	6
60	т с	2	6
61	что не	2	6
62	для того	4	6
63	в ряду	2	6
64	вместе с	2	6
65	и то	2	5
66	говорить о	2	5
67	не то	1	5
68	один и	1	5
69	хотя и	1	5
70	бы и	4	5
71	как бы	5	5
72	так сказать	1	5
73	не менее	5	5
74	с ним	7	5
75	образом в	1	5
76	есть только	1	5
77	внимание на	3	5
78	к нему	3	5
79	так что	1	5
80	уже в	1	5
81	только тогда	1	5
82	в его	11	5
83	для него	5	5
84	что же	2	5
85	слова и	1	5
86	этом случае	1	5
87	все это	3	5
88	а в	6	5
89	одно слово	1	5
90	таким же	1	5
91	а между	4	4
92	и о	4	4
93	что все	3	4
94	и с	6	4
95	его в	2	4
96	с другими	3	4
97	и тем	1	4
98	мы имеем	1	4
99	точки зрения	2	4
100	в котором	6	4
101	сих пор	2	4
102	тем не	4	4
103	на мысль	1	4
104	т п	2	4
105	видно что	1	4
106	и более	1	4
107	в то	6	4
108	того чтобы	4	4
109	со своим	3	4
110	же самое	3	4
111	можно сказать	6	4
112	что он	8	4
113	хотя бы	2	4
114	то и	4	4
115	в одном	3	4
116	тогда как	7	4
117	от того	1	4
118	только на	5	4
119	до сих	2	4
120	а именно	1	4
121	как же	2	4
122	так же	3	4
123	в данном	2	4
124	в той	1	4
125	да и	5	4
126	и все	7	4
127	между ними	2	4
128	только как	1	4
129	по поводу	3	4
130	тем самым	2	4
131	в таком	1	4
132	например в	1	3
133	человека и	3	3
134	самом деле	3	3
135	в первом	2	3
136	мы уже	3	3
137	той же	2	3
138	что между	1	3
139	ответить на	1	3
140	еще не	3	3
141	и на	3	3
142	там где	1	3
143	в действительности	1	3
144	в самом	5	3
145	все эти	1	3
146	бы не	3	3
147	и тот	1	3
148	лица и	1	3
149	т д	2	3
150	ни был	1	3
151	на нее	1	3
152	в каждом	1	3
153	не будет	2	3
154	том случае	1	3
155	лишь в	2	3
156	в них	3	3
157	не всегда	1	3
158	с точки	2	3
159	но это	1	3
160	их в	1	3
161	на себе	1	3
162	только не	2	3
163	никогда не	5	3
164	в разных	1	3
165	же время	4	3
166	к тому	7	3
167	что у	3	3
168	те же	2	3
169	мы в	1	3
170	и только	2	3
171	с ними	3	3
172	то в	4	3
173	и так	1	3
174	с нею	3	3
175	уже не	10	3
176	слова не	1	3
177	и других	1	3
178	себе в	2	3
179	со стороны	3	3
180	что человек	1	3
181	нельзя сказать	1	3
182	именно в	2	3
183	в речи	1	3
184	более чем	2	3
185	все более	1	3
186	нет ничего	2	3
187	и таким	1	3
188	в этих	3	3
189	давно уже	2	3
190	и состоит	3	3
191	в искусстве	1	3
192	таком случае	1	2
193	но тем	2	2
194	на деле	1	2
195	такое же	1	2
196	отношения между	1	2
197	а как	2	2
198	как мы	2	2
199	я не	7	2
200	в ней	3	2
201	не нужно	1	2
202	нам представляется	2	2
203	столь же	3	2
204	в различных	1	2
205	тем как	2	2
206	то он	1	2
207	это сравнение	1	2
208	и чем	1	2
209	же с	1	2
210	одном из	1	2
211	более и	1	2
212	его к	1	2
213	имеет в	1	2
214	котором она	1	2
215	жизни к	1	2
216	не дано	1	2
217	так или	1	2
218	в нашем	2	2
219	из этих	2	2
220	что она	7	2
221	не следует	1	2
222	он все	1	2
223	он не	4	2
224	состоит в	7	2
225	не как	2	2
226	отношений между	1	2
227	из виду	1	2
228	подобно тому	4	2
229	человека в	4	2
230	значительной степени	1	2
231	здесь мы	1	2
232	в мире	7	2
233	об этом	7	2
234	это было	2	2
235	например с	1	2
236	человек не	1	2
237	она и	1	2
238	чем в	1	2
239	в других	4	2
240	и при	1	2
241	представить себе	1	2
242	от его	1	2
243	признать что	1	2
244	теми же	1	2
245	том же	1	2
246	даже в	1	2
247	же мы	1	2
248	тому что	4	2
249	судить по	1	2
250	она не	5	2
251	эта мысль	1	2
252	виду что	1	2
253	и другое	1	2
254	самого начала	1	2
255	мысли в	1	2
256	с живым	1	2
257	в сущности	1	2
258	и сама	4	2
259	дело не	2	2
260	имеем дело	1	2
261	и притом	1	2
262	глядя на	1	2
263	к ней	2	2
264	как она	1	2
265	и его	5	2
266	что на	3	2
267	в области	1	2
268	настоящего времени	1	2
269	оно не	2	2
270	говоря словами	1	2
271	но сама	1	2
272	из себя	1	2
273	и это	3	2
274	не существует	1	2
275	не могу	3	2
276	в ее	18	2
277	данном случае	2	2
278	в глазах	6	2
279	на том	1	2
280	и когда	1	2
281	можно было	3	2
282	не с	2	2
283	что от	1	2
284	сама она	1	2
285	и здесь	1	2
286	в самой	1	2
287	но мы	1	2
288	после того	1	2
289	нас в	1	2
290	все в	1	2
291	природы и	1	2
292	бы в	1	2
293	в другой	1	2
294	еще более	1	2
295	человека а	1	2
296	внутренней стороны	1	2
297	быть и	1	2
298	один из	2	2
299	в двух	2	2
300	время когда	1	2
301	что даже	2	2
302	именно на	2	2
303	и у	2	2
304	в виде	2	2
305	за ним	1	2
306	отношение к	2	2
307	и даже	1	2
308	с другой	3	2
309	или иначе	1	2
310	превращается в	4	2
311	с которым	1	2
312	нечто такое	1	2
313	слова от	1	2
314	человеческой мысли	1	2
315	который бы	1	2
316	только для	2	2
317	а если	1	2
318	в течение	1	2
319	тому как	4	2
320	в состоянии	3	2
321	в это	3	2
322	художественное произведение	1	2
323	никогда еще	1	2
324	и для	2	2
325	что делает	1	2
326	как теперь	1	2
327	во время	1	2
328	я в	1	2
329	мысли о	2	2
330	от ее	1	2
331	из этого	1	2
332	есть и	3	2
333	только о	1	2
334	во сне	3	2
335	об отношении	1	2
336	в голову	2	2
337	точно так	1	2
338	все что	3	2
339	в своих	1	2
340	можно назвать	1	2
341	одним из	1	1
342	бы для	1	1
343	показать что	1	1
344	к другому	1	1
345	в мыслях	2	1
346	чего в	1	1
347	в сфере	1	1
348	полагает что	1	1
349	пока он	1	1
350	бы уже	1	1
351	смысле можно	1	1
352	коренится в	1	1
353	себе он	1	1
354	не была	1	1
355	и над	1	1
356	поэзии не	1	1
357	и другая	1	1
358	ему в	2	1
359	говорит только	1	1
360	что можно	1	1
361	так а	1	1
362	взрослому человеку	1	1
363	это время	1	1
364	думая о	2	1
365	в xix	1	1
366	разумеется не	1	1
367	и этого	1	1
368	на них	1	1
369	он сам	2	1
370	себя а	1	1
371	руку к	1	1
372	с уверенностью	1	1
373	во всех	1	1
374	различия между	2	1
375	но не	4	1
376	могло быть	1	1
377	но как	1	1
378	самой природы	1	1
379	не все	3	1
380	эта особенность	1	1
381	таится в	1	1
382	друг от	1	1
383	нет и	1	1
384	если вспомнить	1	1
385	как нам	1	1
386	что нет	1	1
387	перед нами	11	1
388	мы тем	1	1
389	ничего и	1	1
390	следующим образом	3	1
391	ей мы	1	1
392	себе как	1	1
393	та же	2	1
394	и через	1	1
395	он в	1	1
396	не оставляет	1	1
397	в этой	5	1
398	одно на	1	1
399	и отношения	1	1
400	того факта	1	1
401	к двум	1	1
402	к человеческому	1	1
403	мы получим	1	1
404	быть только	1	1
405	и стало	1	1
406	мыслей в	1	1
407	и еще	1	1
408	есть мера	1	1
409	том чтобы	1	1
410	и сам	5	1
411	наших глазах	1	1
412	свое время	1	1
413	на жизнь	1	1
414	какой бы	1	1
415	месту в	1	1
416	на этом	2	1
417	взгляду который	1	1
418	ее жизни	2	1
419	но все	1	1
420	от нее	1	1
421	встречаются и	1	1
422	смысле в	1	1
423	а по	2	1
424	а его	1	1
425	по выражению	1	1
426	второй половины	1	1
427	заключается в	1	1
428	не умеет	1	1
429	которого не	1	1
430	который и	2	1
431	лучше чем	1	1
432	только одно	1	1
433	когда его	1	1
434	видно как	1	1
435	самого важного	1	1
436	случае мы	1	1
437	жизни то	2	1
438	всю жизнь	1	1
439	и такая	1	1
440	мы с	3	1
441	и было	2	1
442	обратимся к	2	1
443	и тогда	2	1
444	не мог	1	1
445	было ее	2	1
446	от своего	2	1
447	в своей	6	1
448	этой связи	2	1
449	не во	2	1
450	взгляд на	1	1
451	по известному	1	1
452	в следующем	1	1
453	то для	1	1
454	и животным	1	1
455	от себя	1	1
456	своего рода	16	1
457	и другого	1	1
458	страх и	1	1
459	но он	1	1
460	произведений искусства	1	1
461	для нее	4	1
462	стоит только	1	1
463	что с	1	1
464	но для	1	1
465	как о	3	1
466	на внутреннюю	1	1
467	в определении	1	1
468	дело в	1	1
469	только из	1	1
470	ее с	1	1
471	не по	2	1
472	в толпе	3	1
473	во всякой	1	1
474	а для	2	1
475	казалось бы	6	1
476	ничего не	5	1
477	на наш	4	1
478	такова что	2	1
479	этих двух	1	1
480	нее нет	1	1
481	того в	1	1
482	в ком	1	1
483	слове и	1	1
484	и чувство	1	1
