N	2gram	Tiupa_Hudo_1	Myslijsy
1	то есть	18	34
2	потому что	3	33
3	то что	4	29
4	может быть	14	26
5	таким образом	3	24
6	в этом	11	23
7	в том	18	23
8	и в	19	23
9	в слове	3	22
10	и не	15	18
11	что в	6	17
12	при этом	13	15
13	только в	5	15
14	то же	10	14
15	в себе	9	14
16	как и	2	14
17	того что	4	14
18	так как	1	14
19	если бы	3	13
20	не было	1	12
21	а не	9	12
22	том что	8	12
23	не в	7	11
24	по себе	2	11
25	но и	10	11
26	не может	7	11
27	по отношению	9	10
28	не только	16	10
29	для меня	2	10
30	тем что	1	10
31	и потому	2	10
32	между тем	4	9
33	не есть	1	9
34	в своем	2	8
35	но в	7	8
36	заключает в	1	8
37	было бы	1	8
38	о том	2	8
39	сказать что	4	8
40	отношению к	9	8
41	мы говорим	1	7
42	как в	2	7
43	что это	1	7
44	на то	1	7
45	в нем	5	7
46	в силу	1	7
47	что такое	1	7
48	это не	2	7
49	и что	3	7
50	что и	2	7
51	вовсе не	2	7
52	могут быть	4	7
53	этого слова	2	7
54	и к	3	6
55	в которой	2	6
56	в лес	1	6
57	когда мы	1	6
58	мысль о	1	6
59	так и	11	6
60	что не	1	6
61	для того	2	6
62	вместе с	1	6
63	тем и	1	6
64	и то	4	5
65	говорить о	3	5
66	хотя и	3	5
67	бы и	1	5
68	есть для	1	5
69	как бы	9	5
70	должно быть	1	5
71	по крайней	1	5
72	не менее	3	5
73	с ним	2	5
74	не имеет	1	5
75	внимание на	1	5
76	к нему	3	5
77	крайней мере	1	5
78	так что	1	5
79	есть в	2	5
80	в его	9	5
81	для него	4	5
82	слова и	2	5
83	этом случае	1	5
84	все это	2	5
85	тем более	1	5
86	а в	12	5
87	одно слово	3	5
88	есть не	1	4
89	и о	3	4
90	в истории	1	4
91	могли бы	1	4
92	что все	1	4
93	его в	2	4
94	с другими	4	4
95	и тем	2	4
96	мы имеем	6	4
97	точки зрения	10	4
98	в котором	1	4
99	тем не	3	4
100	и более	2	4
101	в то	6	4
102	на котором	1	4
103	того чтобы	2	4
104	в каком	2	4
105	же самое	1	4
106	и может	1	4
107	быть может	1	4
108	можно сказать	5	4
109	что он	3	4
110	в одном	2	4
111	тогда как	13	4
112	а именно	2	4
113	быть названо	2	4
114	так же	2	4
115	в данном	4	4
116	в той	3	4
117	в сравнении	1	4
118	слово в	1	4
119	между ними	4	4
120	по поводу	1	4
121	тем самым	4	4
122	в таком	1	4
123	например в	3	3
124	человека и	1	3
125	и есть	1	3
126	в первом	1	3
127	слова в	2	3
128	той же	1	3
129	которое в	1	3
130	еще не	3	3
131	и на	2	3
132	в действительности	1	3
133	в самом	5	3
134	все эти	2	3
135	бы не	1	3
136	так в	4	3
137	на его	1	3
138	и по	2	3
139	ни был	2	3
140	на нее	1	3
141	в каждом	1	3
142	не будет	2	3
143	том случае	1	3
144	лишь в	4	3
145	в них	2	3
146	не всегда	1	3
147	ведет к	1	3
148	с точки	3	3
149	их в	3	3
150	ее не	1	3
151	никогда не	2	3
152	же время	5	3
153	связи с	1	3
154	до того	1	3
155	к тому	4	3
156	быть назван	1	3
157	те же	1	3
158	ту же	1	3
159	в виду	5	3
160	для говорящего	1	3
161	с ними	1	3
162	то в	2	3
163	этим словом	1	3
164	с нею	1	3
165	уже не	4	3
166	в поэзии	1	3
167	слова не	1	3
168	себе в	1	3
169	со стороны	2	3
170	именно в	2	3
171	до этого	1	3
172	более чем	1	3
173	известной степени	3	3
174	и другим	1	3
175	в этих	3	3
176	и состоит	3	3
177	в искусстве	7	3
178	таком случае	1	2
179	на деле	3	2
180	такое же	1	2
181	отношения между	1	2
182	можно лишь	1	2
183	а как	1	2
184	и себя	1	2
185	как мы	1	2
186	что иное	1	2
187	не вполне	2	2
188	я не	2	2
189	проявляется в	1	2
190	иное как	1	2
191	столь же	1	2
192	в различных	1	2
193	этих случаях	1	2
194	тем как	1	2
195	к ним	1	2
196	и я	1	2
197	имеет в	1	2
198	так или	3	2
199	в нашем	2	2
200	из этих	3	2
201	во многих	1	2
202	с языком	3	2
203	что она	2	2
204	не следует	4	2
205	он не	4	2
206	состоит в	16	2
207	не как	2	2
208	отношений между	1	2
209	из виду	2	2
210	для понимания	2	2
211	том и	2	2
212	подобно тому	1	2
213	но самое	1	2
214	значительной степени	1	2
215	бы они	1	2
216	здесь мы	1	2
217	в мире	21	2
218	об этом	2	2
219	это было	1	2
220	например с	1	2
221	к значению	1	2
222	представить себе	1	2
223	и без	1	2
224	от его	1	2
225	исчезает и	1	2
226	теми же	1	2
227	лишь один	1	2
228	том же	1	2
229	даже в	3	2
230	тому что	2	2
231	до известной	2	2
232	в таких	1	2
233	виду что	1	2
234	в сущности	1	2
235	дело не	2	2
236	иметь в	1	2
237	имеем дело	2	2
238	и притом	3	2
239	глядя на	1	2
240	и его	12	2
241	в более	1	2
242	в области	6	2
243	у нас	1	2
244	настоящего времени	1	2
245	не могут	1	2
246	образом что	1	2
247	оно не	1	2
248	говоря словами	5	2
249	и это	2	2
250	не существует	1	2
251	в ее	5	2
252	вопрос что	1	2
253	что может	2	2
254	не с	2	2
255	можно только	1	2
256	что от	1	2
257	по признаку	1	2
258	и здесь	1	2
259	в самой	2	2
260	но мы	1	2
261	после того	1	2
262	что его	1	2
263	бы в	1	2
264	в другой	1	2
265	происходит в	1	2
266	внутренней стороны	1	2
267	быть и	2	2
268	один из	2	2
269	есть процесс	1	2
270	мы видим	1	2
271	тот же	1	2
272	что даже	1	2
273	они могут	1	2
274	бы ни	1	2
275	если мы	2	2
276	за ним	1	2
277	этом в	1	2
278	никто не	2	2
279	отношение к	5	2
280	и даже	1	2
281	с другой	7	2
282	или иначе	4	2
283	и прежде	1	2
284	в свою	3	2
285	было и	2	2
286	и др	2	2
287	превращается в	2	2
288	языка в	4	2
289	с которым	1	2
290	как ни	1	2
291	нее как	1	2
292	к его	2	2
293	только для	1	2
294	всем остальным	1	2
295	из которых	1	2
296	по своему	2	2
297	тому как	1	2
298	никем не	1	2
299	быть не	1	2
300	кто говорит	5	2
301	в это	1	2
302	художественное произведение	1	2
303	из тех	2	2
304	и для	2	2
305	говорящего и	1	2
306	что делает	1	2
307	от него	1	2
308	и как	3	2
309	ни к	2	2
310	я в	11	2
311	сводятся к	2	2
312	не что	1	2
313	из этого	2	2
314	только о	2	2
315	точно так	1	2
316	все что	1	2
317	в своих	1	2
318	можно назвать	1	2
319	искусство есть	1	1
320	можно говорить	1	1
321	одним из	1	1
322	художественного произведения	3	1
323	начинается с	1	1
324	отделен от	1	1
325	того же	2	1
326	художественных произведений	1	1
327	бы для	1	1
328	идет о	1	1
329	забвение всего	1	1
330	не признает	1	1
331	к другому	1	1
332	др в	1	1
333	иметь место	1	1
334	отношений которые	1	1
335	в их	5	1
336	частностей не	1	1
337	в сфере	1	1
338	смысле можно	1	1
339	как внешний	1	1
340	к новой	1	1
341	устанавливает между	1	1
342	не была	1	1
343	мысли требующие	1	1
344	языка без	1	1
345	что можно	3	1
346	таковы например	2	1
347	свою очередь	2	1
348	во мне	2	1
349	по этому	1	1
350	на них	1	1
351	как один	1	1
352	в чем	2	1
353	во всех	3	1
354	но не	11	1
355	а тем	1	1
356	могло быть	2	1
357	но как	2	1
358	отдельных лиц	1	1
359	не все	2	1
360	отличие от	7	1
361	друг от	1	1
362	разница в	1	1
363	том чем	1	1
364	в известном	1	1
365	как говорит	3	1
366	менее не	1	1
367	первый взгляд	1	1
368	субъекта и	3	1
369	перед нами	1	1
370	только знаки	1	1
371	неизмеримо более	1	1
372	звука и	1	1
373	всякое понимание	1	1
374	и через	1	1
375	то я	1	1
376	в этой	2	1
377	еще один	2	1
378	говорят о	1	1
379	имеем в	3	1
380	и те	1	1
381	если он	1	1
382	но на	1	1
383	время и	1	1
384	он ни	1	1
385	каком говорится	1	1
386	и совершенно	1	1
387	и сам	1	1
388	наших глазах	2	1
389	впечатление в	1	1
390	на этом	1	1
391	его можно	1	1
392	и наоборот	1	1
393	значение в	1	1
394	произведения с	1	1
395	а по	1	1
396	входит в	4	1
397	заключается в	2	1
398	прибавить ни	1	1
399	должен был	1	1
400	нет в	1	1
401	случае мы	1	1
402	далеко не	2	1
403	жизни то	2	1
404	всю жизнь	1	1
405	в научном	1	1
406	поэзии есть	1	1
407	прямого значения	1	1
408	обратимся к	1	1
409	и того	2	1
410	миросозерцания в	1	1
411	одного и	2	1
412	перед собой	1	1
413	на первый	1	1
414	есть деятельность	1	1
415	от своего	2	1
416	в своей	5	1
417	не во	1	1
418	поводу этой	1	1
419	в такой	1	1
420	сам и	1	1
421	к предмету	1	1
422	на каждом	1	1
423	от себя	3	1
424	своего рода	5	1
425	рождается не	1	1
426	об отсутствии	1	1
427	значение для	1	1
428	и внутренних	1	1
429	есть его	1	1
430	по поверхности	1	1
431	которые в	1	1
432	но он	3	1
433	друг другу	1	1
434	с человеком	1	1
435	более сложные	1	1
436	произведений искусства	3	1
437	бы быть	1	1
438	в отношении	3	1
439	к языку	1	1
440	например говорит	1	1
441	с которой	1	1
442	но для	1	1
443	дело в	1	1
444	не по	1	1
445	к изучению	1	1
446	мнения о	1	1
447	восприятия но	1	1
448	в систему	1	1
449	как принято	1	1
450	вытекает из	2	1
451	того и	1	1
452	казалось бы	1	1
453	невозможно так	1	1
454	внутрь себя	1	1
455	такова например	2	1
456	этих двух	2	1
457	нее нет	1	1
458	не принадлежит	2	1
459	что речь	1	1
460	на которой	1	1
461	как будто	1	1
462	нас самих	2	1
463	перед ним	1	1
464	произведений такая	1	1
465	этом отношение	1	1
466	все то	1	1
467	начиная с	2	1
468	от неполноты	1	1
469	что основной	1	1
470	сравнении с	1	1
471	и такие	1	1
472	числе и	1	1
473	мы по	2	1
474	той или	4	1
475	а можно	1	1
476	упрощается и	2	1
477	однако по	1	1
478	в каждой	1	1
479	значение это	1	1
480	на наших	2	1
481	значения и	2	1
482	подобных случаях	2	1
483	от друга	1	1
484	меня в	1	1
485	узком значении	2	1
486	к нам	1	1
487	самим собою	2	1
488	при котором	1	1
489	в собственном	1	1
490	они ни	1	1
491	свое имя	1	1
492	в себя	2	1
493	в произведении	3	1
494	или для	1	1
495	то время	1	1
496	всей своей	2	1
497	в пределах	3	1
498	роль в	1	1
499	и иные	1	1
500	как с	1	1
501	в другом	3	1
502	условие его	1	1
503	времени и	2	1
504	на которую	1	1
505	к действительности	3	1
506	переход к	1	1
507	как у	1	1
508	первое слово	1	1
509	незаметно для	1	1
510	ни убавить	1	1
511	возможна только	1	1
512	это происходит	1	1
513	нечто в	2	1
514	следует иметь	1	1
515	и поэтому	1	1
516	настоящее время	1	1
517	что каждый	2	1
518	всех подобных	2	1
519	а также	5	1
520	может не	1	1
521	только посредственно	1	1
522	времени в	2	1
523	язык представляет	1	1
524	на основе	2	1
525	искусством в	1	1
526	во втором	4	1
527	сама литература	1	1
528	в форме	4	1
529	чем и	3	1
530	не более	1	1
531	отдельные слова	1	1
532	другого в	1	1
533	вслед за	1	1
534	с не	1	1
535	речи есть	1	1
536	на отдельные	1	1
537	и мир	1	1
538	внешних предметов	2	1
539	эти последние	1	1
540	но с	1	1
541	обе эти	1	1
542	к различным	1	1
543	я как	2	1
544	одной из	2	1
545	своего значения	1	1
546	дело с	1	1
547	этом состоит	1	1
548	известного рода	2	1
549	например так	1	1
550	на чем	1	1
551	к нашему	2	1
552	чего-то другого	1	1
553	человеческие фигуры	1	1
554	самые разнообразные	1	1
555	от нас	1	1
556	сложности и	1	1
557	или же	1	1
558	состоит не	1	1
559	тот что	1	1
560	с одной	2	1
561	в качестве	24	1
562	человека с	3	1
563	из которого	4	1
564	в единстве	1	1
565	других в	1	1
566	свидетельствует о	1	1
567	состоит чтобы	1	1
568	в душе	8	1
569	из них	1	1
570	искусство в	1	1
571	одно из	2	1
572	в известной	1	1
573	в пространстве	2	1
574	более как	1	1
575	от горя	1	1
576	при всей	1	1
577	ту сторону	1	1
578	бытия и	1	1
579	у него	1	1
580	не говорит	1	1
581	но из	1	1
582	рядом с	1	1
583	значении то	1	1
584	в данный	2	1
585	говорим о	1	1
586	за пределы	2	1
587	и против	1	1
588	этого значения	1	1
589	к которому	4	1
590	с той	1	1
591	и глубокий	1	1
592	а с	2	1
593	в воображении	3	1
594	только к	1	1
595	больше и	1	1
596	прежде всего	4	1
597	сойти с	1	1
598	слов а	1	1
599	одной стороны	2	1
600	себе никаких	1	1
601	ни прибавить	1	1
602	человеческой жизни	2	1
603	и означает	1	1
604	в бытии	1	1
605	между этими	1	1
606	не об	1	1
607	его как	1	1
608	в одно	2	1
609	если не	1	1
610	в связи	1	1
611	зрения нашего	1	1
612	свою речь	1	1
613	в частности	13	1
614	в лесу	1	1
615	как это	5	1
616	человек должен	1	1
617	к своему	1	1
618	куда же	1	1
619	определяет его	1	1
620	другу и	1	1
621	он говорит	1	1
622	для обозначения	1	1
623	образом и	2	1
624	чувства и	1	1
625	я с	5	1
626	многих других	1	1
627	войны и	1	1
628	и формы	1	1
629	над тем	1	1
630	не могло	2	1
631	действительность в	1	1
632	говорит и	3	1
633	слова так	1	1
634	ее можно	1	1
635	в следующей	1	1
636	жизни когда	1	1
637	не прямо	1	1
638	не подлежит	1	1
639	или в	2	1
640	мира и	2	1
641	о котором	1	1
642	об искусстве	1	1
643	в настоящее	1	1
644	слова как	5	1
645	обращается к	1	1
646	глаза как	1	1
647	как уже	2	1
648	стороны в	1	1
649	на языке	2	1
650	от всего	1	1
651	зрения в	1	1
652	время ее	1	1
653	ее в	2	1
654	же в	1	1
655	человеческой деятельности	1	1
656	отношении к	2	1
657	себе никакого	1	1
658	но если	1	1
659	не знает	3	1
660	другой стороны	5	1
661	не быть	1	1
662	была бы	3	1
663	от всех	1	1
664	в глаза	2	1
665	не сами	2	1
666	жизни и	1	1
667	видим в	2	1
668	случае если	1	1
669	лес не	1	1
670	том числе	2	1
