N	3gram	Losev_Vlad_3	Marksizm
1	с точки зрения	6	20
2	не может быть	6	13
3	в самом деле	1	9
4	до сих пор	1	8
5	бы то ни	3	8
6	то ни было	1	8
7	в связи с	2	7
8	в настоящее время	3	6
9	в отличие от	3	5
10	как мы знаем	2	5
11	с другой стороны	2	5
12	с самого начала	1	4
13	в этом случае	1	3
14	то же самое	1	3
15	мы не будем	1	3
16	в этом отношении	2	3
17	отнюдь не является	1	3
18	может быть и	1	3
19	в конце концов	5	3
20	в смысле совокупности	1	3
21	то же время	2	3
22	в то же	3	3
23	для того чтобы	1	3
24	в том что	10	3
25	сводится к тому	2	2
26	же как и	1	2
27	в том числе	1	2
28	на первый план	2	2
29	в таком случае	2	2
30	сама по себе	1	2
31	на самом же	2	2
32	далеко за пределы	2	2
33	можно было бы	1	2
34	так же как	2	2
35	себе отчет в	2	2
36	во всяком случае	3	2
37	вопрос о том	1	2
38	на почве философии	1	2
39	это и есть	1	2
40	самом же деле	2	2
41	в этом смысле	3	2
42	самом деле ведь	1	2
43	тем не менее	9	2
44	ничего общего с	2	2
45	а следовательно и	1	1
46	в ней нет	1	1
47	и в таком	2	1
48	между прочим и	1	1
49	и так сказать	1	1
50	xix века и	1	1
51	он не дает	1	1
52	могла быть в	1	1
53	есть прежде всего	2	1
54	том что он	1	1
55	что же касается	5	1
56	будем здесь входить	1	1
57	оно должно быть	2	1
58	именно то что	1	1
59	хотя бы и	3	1
60	выходит далеко за	1	1
61	в себе и	2	1
62	независимо от того	2	1
63	от того чтобы	1	1
64	совершенно так же	2	1
65	это вовсе не	1	1
66	в основе своей	1	1
67	отчет в том	1	1
68	для него только	1	1
69	но уже в	1	1
70	так и с	1	1
71	с этой точки	1	1
72	и вовсе не	1	1
73	но вот в	1	1
74	ни в какой	1	1
75	так или иначе	2	1
76	не будем здесь	1	1
77	а не только	2	1
78	или как говорит	1	1
79	тому что все	1	1
80	для него как	1	1
81	с одной стороны	3	1
82	в смысле системы	1	1
83	и должно быть	1	1
84	кроме того самый	1	1
85	в результате чего	1	1
86	и если есть	1	1
87	половины xix века	1	1
88	в последнее время	1	1
89	все же не	1	1
90	какой бы то	1	1
91	в каком же	1	1
92	другой стороны оно	1	1
93	тем что в	1	1
94	мы уже знаем	1	1
95	сих пор не	1	1
96	более или менее	5	1
97	определяется не только	1	1
98	как бы на	1	1
99	само по себе	3	1
100	второй половины xix	1	1
101	и не хочет	1	1
102	этой точки зрения	1	1
103	с тем что	1	1
104	это значит что	6	1
105	не только не	1	1
106	не только в	1	1
107	внешнего мира и	1	1
108	выходит за пределы	1	1
109	но в результате	1	1
110	не выходит за	1	1
111	и в результате	1	1
112	в новое время	1	1
113	и как мы	1	1
114	в данном отношении	1	1
115	точки зрения она	1	1
116	философии и в	1	1
117	кроме того в	1	1
118	к тому что	2	1
119	в гораздо более	1	1
120	здесь входить в	1	1
121	как мы говорили	1	1
122	как мы видели	3	1
123	той или иной	1	1
