N	2gram	Propp_Isto_4	RusskieA
1	и в	26	36
2	не только	15	22
3	том что	3	19
4	что в	14	19
5	в том	3	17
6	т е	18	17
7	но и	12	16
8	так как	9	15
9	во время	7	14
10	и другие	3	13
11	в этом	7	12
12	в других	2	11
13	и т	27	10
14	и на	2	10
15	в этот	4	10
16	это не	5	10
17	как и	7	10
18	как мы	5	10
19	вместе с	6	10
20	потому что	6	10
21	т д	24	9
22	об этом	7	9
23	а в	8	9
24	и по	5	8
25	д к	6	8
26	с тем	2	8
27	у нас	2	8
28	о том	4	8
29	один из	1	8
30	мы увидим	3	8
31	из них	2	8
32	может быть	14	8
33	как это	3	8
34	е в	3	8
35	что они	6	7
36	так и	10	7
37	что и	9	7
38	и других	3	7
39	представляют собой	4	7
40	полагает что	1	6
41	мы не	1	6
42	в виде	2	6
43	так например	2	6
44	таким образом	10	6
45	при этом	3	6
46	видно что	1	6
47	не имеет	3	6
48	с этого	1	6
49	уже не	5	6
50	в них	1	6
51	и не	9	6
52	все это	2	6
53	для нас	3	6
54	будто бы	1	6
55	то что	16	6
56	а и	1	5
57	иногда и	2	5
58	как в	7	5
59	все же	9	5
60	показывает что	10	5
61	при изучении	2	5
62	в которых	4	5
63	того как	4	5
64	к зеленин	5	5
65	как будто	1	5
66	некоторые другие	1	5
67	с ними	5	5
68	и у	5	5
69	одно из	1	5
70	как бы	3	5
71	этом случае	3	5
72	животных и	1	4
73	мы имеем	7	4
74	не совсем	1	4
75	еще не	6	4
76	во всех	1	4
77	в эти	1	4
78	что по	1	4
79	представляет собой	2	4
80	с собой	5	4
81	из этих	3	4
82	что этот	4	4
83	тому что	1	4
84	вплоть до	1	4
85	эти дни	1	4
86	одна из	2	4
87	в русском	1	4
88	связи с	3	4
89	что на	2	4
90	к тому	1	4
91	его с	2	4
92	так в	4	4
93	и что	5	4
94	и их	2	4
95	тем что	5	4
96	а с	1	4
97	и др	5	4
98	в некоторых	5	4
99	в тех	4	4
100	того что	2	4
101	по существу	3	4
102	но это	3	4
103	в связи	2	4
104	не может	6	4
105	только в	3	4
106	к этому	5	4
107	песен и	1	3
108	увидим ниже	1	3
109	песни и	1	3
110	их и	1	3
111	представление о	1	3
112	как бог	1	3
113	как правило	1	3
114	своего рода	1	3
115	если в	1	3
116	которые не	1	3
117	в своем	2	3
118	не можем	1	3
119	что это	2	3
120	думать что	1	3
121	и те	1	3
