N	3gram	Vinokur_St_1	Myshleni
1	в том что	17	17
2	заключается в том	3	7
3	для того чтобы	10	7
4	так же как	3	6
5	в зависимости от	1	5
6	можно было бы	8	5
7	с одной стороны	2	5
8	тот факт что	1	5
9	тем не менее	2	5
10	что и в	4	5
11	является то что	1	4
12	то время как	1	4
13	же как и	1	4
14	смысле этого слова	1	4
15	во всяком случае	6	4
16	в то время	2	4
17	о том что	11	3
18	сами по себе	1	3
19	в этом отношении	7	3
20	а с другой	1	3
21	с другой стороны	6	3
22	то обстоятельство что	2	3
23	на то что	4	3
24	по отношению к	3	2
25	и в отношении	1	2
26	в этом смысле	1	2
27	и в этом	3	2
28	только в том	3	2
29	то что в	2	2
30	и то что	2	2
31	не может быть	5	2
32	того или иного	4	2
33	так и в	4	2
34	той или иной	1	2
35	как и в	2	2
36	в так называемой	1	1
37	в другом месте	1	1
38	том что в	3	1
39	речи в этом	1	1
40	в деле изучения	2	1
41	в таком виде	1	1
42	так или иначе	2	1
43	в том числе	2	1
44	во многих случаях	2	1
45	о том как	1	1
46	в этом случае	2	1
47	как это делает	1	1
48	с точки зрения	8	1
49	если судить по	1	1
50	до сих пор	7	1
51	хотя бы и	2	1
52	было бы с	1	1
53	представление о том	1	1
54	обратил внимание на	1	1
55	бы то ни	1	1
56	во всех этих	1	1
57	том числе и	2	1
58	за то что	3	1
59	ни в каком	1	1
60	обратить внимание на	1	1
61	точно так же	1	1
62	ту или иную	1	1
63	был свободен от	1	1
64	сказать что в	3	1
65	со всеми его	1	1
66	в применении к	3	1
67	и что в	1	1
68	в этой области	5	1
69	в данном случае	6	1
70	в том чтобы	1	1
71	и тем же	2	1
72	не только в	4	1
73	на этот раз	2	1
74	всяком случае в	2	1
75	не отметить того	1	1
76	что они являются	1	1
77	в какой степени	1	1
78	имеем дело с	2	1
79	всяком случае не	1	1
80	случае можно было	1	1
81	той и другой	1	1
82	в каком случае	1	1
83	потому что она	1	1
84	ту мысль что	1	1
85	в том отношении	4	1
86	и в том	2	1
87	одним и тем	2	1
88	значит что в	1	1
89	помимо того что	1	1
90	ни в малой	1	1
91	но столь же	1	1
92	что и у	1	1
93	как и всякая	1	1
94	в такой форме	1	1
95	так как в	2	1
96	ничего общего с	3	1
97	если бы мы	2	1
98	того как он	1	1
99	и в самом	3	1
100	всякий раз когда	1	1
101	друг от друга	1	1
102	но все эти	1	1
103	которой можно было	1	1
104	по этому поводу	2	1
105	к тому что	1	1
106	между одним и	1	1
107	в результате этого	1	1
108	если бы оно	1	1
109	если бы это	1	1
110	этот вопрос в	1	1
111	что там где	1	1
112	могло бы быть	1	1
113	в конце концов	1	1
114	что он в	1	1
