N	3gram	Losev_Prob_3	DiskursI
1	в отличие от	2	12
2	в данном случае	7	6
3	в том что	9	6
4	как и в	1	5
5	в то же	4	4
6	с одной стороны	1	4
7	так и в	1	3
8	не может быть	5	3
9	и все же	1	3
10	о том что	3	3
11	той или иной	8	3
12	и того же	1	2
13	и может быть	1	2
14	в этом случае	5	2
15	что же касается	4	2
16	с точки зрения	2	2
17	в первую очередь	3	2
18	и в басне	1	2
19	одно и то	3	2
20	и то что	7	2
21	содержит в себе	3	2
22	чего не было	1	2
23	и то же	4	2
24	но при этом	1	2
25	и как бы	2	2
26	дело в том	3	2
27	на первый взгляд	2	2
28	одного и того	1	2
29	при этом в	1	2
30	но тут же	1	1
31	себя в нем	1	1
32	то что и	1	1
33	в чем не	2	1
34	в той или	2	1
35	все дело в	1	1
36	не является ни	2	1
37	то есть по	1	1
38	в самом деле	1	1
39	чего бы то	2	1
40	того или иного	3	1
41	не имеют никакого	2	1
42	не одно и	1	1
43	друг от друга	2	1
44	модель художественного произведения	2	1
45	с другой стороны	5	1
46	имеют никакого отношения	2	1
47	и не к	1	1
48	бы то ни	4	1
49	только то что	2	1
50	того и другого	1	1
51	или по крайней	4	1
52	но это не	1	1
53	отнюдь не является	2	1
54	и могут быть	1	1
55	еще не есть	2	1
56	и в частности	2	1
57	в целом и	1	1
58	у пушкина и	2	1
59	то ни было	3	1
60	самым он не	1	1
61	мы все же	1	1
62	он не просто	1	1
63	в себе как	1	1
64	как будто бы	3	1
65	по сути дела	1	1
66	том что и	1	1
67	во втором случае	1	1
68	быть и не	1	1
69	во всяком случае	6	1
70	один я на	1	1
71	данном случае мы	1	1
72	тем самым он	1	1
73	не то чтобы	1	1
74	ни в чем	2	1
75	с той или	5	1
76	та или иная	3	1
77	тут все дело	1	1
78	равно как и	1	1
79	то есть в	3	1
80	в этой самой	2	1
81	не менее в	1	1
82	тем что он	1	1
83	друг друга и	1	1
84	можно сказать что	2	1
85	или иной мере	2	1
86	я на дорогу	1	1
87	тем не менее	10	1
88	но также и	2	1
89	по крайней мере	5	1
90	в себе не	1	1
91	выхожу один я	1	1
92	речь идет о	1	1
