N	2gram	Losev_Vesc_1	Istorich
1	и в	21	22
2	мы имеем	7	19
3	в этом	4	17
4	и т	19	16
5	т е	55	16
6	т д	19	15
7	что в	9	15
8	не только	36	14
9	мы видели	1	13
10	но и	18	12
11	и не	29	12
12	в этих	1	11
13	может быть	16	11
14	и пр	6	11
15	или в	2	11
16	но в	5	10
17	таким образом	8	10
18	еще не	8	10
19	в нем	2	9
20	что и	3	9
21	в том	8	9
22	что он	1	9
23	вместе с	1	9
24	как мы	4	8
25	мы видим	2	8
26	что они	6	8
27	с этим	3	8
28	том что	8	8
29	пребывания в	1	7
30	но не	5	7
31	то что	27	7
32	и здесь	4	7
33	мы должны	2	7
34	уже не	9	7
35	из них	4	7
36	так как	7	7
37	с другой	6	7
38	другой стороны	2	7
39	к этому	1	7
40	то же	6	6
41	мы уже	3	6
42	не вполне	2	6
43	не все	1	6
44	это не	5	6
45	ничего не	3	6
46	все еще	3	6
47	так в	1	6
48	если бы	5	6
49	то и	4	6
50	мы можем	4	6
51	а не	19	6
52	в течение	1	6
53	а в	4	6
54	с ней	2	6
55	с большим	1	5
56	все же	4	5
57	что она	15	5
58	здесь мы	1	5
59	в этой	3	5
60	тем не	3	5
61	не менее	3	5
62	могут быть	1	5
63	к нему	1	5
64	в свете	7	5
65	того что	8	5
66	один из	3	5
67	так что	5	5
68	до сих	1	5
69	у меня	3	5
70	в частности	1	5
71	есть и	4	5
72	сих пор	1	5
73	все эти	3	4
74	видели что	1	4
75	отношение к	1	4
76	не в	5	4
77	на этом	2	4
78	и с	8	4
79	у нас	7	4
80	как это	2	4
81	но он	2	4
82	к ней	2	4
83	видим что	1	4
84	и его	2	4
85	тем что	2	4
86	что на	2	4
87	она не	4	4
88	в пределах	1	4
89	в дальнейшем	1	4
90	находится в	3	4
91	только в	14	4
92	его и	2	4
93	а именно	1	4
94	в данном	5	4
95	для нас	2	4
96	этот дом	1	4
97	в свою	4	4
98	не может	17	4
99	и другие	1	4
100	связана с	1	3
101	если я	6	3
102	имеет свою	1	3
103	что иное	7	3
104	я не	4	3
105	представление о	1	3
106	и ее	18	3
107	иное как	7	3
108	в чем	6	3
109	со стороны	5	3
110	и как	8	3
111	и к	1	3
112	из этих	1	3
113	их в	3	3
114	могло быть	1	3
115	а затем	2	3
116	его в	2	3
117	было бы	14	3
118	должен был	1	3
119	все равно	2	3
120	далеко не	1	3
121	как и	8	3
122	и эти	2	3
123	можно ли	7	3
124	никогда не	2	3
125	потому что	16	3
126	однако это	2	3
127	он и	1	3
128	к тому	3	3
129	они и	1	3
130	о том	6	3
131	данном случае	2	3
132	уже с	1	3
133	что у	5	3
134	можно только	4	3
135	в его	2	3
136	и она	1	3
137	с ними	3	3
138	только указать	1	3
139	и у	3	3
140	при помощи	2	3
141	прежде всего	9	3
142	у него	2	3
143	мы еще	2	3
144	превращается в	1	3
145	если это	2	3
146	так же	1	3
147	а если	1	3
148	стороны и	2	3
149	быть и	1	3
150	но это	10	3
151	между прочим	3	3
152	и от	3	3
153	и все	5	3
154	сказать что	17	3
155	равно как	2	3
156	не что	7	3
157	ее в	1	3
158	все что	1	3
159	ту же	2	2
160	и то	10	2
161	на самом	1	2
162	и есть	26	2
163	в котором	3	2
164	от которых	1	2
165	той же	2	2
166	часто бывает	1	2
167	же как	1	2
168	вопрос о	1	2
169	и новые	1	2
170	время как	1	2
171	но она	3	2
172	на себя	1	2
173	из того	2	2
174	то это	3	2
175	и он	1	2
176	в ней	12	2
177	то мы	2	2
178	в качестве	1	2
179	себе и	1	2
180	независимо от	5	2
181	его на	1	2
182	в своем	6	2
183	хотя и	4	2
184	есть ли	6	2
185	образом и	1	2
186	то время	1	2
187	тому же	1	2
188	если он	1	2
189	не могла	1	2
190	при этом	1	2
191	достаточно чтобы	1	2
192	из этой	1	2
193	всех этих	1	2
194	в виде	1	2
195	что еще	1	2
196	и вот	2	2
197	никому не	1	2
198	так и	3	2
199	же не	1	2
200	ни в	1	2
201	вовсе не	10	2
202	с тем	5	2
203	со своими	1	2
204	и уже	1	2
205	и для	9	2
206	не мог	1	2
207	по той	1	2
208	исторической действительности	1	2
209	точки зрения	5	2
210	и более	1	2
211	дом не	1	2
212	в то	3	2
213	одна из	5	2
214	я буду	1	2
215	это еще	1	2
216	относится к	5	2
217	как будто	1	2
218	ли это	7	2
219	есть у	2	2
220	во все	1	2
221	вот почему	3	2
222	как только	4	2
223	в самых	1	2
224	утверждать что	1	2
225	на это	4	2
226	и это	14	2
227	и о	3	2
228	в другом	2	2
229	с собой	2	2
230	не с	7	2
231	одного из	1	2
232	связанное с	1	2
233	о ней	2	2
234	и что	15	2
235	в силу	3	2
236	а также	1	2
237	потом она	1	2
238	все время	1	2
239	в него	1	2
240	же в	1	2
241	этот вопрос	1	2
242	и так	1	2
243	с одной	3	2
244	где они	1	2
245	из которого	1	2
246	в жизни	3	2
247	для нее	2	2
248	что не	5	2
249	него и	1	2
250	на столе	2	2
251	мы знаем	1	2
252	себе в	3	2
253	всяком случае	2	2
254	в одном	2	2
255	никто не	1	2
256	у нее	1	2
257	только на	3	2
258	в особенности	1	2
259	и даже	6	2
260	даже не	7	2
261	есть только	7	2
262	из дерева	2	2
263	что им	1	2
264	не было	1	2
265	одной стороны	3	2
266	именно так	1	2
267	и потому	5	2
268	но этот	1	2
269	да и	3	2
270	можно сказать	6	2
271	в особом	1	2
272	указать на	1	2
273	если не	3	2
274	то не	4	2
275	еще более	2	2
276	или не	2	2
277	не дает	1	2
278	совершенно не	5	2
279	жизни и	2	2
280	а я	1	2
281	только не	2	2
282	во всяком	3	2
283	и хотел	1	1
284	она была	2	1
285	также что	1	1
286	также и	6	1
287	самом деле	4	1
288	говорили выше	1	1
289	ясно что	8	1
290	это однако	1	1
291	действительности и	5	1
292	и этот	2	1
293	уже этого	1	1
294	из всех	1	1
295	есть не	14	1
296	мы не	6	1
297	бы что	2	1
298	на эти	1	1
299	человека и	1	1
300	происходило в	1	1
301	наличие в	1	1
302	нас это	1	1
303	общаться с	8	1
304	это отношение	1	1
305	и заставляет	2	1
306	между собой	1	1
307	внимание и	1	1
308	цвет и	1	1
309	быть в	1	1
310	в различных	1	1
311	роли которую	1	1
312	мы будем	1	1
313	не то	4	1
314	со всеми	1	1
315	тут же	2	1
316	не просто	19	1
317	нет и	1	1
318	есть просто	5	1
319	другое и	1	1
320	отнюдь не	5	1
321	чем же	3	1
322	если она	1	1
323	было так	1	1
324	что как	1	1
325	понимать в	1	1
326	что ее	2	1
327	нельзя было	4	1
328	перед нами	2	1
329	кроме того	4	1
330	бы я	2	1
331	он находится	1	1
332	ясно и	1	1
333	что это	13	1
334	жизни так	1	1
335	же причине	1	1
336	остановиться на	1	1
337	бы только	1	1
338	и кто	2	1
339	на то	4	1
340	вообще не	2	1
341	в определенном	1	1
342	главным образом	1	1
343	которая окажется	1	1
344	их может	1	1
345	должна быть	4	1
346	перестает быть	3	1
347	когда это	1	1
348	свою собственную	1	1
349	прочим и	2	1
350	том чтобы	1	1
351	из него	1	1
352	его от	1	1
353	подобно тому	4	1
354	и по	1	1
355	будем говорить	1	1
356	всего то	2	1
357	предполагается что	1	1
358	человека в	1	1
359	от нее	2	1
360	что почти	1	1
361	могла бы	3	1
362	не будет	12	1
363	свое имя	1	1
364	определенном направлении	1	1
365	об этом	3	1
366	то нам	1	1
367	на этой	1	1
368	и руки	1	1
369	и мертвые	1	1
370	заключается в	1	1
371	который уже	1	1
372	с другими	8	1
373	в и	2	1
374	и наличие	2	1
375	и тем	3	1
376	только одно	2	1
377	но уже	3	1
378	она и	1	1
379	случае мы	1	1
380	и вне	2	1
381	что собственно	1	1
382	стороны ее	1	1
383	но если	8	1
384	в своей	5	1
385	что такое	12	1
386	о той	1	1
387	с точки	3	1
388	нет или	1	1
389	и цель	1	1
390	ничего специфически	1	1
391	мы теперь	1	1
392	есть один	1	1
393	пить или	1	1
394	только те	1	1
395	вот эту	1	1
396	как можно	3	1
397	по себе	13	1
398	вещей только	1	1
399	же мы	1	1
400	сам он	1	1
401	и ноги	2	1
402	можно понимать	1	1
403	как из	1	1
404	меня не	2	1
405	или другие	4	1
406	ее с	5	1
407	у кого	1	1
408	и сама	3	1
409	и отдельных	1	1
410	о них	1	1
411	нам и	1	1
412	для всего	1	1
413	это мы	1	1
414	в разных	4	1
415	имеем дело	3	1
416	находятся в	1	1
417	она уже	3	1
418	смысле как	1	1
419	с нами	1	1
420	как она	4	1
421	меня и	1	1
422	не говорит	2	1
423	во всем	1	1
424	образа и	1	1
425	этого предмета	2	1
426	как я	4	1
427	е не	2	1
428	до того	1	1
429	только с	3	1
430	так то	3	1
431	мы и	1	1
432	тела и	1	1
433	к таким	1	1
434	пустота и	1	1
435	и подлинной	1	1
436	лежит в	1	1
437	это конечно	1	1
438	отличается от	7	1
439	еще яснее	1	1
440	с полной	4	1
441	и покупал	1	1
442	не есть	49	1
443	пор как	1	1
444	в работах	2	1
445	ничего общего	1	1
446	обычно в	1	1
447	с ее	6	1
448	как не	1	1
449	свою очередь	4	1
450	на нем	1	1
451	в ее	7	1
452	что данное	1	1
453	совершенно ясно	2	1
454	но во-первых	1	1
455	что всякая	1	1
456	только то	2	1
457	в себя	13	1
458	можно было	2	1
459	это можно	2	1
460	это вовсе	2	1
461	есть также	1	1
462	чтобы быть	3	1
463	имеется в	1	1
464	является в	2	1
465	для этого	4	1
466	с ним	8	1
467	другие формы	1	1
468	смысле и	1	1
469	впрочем для	1	1
470	эта сторона	1	1
471	мне и	1	1
472	не происходило	1	1
473	другими словами	5	1
474	никак не	3	1
475	что каждый	1	1
476	почему же	1	1
477	имеет какое-то	1	1
478	вполне уместно	1	1
479	связанной с	1	1
480	пр но	1	1
481	мы понимаем	1	1
482	так но	1	1
483	ярче всего	1	1
484	из своего	1	1
485	и только	3	1
486	вот у	1	1
487	несомненно более	1	1
488	кто в	1	1
489	они состоят	1	1
490	где происходит	1	1
491	продавал и	1	1
492	но тут	2	1
493	наконец и	1	1
494	тех пор	1	1
495	всегда в	1	1
496	оно и	4	1
497	и дает	1	1
498	итак мы	1	1
499	только у	1	1
500	большею частью	1	1
501	тот же	3	1
502	хотя бы	6	1
503	как нечто	2	1
504	сказывается в	1	1
505	конечно не	1	1
506	с нею	18	1
507	не можем	1	1
508	уже в	1	1
509	есть более	1	1
510	не знать	2	1
511	в нашей	1	1
512	ее из	1	1
513	так это	1	1
514	к своим	1	1
515	с какой	1	1
516	одно из	1	1
517	и их	7	1
518	руки и	2	1
519	могло бы	1	1
520	мы находим	2	1
521	сами по	3	1
522	и должна	1	1
523	себя от	2	1
524	есть условие	2	1
525	случае не	1	1
526	уже и	1	1
527	тогда как	1	1
528	от того	3	1
529	ее на	1	1
530	чем быть	1	1
531	бы это	1	1
532	ее себе	1	1
533	же деле	1	1
534	другого и	1	1
535	живой и	2	1
536	или иначе	4	1
537	нас в	3	1
538	не один	1	1
539	что человек	1	1
540	и прежде	1	1
541	и быть	1	1
542	с другом	1	1
543	она является	3	1
544	чтобы я	1	1
545	себя и	4	1
546	только к	2	1
547	говорит о	1	1
548	однако в	1	1
549	самом же	1	1
550	и образом	1	1
551	на этот	1	1
552	она может	4	1
553	ничем не	3	1
554	языка не	1	1
555	вопрос можно	1	1
556	о чем	1	1
557	магическую силу	1	1
558	что мы	14	1
559	не при	1	1
560	всей той	1	1
561	к себе	4	1
562	всем что	2	1
563	а так	2	1
564	полной ясностью	1	1
565	так или	4	1
566	тому как	4	1
567	с тех	1	1
568	как бы	12	1
569	вне этой	1	1
570	в отдельности	4	1
571	от каждой	1	1
572	друг с	1	1
573	форма в	1	1
574	это значит	24	1
575	том смысле	1	1
576	что же	8	1
577	эти вопросы	1	1
578	с этой	4	1
579	и тому	1	1
580	с особым	1	1
581	все это	5	1
582	в один	1	1
583	но для	2	1
584	думают что	4	1
585	чем та	1	1
586	нами уже	1	1
587	она должна	2	1
588	это уже	1	1
589	уже на	1	1
590	которое и	1	1
591	которая в	1	1
592	но когда	1	1
593	вот теперь	1	1
594	ее во	1	1
595	это может	2	1
596	которой мы	1	1
597	они находятся	1	1
598	слова я	1	1
599	другими вещами	8	1
600	состоит из	1	1
601	была бы	2	1
602	от всех	4	1
603	но можно	1	1
604	является и	1	1
605	типов и	1	1
606	бы его	1	1
607	это и	6	1
608	из этого	1	1
609	теперь происходит	1	1
610	на свет	1	1
611	если вы	2	1
612	это так	3	1
613	но еще	3	1
614	только одна	1	1
615	и эта	3	1
616	это в	1	1
617	я могу	2	1
618	доступ к	1	1
619	на лице	1	1
620	этой точки	1	1
621	которая не	1	1
