N	3gram	Losev_Vlad_2	Analitik
1	не может быть	1	16
2	в том что	9	9
3	в то же	3	8
4	в том чтобы	2	7
5	в отличие от	3	6
6	то же время	3	6
7	что иное как	1	5
8	с точки зрения	3	4
9	и не в	1	4
10	не что иное	1	4
11	к тому же	1	4
12	о том что	3	3
13	в том числе	1	3
14	бы то ни	1	3
15	для того чтобы	1	3
16	не в том	3	3
17	в самом деле	1	2
18	в этом отношении	1	2
19	вместе с ним	1	2
20	в данном случае	2	2
21	но в то	1	2
22	в свое время	1	2
23	и все же	2	2
24	том что он	2	2
25	в отрыве от	1	2
26	тех пор пока	1	1
27	имеет дело с	1	1
28	оно может быть	1	1
29	а в начале	1	1
30	более или менее	3	1
31	равно как и	1	1
32	духовного общения людей	1	1
33	также и в	1	1
34	не говоря о	1	1
35	можно утверждать что	1	1
36	единого и цельного	1	1
37	как раз и	1	1
38	не было и	1	1
39	до сих пор	1	1
40	да и в	1	1
41	говоря уже о	2	1
42	сам по себе	2	1
43	а не с	1	1
44	с ним в	1	1
45	в собственном смысле	1	1
46	в частности к	1	1
47	и ее систематизация	1	1
48	по себе в	1	1
49	именно здесь в	1	1
50	по крайней мере	4	1
51	вместе с тем	1	1
52	и в частности	1	1
53	если исходить из	1	1
54	в котором по	1	1
55	как и следовало	1	1
56	не только в	2	1
57	едва ли он	1	1
58	в себе в	1	1
59	в свою очередь	2	1
60	том же году	1	1
61	и как бы	1	1
62	так и не	2	1
63	с ним и	1	1
64	собственном смысле слова	1	1
65	как нам представляется	1	1
66	во всяком случае	6	1
67	что же касается	5	1
68	в целом но	1	1
69	далеко не все	1	1
70	в той же	1	1
71	во всех своих	1	1
72	до тех пор	1	1
73	уже потому что	1	1
74	еще в году	1	1
75	но то что	1	1
76	содержат в себе	1	1
77	еще а н	1	1
78	в течение всего	1	1
79	и следовало ожидать	1	1
80	только тогда когда	1	1
81	в этом смысле	1	1
82	же касается самого	1	1
83	в связи с	8	1
84	здесь как и	1	1
85	в том же	2	1
86	по возвращении в	1	1
87	не говоря уже	2	1
