N	3gram	Trubetskoy_1	Myshleni
1	с точки зрения	9	18
2	для того чтобы	6	15
3	в том что	7	15
4	с самого начала	1	8
5	по отношению к	1	7
6	в другом месте	1	6
7	заключается в том	1	6
8	о том что	2	6
9	вместе с тем	3	5
10	так же как	1	5
11	не может быть	4	5
12	до сих пор	5	4
13	в этом отношении	1	4
14	друг с другом	14	4
15	смысле этого слова	1	3
16	в силу этого	1	3
17	на то что	4	3
18	то же самое	1	3
19	можно было бы	3	3
20	к тому что	2	3
21	в том чтобы	1	3
22	во всяком случае	6	3
23	ее отношения к	1	3
24	в свою очередь	1	3
25	и тем самым	2	3
26	в этом вопросе	1	3
27	друг от друга	2	3
28	прежде всего в	1	2
29	указывает на то	1	2
30	которая в свою	1	2
31	в единое целое	1	2
32	на этот вопрос	1	2
33	то же время	10	2
34	с другом в	1	2
35	и в частности	1	2
36	в данном случае	3	2
37	от того что	1	2
38	в значительной степени	1	2
39	мы говорили выше	1	2
40	и таким образом	1	2
41	в самом деле	1	2
42	речь идет о	1	2
43	в то же	10	2
44	даже тогда когда	1	1
45	в том виде	1	1
46	а следовательно и	2	1
47	которых мы говорили	1	1
48	само собой разумеется	1	1
49	его можно было	1	1
50	живой отклик в	1	1
51	дело в том	1	1
52	по самому своему	2	1
53	на самом деле	6	1
54	лишь постольку поскольку	1	1
55	в том же	1	1
56	является не только	1	1
57	таким образом оказывается	1	1
58	тем более что	1	1
59	если бы речь	2	1
60	что с точки	1	1
61	и не может	3	1
62	можно назвать эгоцентрической	1	1
63	что он не	2	1
64	отношение человека к	1	1
65	котором мы говорили	1	1
66	то это потому	2	1
67	представить себе что	1	1
68	только то что	1	1
69	в себе и	2	1
70	что не только	1	1
71	с тем чтобы	3	1
72	том числе и	1	1
73	точно так же	2	1
74	с самим собой	2	1
75	и как бы	1	1
76	настоящими реальными политиками	1	1
77	по крайней мере	1	1
78	которое будет пользоваться	1	1
79	только для того	1	1
80	связаны друг с	1	1
81	и то что	3	1
82	жизни и в	1	1
83	бы обозначить как	1	1
84	в результате этого	1	1
85	между собой все	1	1
86	и с точки	1	1
87	превращается в какую-то	1	1
88	к вопросу о	3	1
89	в конце концов	3	1
90	тот факт что	2	1
91	состоит в том	1	1
92	и в этом	1	1
93	по сравнению со	1	1
94	по этому пути	1	1
95	таким же образом	2	1
96	может интересовать только	1	1
97	связи между собой	1	1
98	именно в силу	1	1
99	друг к другу	1	1
100	свою очередь является	1	1
101	и что его	1	1
102	о котором мы	1	1
103	том что для	1	1
104	о которых мы	1	1
105	потому что они	1	1
106	образом оказывается что	1	1
107	это потому что	2	1
108	остается в силе	1	1
109	и вот в	1	1
110	собой разумеется что	1	1
111	что оно есть	1	1
112	говорить о том	1	1
113	на точку зрения	1	1
114	содержат в себе	1	1
115	когда речь идет	1	1
116	и вместе с	2	1
117	отдельные ее части	1	1
118	речь шла о	1	1
119	бы речь шла	2	1
120	но все же	1	1
121	заключает в себе	1	1
122	в том числе	1	1
123	сама по себе	2	1
124	тем не менее	1	1
125	мы уже знаем	1	1
126	том что только	1	1
127	она не может	2	1
128	той или иной	3	1
129	но этого мало	1	1
