N	3gram	Vygotskiy__3	Myshleni
1	в том что	11	17
2	вместе с тем	2	10
3	мы могли бы	3	7
4	заключается в том	6	7
5	для того чтобы	8	7
6	в отличие от	1	6
7	в высшей степени	1	6
8	с самого начала	6	6
9	в зависимости от	1	5
10	можно было бы	1	5
11	с одной стороны	5	5
12	тот факт что	1	5
13	мы уже говорили	3	5
14	то и другое	3	4
15	ни в какой	1	4
16	то время как	2	4
17	смысле этого слова	2	4
18	во всяком случае	2	4
19	в то время	2	4
20	с тем и	1	4
21	о том что	3	3
22	состоит в том	1	3
23	в этом отношении	1	3
24	по сравнению с	1	3
25	а с другой	1	3
26	с другой стороны	5	3
27	мы видели что	2	3
28	не мог бы	1	3
29	с тем что	1	3
30	до какой степени	1	3
31	на то что	12	3
32	могли бы сказать	1	3
33	как мы видели	2	3
34	таким образом что	1	2
35	в том виде	1	2
36	этой точки зрения	1	2
37	мы никогда не	1	2
38	мы говорили уже	1	2
39	и той же	1	2
40	в силу того	1	2
41	и в этом	3	2
42	только в том	2	2
43	как мы увидим	2	2
44	то что в	2	2
45	заключает в себе	1	2
46	все же в	2	2
47	и то что	3	2
48	не могли бы	1	2
49	уже говорили что	1	2
50	так как она	1	2
51	не может быть	1	2
52	того или иного	1	2
53	с этой точки	1	2
54	и вместе с	2	2
55	в свою очередь	2	2
56	в целом мы	1	2
57	одной и той	1	2
58	для нас важно	1	1
59	этим сказано все	1	1
60	том что она	1	1
61	в ее основе	3	1
62	ясно до какой	1	1
63	нового по сравнению	1	1
64	показывает что в	1	1
65	более или менее	1	1
66	что при такой	1	1
67	подобно тому как	1	1
68	в таком виде	2	1
69	это внутреннее противоречие	1	1
70	как это имеет	1	1
71	то же самое	8	1
72	о том как	2	1
73	могли бы формулировать	1	1
74	того же самого	2	1
75	совпадает с тем	1	1
76	с точки зрения	9	1
77	что только при	1	1
78	идет не о	1	1
79	никогда не можем	1	1
80	до сих пор	5	1
81	как и все	1	1
82	мы остановились на	1	1
83	есть в сущности	1	1
84	или иначе говоря	1	1
85	не имеет никакого	3	1
86	и для взрослого	1	1
87	по аналогии с	2	1
88	к тому чтобы	1	1
89	кроме того что	1	1
90	обратить внимание на	1	1
91	с тем общим	1	1
92	со всеми остальными	1	1
93	это или не	1	1
94	что дело идет	1	1
95	он не мог	2	1
96	как если бы	3	1
97	для нас ясно	1	1
98	малой степени не	2	1
99	с каждой новой	2	1
100	в применении к	1	1
101	здесь мы видим	1	1
102	и что в	1	1
103	от общих законов	1	1
104	в данном случае	2	1
105	все эти три	1	1
106	не потому что	1	1
107	в том чтобы	1	1
108	как раз обратным	1	1
109	из которых каждая	1	1
110	тот же самый	1	1
111	мы будем иметь	1	1
112	склонен думать что	1	1
113	а отнюдь не	1	1
114	так как они	1	1
115	в силу общих	1	1
116	он пришел к	1	1
117	в окончательном виде	1	1
118	которые могли бы	1	1
119	отнюдь не как	1	1
120	всегда имеет дело	1	1
121	указывает на то	3	1
122	таким образом его	1	1
123	все более и	2	1
124	потому что она	1	1
125	мы говорили выше	1	1
126	перед нами в	1	1
127	и что эти	1	1
128	не в силу	1	1
129	на деле как	1	1
130	не могло бы	1	1
131	не только у	1	1
132	именно в тех	1	1
133	тем ближе подходит	1	1
134	если обратиться к	1	1
135	с теми же	1	1
136	что с одной	1	1
137	ни в малой	2	1
138	имеет место в	2	1
139	и как бы	2	1
140	с таким образом	1	1
141	мы увидим ниже	2	1
142	внутреннее противоречие которое	1	1
143	мы не можем	2	1
144	на наших глазах	2	1
145	или не так	1	1
146	а в плане	1	1
147	если бы мы	1	1
148	и что следовательно	1	1
149	и в самом	10	1
150	более и более	2	1
151	и как мы	1	1
152	здесь мы имеем	1	1
153	это имеет место	2	1
154	по этому поводу	1	1
155	к тому что	2	1
156	если бы оно	1	1
157	иметь ничего общего	1	1
158	в малой степени	2	1
159	совершенно ясно говорит	1	1
160	что так как	1	1
161	мы увидим что	7	1
